@RELATION CBF

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC
@ATTRIBUTE att71_err NUMERIC
@ATTRIBUTE att72_err NUMERIC
@ATTRIBUTE att73_err NUMERIC
@ATTRIBUTE att74_err NUMERIC
@ATTRIBUTE att75_err NUMERIC
@ATTRIBUTE att76_err NUMERIC
@ATTRIBUTE att77_err NUMERIC
@ATTRIBUTE att78_err NUMERIC
@ATTRIBUTE att79_err NUMERIC
@ATTRIBUTE att80_err NUMERIC
@ATTRIBUTE att81_err NUMERIC
@ATTRIBUTE att82_err NUMERIC
@ATTRIBUTE att83_err NUMERIC
@ATTRIBUTE att84_err NUMERIC
@ATTRIBUTE att85_err NUMERIC
@ATTRIBUTE att86_err NUMERIC
@ATTRIBUTE att87_err NUMERIC
@ATTRIBUTE att88_err NUMERIC
@ATTRIBUTE att89_err NUMERIC
@ATTRIBUTE att90_err NUMERIC
@ATTRIBUTE att91_err NUMERIC
@ATTRIBUTE att92_err NUMERIC
@ATTRIBUTE att93_err NUMERIC
@ATTRIBUTE att94_err NUMERIC
@ATTRIBUTE att95_err NUMERIC
@ATTRIBUTE att96_err NUMERIC
@ATTRIBUTE att97_err NUMERIC
@ATTRIBUTE att98_err NUMERIC
@ATTRIBUTE att99_err NUMERIC
@ATTRIBUTE att100_err NUMERIC
@ATTRIBUTE att101_err NUMERIC
@ATTRIBUTE att102_err NUMERIC
@ATTRIBUTE att103_err NUMERIC
@ATTRIBUTE att104_err NUMERIC
@ATTRIBUTE att105_err NUMERIC
@ATTRIBUTE att106_err NUMERIC
@ATTRIBUTE att107_err NUMERIC
@ATTRIBUTE att108_err NUMERIC
@ATTRIBUTE att109_err NUMERIC
@ATTRIBUTE att110_err NUMERIC
@ATTRIBUTE att111_err NUMERIC
@ATTRIBUTE att112_err NUMERIC
@ATTRIBUTE att113_err NUMERIC
@ATTRIBUTE att114_err NUMERIC
@ATTRIBUTE att115_err NUMERIC
@ATTRIBUTE att116_err NUMERIC
@ATTRIBUTE att117_err NUMERIC
@ATTRIBUTE att118_err NUMERIC
@ATTRIBUTE att119_err NUMERIC
@ATTRIBUTE att120_err NUMERIC
@ATTRIBUTE att121_err NUMERIC
@ATTRIBUTE att122_err NUMERIC
@ATTRIBUTE att123_err NUMERIC
@ATTRIBUTE att124_err NUMERIC
@ATTRIBUTE att125_err NUMERIC
@ATTRIBUTE att126_err NUMERIC
@ATTRIBUTE att127_err NUMERIC
@ATTRIBUTE att128_err NUMERIC

@DATA
0.024,0.216,0.943,0.048,0.415,0.409,0.769,0.315,0.185,0.668,1.443,0.346,0.162,0.077,0.892,0.326,0.118,0.677,0.309,0.444,1.697,0.594,3.014,0.76,0.412,0.149,1.738,1.285,0.776,0.135,0.863,2.751,1.933,0.35,0.852,0.396,0.842,0.233,0.25,1.34,0.048,0.085,0.332,0.656,0.081,0.8,0.105,0.326,0.425,0.752,0.424,0.032,0.182,1.183,0.133,0.858,1.086,0.105,0.24,0.174,1.066,0.119,0.4,1.631,1.031,1.016,0.238,0.944,0.569,0.525,0.993,0.731,0.395,1.488,0.91,0.721,1.039,0.362,1.54,0.745,1.646,1.278,0.671,0.663,0.367,0.598,0.461,0.364,1.318,0.599,0.796,0.467,1.396,2.315,0.796,0.341,0.527,0.176,1.179,1.59,0.241,0.369,0.338,2.305,0.076,0.674,0.646,0.84,0.724,0.72,0.342,2.224,0.1,0.12,1.043,1.001,0.161,1.175,0.077,1.87,0.322,0.245,0.043,0.331,1.522,0.562,0.124,0.195
0.138,0.245,0.069,0.891,1.294,0.023,0.739,0.335,0.088,0.478,0.616,0.767,0.552,0.788,0.363,0.871,0.182,0.76,0.093,0.365,0.188,0.701,1.188,0.973,1.179,0.371,0.774,0.725,1.111,0.494,0.146,0.28,0.012,0.232,0.279,1.382,0.183,0.436,0.033,0.238,0.059,1.054,0.506,1.837,0.335,0.189,0.139,1.451,0.782,0.112,0.366,0.257,0.115,0.668,0.757,0.851,0.549,0.589,0.496,1.848,0.075,0.706,1.207,1.507,1.243,1.048,0.245,0.069,0.061,0.146,0.583,0.532,0.657,0.745,0.008,0.375,0.197,0.32,0.345,0.639,1.427,0.422,0.803,1.463,0.696,0.101,0.334,0.113,0.37,0.223,0.132,0.669,0.379,0.45,0.256,0.641,0.798,0.069,1.138,1.98,0.145,0.572,0.878,0.811,0.736,0.368,0.041,0.481,0.335,0.538,0.455,0.027,1.275,0.293,0.848,1.427,0.201,0.675,2.064,0.317,0.874,0.615,0.476,1.414,0.763,0.324,1.383,0.372
1.241,0.856,0.095,0.163,0.072,0.625,0.29,0.071,0.148,0.047,0.63,0.419,0.335,0.384,0.709,0.73,0.559,0.742,0.954,0.964,1.581,1.798,1.854,0.9,0.79,1.873,0.323,1.67,1.224,1.141,0.392,0.508,0.198,0.326,0.886,0.813,0.461,0.651,1.185,0.909,0.276,0.327,1.53,1.064,0.012,0.266,0.912,0.095,0.188,0.445,1.092,0.106,0.098,0.894,0.585,0.334,0.171,0.422,0.837,0.365,0.407,0.491,1.096,1.085,1.371,0.942,0.102,0.818,0.635,1.393,0.076,1.212,0.162,0.727,0.337,0.285,1.651,0.422,1.399,0.57,0.335,0.083,1.374,0.007,0.146,1.885,0.787,0.816,1.948,0.431,0.769,0.311,1.858,0.652,0.755,0.933,0.575,0.973,1.236,0.277,0.194,0.337,0.159,0.142,1.031,1.201,0.452,0.221,0.0,0.22,0.699,0.706,0.196,0.115,0.652,0.898,0.798,1.068,0.982,0.428,0.208,0.593,0.336,1.165,0.413,0.689,0.062,0.002
0.061,0.825,0.242,0.346,0.26,0.313,0.406,0.287,0.21,0.113,0.42,0.294,0.012,0.194,0.093,1.03,0.274,0.318,0.165,0.107,0.985,0.401,0.7,0.638,0.523,0.666,0.779,0.126,0.068,1.039,0.191,0.374,0.008,0.961,1.406,0.824,0.461,1.192,0.423,0.565,0.981,0.212,0.904,0.787,1.582,0.161,0.754,0.177,0.472,0.518,0.199,0.143,0.243,0.679,0.719,0.43,0.092,1.075,0.424,0.578,0.893,0.536,0.322,1.494,0.186,0.932,0.032,1.091,0.389,0.712,0.327,0.359,0.171,1.216,0.106,0.839,0.171,0.188,0.842,1.209,1.081,0.327,0.034,1.522,1.402,0.329,1.379,0.034,0.971,0.601,0.71,0.421,0.044,0.618,0.178,0.356,0.563,0.336,0.046,0.804,0.804,1.072,0.428,0.106,0.114,0.467,0.32,0.717,1.464,0.379,1.825,0.155,0.033,1.619,0.106,0.515,1.646,1.226,0.184,0.553,0.605,0.683,0.349,0.476,0.487,0.128,0.94,0.685
0.199,0.49,0.704,0.25,1.318,0.858,0.627,0.207,0.807,0.415,0.017,0.338,0.233,1.016,0.299,0.438,0.595,0.426,0.295,2.357,0.32,0.34,0.549,0.18,1.157,1.871,0.332,1.905,0.645,1.121,0.847,0.546,0.021,1.886,0.919,0.79,0.076,2.734,0.076,2.192,1.093,0.103,1.848,0.979,0.446,0.444,1.222,0.374,0.944,0.259,0.124,0.469,0.032,0.237,0.134,0.638,0.149,0.032,0.293,0.355,0.921,0.398,0.495,1.841,1.489,0.369,1.177,1.088,0.611,0.484,0.175,0.508,1.274,0.486,1.302,0.762,1.045,0.388,1.197,0.082,0.215,0.234,0.035,0.086,0.753,1.326,0.233,0.855,0.672,0.021,0.094,0.155,0.301,1.213,1.275,0.877,0.293,0.302,0.95,0.636,0.618,1.657,0.033,0.367,1.239,1.742,0.547,0.135,0.317,0.714,0.933,0.12,0.728,0.423,1.479,0.724,0.937,0.139,0.273,1.2,0.369,0.257,1.288,0.838,1.828,0.239,0.439,0.067
0.053,0.954,0.583,0.087,0.859,0.098,0.595,0.287,0.227,0.02,1.15,0.609,0.236,0.294,0.16,0.259,0.606,0.286,0.811,0.232,1.653,1.879,1.777,1.655,0.222,1.785,2.092,0.772,2.427,2.587,1.605,1.04,0.663,1.482,0.29,0.363,1.407,0.566,0.841,0.473,0.78,1.59,0.693,0.348,0.004,0.081,0.523,0.526,0.945,0.028,0.193,0.698,1.529,0.142,0.002,0.49,0.267,0.678,0.689,0.179,0.445,0.492,1.259,0.324,1.266,0.63,0.486,1.188,0.242,0.535,0.007,0.656,1.037,0.152,1.544,0.593,1.82,0.159,0.132,0.019,1.883,0.309,0.331,1.182,0.483,0.135,0.442,0.697,0.593,0.41,0.826,1.061,1.195,1.254,0.124,1.494,0.435,0.098,0.308,0.492,1.8,0.609,0.984,0.567,0.112,0.647,0.099,0.209,1.017,0.258,0.752,0.062,0.926,1.226,0.42,0.594,1.794,0.421,0.886,0.102,0.223,1.697,0.1,0.28,0.525,0.404,0.897,0.307
1.052,0.028,0.575,0.414,1.224,0.203,0.747,0.403,0.118,0.456,0.398,0.306,0.753,0.726,1.037,0.646,0.287,0.413,0.449,1.117,0.829,1.227,0.53,0.688,0.924,0.604,0.756,2.59,0.983,0.976,1.709,0.976,0.89,0.424,0.046,0.321,0.873,0.08,0.89,0.444,1.041,0.026,0.114,1.297,0.756,0.747,0.032,0.059,0.324,0.033,0.421,0.111,0.374,0.484,0.084,1.208,0.469,0.122,0.609,0.193,1.136,0.486,0.193,0.17,1.265,0.487,1.077,1.443,0.277,0.102,1.309,0.272,0.612,0.747,0.968,0.789,0.431,0.365,0.574,0.699,0.237,0.267,1.24,2.205,3.138,1.13,0.163,0.438,0.94,0.949,0.79,0.139,0.596,0.152,0.829,0.271,0.453,2.056,1.242,0.141,0.928,0.86,0.493,1.658,1.193,1.063,1.074,0.515,0.714,0.153,2.476,0.17,1.064,0.852,0.775,1.144,0.368,0.547,0.619,0.435,0.824,0.367,0.386,0.133,0.312,0.916,0.536,0.388
0.169,0.046,0.306,0.796,0.655,0.793,0.26,0.258,0.291,0.428,0.149,0.08,0.442,0.362,0.169,0.009,0.635,0.699,1.038,1.167,0.8,0.844,1.802,1.529,1.589,0.409,0.644,0.359,1.049,0.195,1.427,1.709,1.092,0.615,0.097,0.233,0.186,1.211,0.525,1.411,1.823,0.887,0.428,0.716,0.603,0.068,0.969,0.693,0.42,0.757,0.227,0.255,0.177,0.84,0.13,0.25,0.113,0.893,0.568,0.191,0.509,0.278,0.795,0.457,0.032,0.406,0.105,0.238,1.06,0.374,0.129,0.111,0.891,1.424,0.307,1.069,0.717,0.07,0.492,1.359,0.427,0.274,0.42,0.323,1.435,0.045,1.289,0.919,0.273,1.336,0.367,0.43,0.041,0.59,1.386,0.447,1.801,0.594,1.083,0.107,0.326,0.807,0.646,0.733,1.857,0.514,0.822,0.648,0.12,1.499,0.785,0.544,0.734,0.893,1.168,0.538,1.103,0.382,0.508,0.294,0.456,0.88,1.098,0.384,0.314,0.612,0.002,0.78
0.266,0.231,0.763,0.407,0.317,0.082,0.407,0.692,0.277,0.477,0.691,0.122,0.622,0.231,0.077,0.9,0.162,0.627,0.191,0.818,0.531,0.942,0.918,1.963,0.484,1.325,0.242,1.4,0.25,0.112,0.375,1.534,2.39,1.182,1.326,1.332,0.302,0.861,0.973,0.074,0.474,1.072,0.93,0.4,0.605,0.396,1.262,0.527,0.307,0.067,0.001,0.954,0.448,0.5,0.745,1.113,0.444,1.424,0.072,0.461,0.678,0.215,0.076,0.243,0.954,1.208,0.093,1.1,0.354,0.124,0.079,0.022,0.26,0.255,0.282,0.858,1.314,0.023,0.279,0.035,1.03,0.674,1.321,1.246,0.197,1.408,0.678,0.896,0.47,0.444,1.326,0.151,0.155,1.163,0.203,1.458,0.409,0.418,0.181,1.697,0.309,0.309,0.389,1.283,0.037,0.173,1.262,0.72,0.622,0.129,0.097,1.023,0.211,0.696,0.513,0.126,0.419,0.545,0.081,0.505,0.518,0.675,1.043,0.431,0.579,1.222,0.069,0.953
0.81,0.035,0.342,0.113,0.825,0.262,0.576,0.779,0.794,0.868,0.368,0.605,0.401,0.129,0.198,0.11,1.13,0.6,0.746,0.623,0.022,0.95,0.315,0.12,1.179,2.253,1.08,0.547,1.167,2.031,1.021,1.117,0.512,1.779,0.524,0.086,0.808,2.312,0.895,0.69,0.249,0.613,0.79,0.843,1.514,0.523,0.495,1.03,0.446,1.514,0.491,0.907,0.057,1.098,0.009,0.116,0.051,0.17,1.179,0.064,0.744,0.194,0.287,0.356,0.551,1.581,0.979,0.18,0.591,0.001,0.893,0.99,0.356,0.95,0.607,0.049,0.033,0.855,1.252,0.244,0.791,0.024,0.529,0.704,0.476,0.264,0.005,0.849,0.561,0.468,1.029,0.113,0.302,0.458,1.611,0.206,0.946,0.992,0.342,0.336,0.95,1.34,0.705,0.299,0.414,0.111,1.742,0.308,0.436,0.149,0.93,0.712,0.304,0.631,0.377,0.669,0.822,0.456,0.074,0.332,0.326,0.971,0.623,0.371,0.717,0.086,0.191,0.594
