@RELATION CBF

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE att97 NUMERIC
@ATTRIBUTE att98 NUMERIC
@ATTRIBUTE att99 NUMERIC
@ATTRIBUTE att100 NUMERIC
@ATTRIBUTE att101 NUMERIC
@ATTRIBUTE att102 NUMERIC
@ATTRIBUTE att103 NUMERIC
@ATTRIBUTE att104 NUMERIC
@ATTRIBUTE att105 NUMERIC
@ATTRIBUTE att106 NUMERIC
@ATTRIBUTE att107 NUMERIC
@ATTRIBUTE att108 NUMERIC
@ATTRIBUTE att109 NUMERIC
@ATTRIBUTE att110 NUMERIC
@ATTRIBUTE att111 NUMERIC
@ATTRIBUTE att112 NUMERIC
@ATTRIBUTE att113 NUMERIC
@ATTRIBUTE att114 NUMERIC
@ATTRIBUTE att115 NUMERIC
@ATTRIBUTE att116 NUMERIC
@ATTRIBUTE att117 NUMERIC
@ATTRIBUTE att118 NUMERIC
@ATTRIBUTE att119 NUMERIC
@ATTRIBUTE att120 NUMERIC
@ATTRIBUTE att121 NUMERIC
@ATTRIBUTE att122 NUMERIC
@ATTRIBUTE att123 NUMERIC
@ATTRIBUTE att124 NUMERIC
@ATTRIBUTE att125 NUMERIC
@ATTRIBUTE att126 NUMERIC
@ATTRIBUTE att127 NUMERIC
@ATTRIBUTE att128 NUMERIC
@ATTRIBUTE target {1.0, 3.0, 2.0}

@DATA
-0.454,-0.7,-0.996,-0.842,-0.988,-1.079,0.035,-1.002,-1.039,-0.133,0.066,-0.431,-1.389,-1.095,-0.784,-0.262,-0.601,-1.641,-1.339,-0.899,-0.404,-1.37,-3.447,-1.054,-1.329,-0.497,-1.771,0.281,0.615,1.417,0.024,-1.083,1.172,1.142,2.264,1.038,2.435,1.287,1.024,0.077,0.215,0.721,1.458,-0.391,0.68,1.018,0.846,1.48,1.175,0.852,0.446,1.116,1.135,0.298,1.075,0.913,-0.364,1.163,1.311,0.791,0.217,1.068,1.357,1.668,2.158,-0.373,1.582,2.65,2.037,2.712,3.207,0.693,0.633,-2.504,2.155,1.435,-0.023,0.616,0.953,-0.19,-0.283,2.431,0.808,0.579,1.169,-1.68,-0.916,-0.451,1.089,-0.883,-1.241,-0.611,0.066,2.241,0.595,-1.176,-0.516,-0.815,-4.614,0.773,-0.69,-0.533,-0.579,1.879,-1.393,-1.19,-1.461,-1.389,-0.385,0.524,-0.448,0.647,-0.942,-0.777,-2.516,-2.335,-1.123,-0.414,-1.376,-0.794,-0.824,-0.969,-1.084,-0.583,2.414,-1.2,-1.105,-1.319,1.0
-0.886,-0.437,-1.304,-2.587,-1.432,-1.368,-2.344,-0.726,-1.077,-0.529,-2.045,-0.812,-0.477,-2.781,-1.171,-1.945,0.732,0.378,1.162,0.618,0.93,0.698,2.279,0.379,-0.742,1.406,0.014,0.288,-0.821,0.97,0.371,0.031,0.936,0.834,0.617,1.347,1.147,0.73,0.882,0.779,1.282,0.473,-0.275,0.556,0.579,0.469,0.113,0.306,0.722,1.063,0.783,0.938,1.005,1.564,1.159,0.68,0.659,1.206,0.704,2.815,0.506,0.602,1.752,-3.325,-0.34,0.448,0.589,0.725,-0.088,0.968,1.138,1.116,0.929,-0.085,0.531,0.545,0.87,0.973,0.479,0.654,2.294,0.75,2.362,1.765,1.505,0.239,0.878,0.506,0.434,0.937,0.315,1.973,0.105,1.361,-1.37,-0.518,-0.564,-1.468,1.632,-0.715,-1.038,-0.473,-1.005,-3.5,-0.762,-2.019,-1.441,-0.728,-1.147,-1.416,-0.549,-0.791,0.083,-0.862,-0.522,0.028,-1.119,-2.592,0.135,-1.521,0.0,-0.76,-0.779,-0.764,-0.768,-0.791,-0.692,-1.745,1.0
-1.137,-1.304,-0.027,-0.945,-0.7,-1.4,-0.066,-0.907,-0.613,-0.708,0.394,-1.014,-1.389,-0.978,-1.087,-2.177,-0.971,-1.656,0.506,-0.127,1.023,0.704,-1.948,-0.606,-1.397,1.438,0.662,3.585,1.297,2.422,1.516,1.884,1.577,1.213,1.419,1.589,1.957,1.041,0.85,2.227,2.02,1.201,1.257,0.115,1.533,1.359,2.532,1.303,1.156,1.049,1.097,1.084,1.586,0.98,2.033,0.74,1.385,1.266,1.285,0.986,1.163,0.97,-1.911,2.011,3.709,1.974,1.238,1.763,-0.469,-0.752,-0.85,-0.455,-0.782,-0.764,-0.4,-0.836,-2.979,-0.301,-0.859,-1.144,-0.281,-0.642,2.262,-0.954,-1.028,-2.487,-0.512,-1.89,-2.93,-0.99,-1.132,-1.01,-0.179,-1.752,-0.072,-2.973,-0.321,-1.203,-0.596,-0.972,-0.752,-0.322,-0.489,-0.616,-2.044,-0.542,-0.558,-0.288,-0.529,-0.225,-0.034,-1.624,-0.731,-1.057,-0.692,-0.879,-1.154,0.124,-1.074,-0.308,0.014,-0.168,-0.791,-0.041,-0.768,-0.369,-0.613,-0.887,1.0
-0.199,0.922,-0.406,-0.303,-1.097,-0.768,-1.805,-0.174,-0.719,0.17,-0.876,-1.49,-0.667,-0.911,-0.011,-2.297,-1.116,-1.245,-1.024,-0.659,-0.934,0.369,4.336,2.656,2.62,1.578,1.834,2.476,1.783,3.108,2.476,1.625,1.886,2.689,1.807,2.253,2.87,-1.001,1.068,0.64,-0.422,2.095,0.739,0.925,1.723,0.915,-0.131,1.207,-0.091,0.876,0.768,0.92,0.134,1.82,0.344,-0.181,0.33,-0.826,-0.877,0.033,-2.432,0.673,-0.174,0.744,0.076,-0.262,-0.194,-0.752,-0.807,-1.205,-0.518,-0.622,-1.109,-1.891,0.048,-2.006,-0.506,-0.239,-0.041,-1.733,0.877,-0.537,-0.71,0.298,0.658,0.02,-0.086,0.327,-0.776,0.488,-1.125,-0.496,-0.466,-0.397,-0.758,-0.544,-0.643,-0.856,-0.086,0.356,-0.19,-1.717,-1.444,-1.66,-0.342,-1.195,-1.56,1.052,-0.866,-0.357,-1.117,0.71,-0.917,1.014,-0.03,-1.164,-2.212,-0.093,-0.564,-0.185,-0.378,-0.048,-1.153,-0.125,-0.358,-0.767,-0.641,0.829,3.0
-1.199,-0.895,-2.033,-0.901,1.027,-2.93,-0.306,-0.338,-1.927,0.363,-1.041,-1.044,-0.932,-1.631,-0.351,-1.492,-0.475,-0.013,-1.315,-5.042,-1.048,0.137,-0.982,-1.555,-1.118,-0.449,-0.471,-4.513,-0.926,-0.269,-0.983,0.407,-0.623,-0.162,1.135,-1.154,-0.026,-4.135,-1.443,0.539,-0.71,0.133,-1.327,-0.927,-0.777,-0.846,-1.693,-0.686,0.781,1.345,0.108,0.739,-0.734,-1.318,0.522,0.157,0.478,0.027,0.449,0.891,0.33,-1.196,-0.135,-1.224,-1.243,-0.344,-0.156,-0.73,0.233,0.865,0.696,1.156,-0.857,1.126,0.901,0.279,1.34,-0.138,0.229,1.099,-0.241,0.433,0.912,0.256,0.97,1.459,1.256,1.683,-1.076,0.829,1.25,0.375,0.971,1.656,3.337,1.263,0.905,0.692,1.091,2.52,0.799,0.398,1.335,1.684,0.447,2.245,1.775,1.082,0.829,1.525,0.479,1.251,0.753,2.833,1.423,0.693,2.52,-1.7,-1.59,1.412,-1.571,-1.13,-0.772,-1.479,-2.822,-1.392,-1.321,-0.966,2.0
-0.502,-0.672,0.03,-0.048,-1.449,-1.141,-0.703,0.021,-0.789,-0.546,0.536,-0.02,-1.398,-0.683,-0.589,-0.307,-0.38,-0.099,-2.461,0.834,-3.782,1.589,-0.263,-1.313,-0.169,-0.449,-2.731,0.547,-1.154,1.817,-2.923,-0.06,-0.346,0.274,1.438,0.107,-0.192,0.224,0.686,0.444,0.517,1.013,0.749,2.148,1.087,0.493,1.942,1.971,2.653,1.21,0.935,0.467,3.923,0.848,0.807,2.596,2.408,1.867,2.848,1.959,1.76,2.44,0.978,2.927,2.486,1.739,0.229,0.058,-0.062,0.716,-0.091,-2.689,-0.834,0.176,-3.515,-0.582,-2.206,-0.803,-0.057,-0.966,-2.426,-0.462,-0.987,0.226,-2.339,-0.693,-0.483,-0.871,0.359,0.086,-1.388,-1.868,0.454,-2.478,0.058,-4.478,-0.318,0.169,-1.441,-1.397,3.334,-0.461,-1.339,1.06,-0.553,-1.478,-0.773,-0.301,-0.133,-0.603,-0.459,0.005,-2.703,0.49,-0.459,-0.635,2.21,0.47,-0.848,0.446,-0.611,-0.785,-0.668,-1.318,0.13,-0.089,-1.332,-0.786,2.0
-2.707,-1.642,-2.726,-1.644,-0.823,-1.553,-1.564,-1.125,-1.244,-1.378,-0.835,-1.861,-0.628,1.328,-1.765,-1.356,-1.222,-0.508,-0.602,1.133,0.907,-0.527,0.889,1.214,0.83,1.993,1.442,2.258,-0.165,0.409,2.49,-0.026,1.902,0.759,1.102,1.053,2.656,0.428,1.855,0.809,-0.106,0.645,1.113,-0.379,2.039,0.221,1.199,1.126,0.543,0.484,0.542,0.553,0.29,2.039,1.059,3.621,1.002,0.984,0.354,0.581,2.47,0.93,0.658,0.778,0.671,0.471,-0.45,3.945,1.304,0.559,0.739,1.163,0.596,-0.942,1.959,0.178,0.617,0.389,-0.066,0.408,0.77,1.172,2.124,1.551,2.639,0.181,1.11,1.001,0.843,-0.013,-1.508,-1.218,-1.527,-0.893,-1.03,-1.556,-1.11,3.281,-1.842,-0.869,1.557,-1.605,-1.303,2.221,-2.67,-1.515,-0.837,-1.407,-1.425,-1.185,-1.212,-0.376,-0.372,-0.702,-0.709,-1.943,0.02,-0.595,0.422,-1.359,-1.156,-0.572,-1.159,-0.936,-1.005,-0.173,-1.132,-0.443,1.0
-0.456,-0.279,-0.752,-0.307,-0.097,-1.187,-1.645,-0.611,-1.097,-0.796,-1.345,-0.517,-0.282,-0.322,-0.605,1.99,0.751,2.456,2.312,0.765,1.718,1.7,2.737,0.335,3.081,2.79,0.603,0.48,3.438,0.717,4.487,3.519,1.103,1.608,1.112,0.906,0.611,-0.251,1.663,-1.127,3.821,1.165,0.711,-0.587,0.82,0.305,-1.029,-0.641,-0.018,1.659,0.235,-0.101,1.069,-0.192,0.182,-0.45,0.547,1.216,0.349,-0.815,-1.006,-0.711,-0.753,-0.519,-0.311,0.313,-0.163,-0.356,1.341,-0.261,-0.613,0.364,-1.605,-1.551,-0.79,0.407,-0.076,-0.744,-0.816,-0.824,-0.708,-0.636,0.448,0.404,0.879,-2.285,-2.27,-0.77,-1.116,2.622,-0.232,-0.707,-0.688,-1.058,0.94,-0.809,1.292,-0.412,-1.422,-1.097,0.274,-2.386,1.193,-1.512,-1.698,0.245,-0.666,-0.674,-0.48,-3.145,-1.53,0.269,0.728,0.273,-0.375,-0.478,-2.451,-1.194,-0.883,-0.108,0.51,-1.237,-0.192,-0.733,0.506,-1.669,-1.038,-0.569,3.0
-0.859,-0.064,-1.559,-0.905,-1.312,-0.568,-1.062,-0.483,-0.841,-0.333,-1.599,-0.333,-1.606,-0.971,-1.024,-0.195,-1.297,-0.583,-0.896,-1.001,-0.153,-0.328,0.038,-0.013,-1.122,-0.777,-0.382,-1.219,-0.85,-0.545,-0.366,0.801,-1.329,3.378,-0.552,0.303,-0.567,0.391,-0.507,0.707,-0.146,-0.574,0.237,0.362,0.249,-1.119,1.97,0.047,0.912,0.712,0.413,0.534,-0.591,0.876,1.957,0.875,2.017,-0.546,1.369,0.221,0.639,0.779,1.145,1.389,-0.091,-0.119,1.221,0.186,1.339,0.861,0.101,1.663,1.502,1.28,1.666,0.801,0.844,0.731,1.009,1.11,2.134,1.757,1.0,3.253,1.477,5.487,0.885,-0.221,1.305,2.652,1.296,1.745,1.716,1.425,-0.162,-1.942,-0.981,-0.413,-0.526,-1.541,-0.957,-0.105,-0.944,1.168,-0.593,-0.763,3.89,-0.527,-0.681,-0.887,-0.647,-0.037,-0.495,-0.625,-1.07,-0.765,-1.158,0.478,-1.921,-0.401,-1.253,-0.546,-0.365,-1.14,-0.831,0.225,-1.517,-0.425,2.0
-0.934,-0.826,-1.252,-0.694,-0.931,-1.232,-0.746,-1.71,-1.21,1.824,-1.383,0.025,-1.483,-0.651,-0.934,-1.047,-1.095,-0.317,-0.557,-0.682,0.962,0.837,0.725,0.706,0.51,-1.379,0.92,0.297,1.768,1.256,0.595,1.515,0.061,-0.397,1.528,1.205,1.096,0.408,1.519,1.338,0.716,1.103,1.408,0.495,1.427,0.782,0.832,0.357,1.291,2.965,0.736,-1.383,1.071,0.187,1.463,1.097,0.722,0.552,0.263,0.766,2.201,0.85,0.966,1.935,0.997,0.747,-0.432,1.116,0.114,1.193,0.813,1.045,0.308,0.742,0.91,0.646,1.541,1.834,-0.14,0.433,0.377,0.945,2.019,1.148,0.572,1.809,0.769,0.12,-1.421,-1.343,-1.949,-1.255,-1.396,-1.007,0.706,-0.858,-0.77,0.723,-0.681,-0.316,1.174,-1.725,-1.091,-1.067,-1.562,-0.9,-0.439,-0.18,-0.388,-0.922,-0.814,-1.406,-1.455,-1.531,-1.789,-0.251,-0.801,-1.64,-0.998,-1.267,-1.076,0.197,-1.797,-1.305,-0.771,-0.924,-1.008,-2.302,1.0
