@RELATION SyntheticControl

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0, 4.0, 5.0, 6.0}

@DATA
0.525,0.952,0.324,0.527,-0.441,0.719,-0.515,-0.176,2.845,-3.934,0.749,-0.504,1.325,0.669,0.247,-1.234,0.89,0.685,-0.32,-1.337,-2.271,-0.771,1.56,-0.018,0.78,-0.382,-0.33,-0.371,-1.554,-0.447,0.604,-0.822,7.8,-0.225,-0.636,-0.927,-1.062,1.072,1.037,-1.79,1.503,-2.514,-0.294,0.667,0.292,1.113,-6.384,-0.376,0.056,-2.208,2.917,-2.478,0.313,-0.483,1.246,1.398,-1.197,2.335,-1.82,-1.729,1.0
-3.383,1.758,-0.923,-0.493,-0.288,2.79,-0.96,1.466,-0.969,-0.69,0.333,-1.031,-2.93,-0.798,-1.517,1.24,0.475,0.024,0.028,0.235,-0.919,-0.313,-1.0,0.207,-1.711,-0.102,0.575,-2.828,0.694,-1.085,0.281,-4.048,2.732,-0.916,1.264,-0.901,-0.547,-3.45,0.645,1.524,0.176,1.031,-0.879,-1.201,0.368,-0.354,0.273,2.332,1.378,0.23,1.99,-0.816,-0.598,2.344,-2.541,-0.811,2.044,0.502,-0.892,-1.042,1.0
-0.939,-0.24,3.001,-0.219,-1.86,-0.771,4.772,1.442,-1.839,3.938,-2.119,-3.19,0.651,1.604,-2.272,-0.324,1.33,-1.237,-0.106,-2.372,-0.557,2.259,1.484,0.564,-1.896,1.223,-1.703,0.705,1.166,0.081,0.814,1.177,2.159,1.411,0.673,0.828,-3.453,0.954,0.941,0.96,-0.148,-1.182,0.324,0.177,3.764,-1.789,-0.207,-0.854,0.499,0.692,-4.321,1.219,1.233,-0.944,1.115,-2.703,1.781,1.861,-0.584,0.393,1.0
-0.217,-0.857,-1.025,1.787,0.072,-0.652,-0.137,1.114,-0.576,-1.55,0.616,1.43,-1.035,-0.247,0.809,-0.354,1.82,-1.868,-0.2,0.448,0.014,-0.922,-0.568,-1.391,-0.081,0.228,-0.955,-0.348,1.271,-0.745,-2.39,2.091,3.974,0.719,-0.713,-0.051,-1.688,-0.934,1.981,-0.682,0.133,2.552,1.451,-4.75,0.592,1.269,-1.406,1.096,-0.458,-3.21,-0.274,-2.094,0.165,-0.096,2.58,-0.391,2.808,-2.959,0.066,-0.153,1.0
0.634,0.139,3.266,1.431,-1.728,5.862,1.005,1.249,-0.555,-1.064,-2.775,0.991,-0.751,2.375,-0.597,-1.17,0.519,1.937,0.556,-1.861,3.189,-2.879,-0.867,0.88,0.879,-0.163,-0.272,-2.211,0.53,0.036,1.236,1.266,-0.833,-1.771,-1.212,-0.246,-1.598,-0.825,-1.203,0.567,0.357,0.255,-1.812,0.131,0.283,-0.491,1.577,-0.895,0.063,1.366,2.384,0.853,-0.202,-1.939,0.236,2.574,-3.977,0.382,0.133,0.969,1.0
2.426,1.964,0.405,-1.283,-2.178,-0.819,-3.164,1.244,-1.429,-0.678,3.325,0.835,-0.981,2.805,-1.48,0.356,-1.929,0.77,0.856,0.208,0.823,-3.53,-1.625,-0.367,-0.553,1.408,-2.201,2.688,1.34,-0.109,-1.326,0.628,0.216,-0.584,-0.66,0.563,-0.73,0.519,1.038,-1.794,-0.671,0.562,-2.367,1.173,-0.502,-1.023,1.627,-0.044,2.436,-4.763,-0.733,-1.291,0.169,-1.024,1.034,1.176,2.84,-0.517,-0.287,0.672,1.0
0.241,0.217,-0.526,-0.817,-1.876,0.774,-0.895,0.312,-0.916,-0.067,1.837,1.033,0.488,0.379,-1.241,-1.071,2.48,1.784,-0.866,1.075,-0.366,2.931,-0.315,0.017,0.79,1.041,0.43,-0.635,-1.157,-0.848,-0.098,0.423,-1.236,0.076,1.064,-1.56,1.509,1.958,0.741,-0.347,-0.977,0.429,2.547,0.327,-7.991,0.369,-1.369,-1.409,-3.092,-0.624,2.415,0.044,1.669,3.42,-1.71,-2.342,-2.829,-1.038,0.499,1.939,1.0
-3.897,-2.794,-0.126,-0.391,0.345,-0.902,0.064,-1.55,-1.544,1.05,-1.78,2.233,0.401,1.082,1.195,1.797,4.984,-1.212,-1.05,0.223,1.062,-0.347,1.312,-0.43,1.997,-0.358,0.18,-1.181,1.012,-0.682,-1.833,-0.426,-0.763,0.561,-2.453,0.308,-1.572,0.444,-1.032,-2.352,-0.3,-1.568,-0.205,2.198,0.656,1.98,-1.221,6.293,-1.143,-1.205,0.855,-0.838,0.362,0.214,-1.828,4.963,3.119,0.692,0.5,-1.119,1.0
1.119,-3.144,-4.195,-1.718,1.566,-1.33,-0.787,4.124,-1.313,2.29,-2.654,1.85,-1.373,-0.364,1.525,0.676,0.156,-0.241,1.917,-1.569,-0.792,0.575,-1.229,-0.478,0.229,-0.9,0.71,0.821,0.417,-1.656,-0.124,3.437,-1.43,6.618,2.283,0.525,-1.213,-0.574,-1.69,0.394,-0.176,1.59,-1.481,1.091,0.832,1.606,-0.417,0.444,-1.673,-0.969,-0.844,0.363,-1.384,4.175,0.017,0.89,-2.514,0.303,0.067,1.294,1.0
-1.391,-0.244,-0.282,-0.403,-3.001,0.322,-1.464,0.831,4.817,0.092,2.392,1.305,-0.524,0.199,0.648,-0.178,1.834,1.688,1.119,-1.193,-0.293,-1.465,0.751,-0.24,-0.506,0.124,-2.161,0.642,-0.56,-0.794,1.546,0.145,-1.356,1.702,1.47,3.939,0.202,0.758,-0.97,-1.285,-0.41,0.389,-0.871,0.328,-1.737,1.934,-0.203,-1.626,0.553,0.64,-0.85,-2.279,6.159,0.532,0.453,0.703,-0.1,-0.775,1.672,-1.436,1.0
