@RELATION SyntheticControl

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0, 4.0, 5.0, 6.0}

@DATA
0.396,0.991,0.327,0.499,-0.426,0.763,-0.631,-0.245,2.645,-3.493,0.753,-0.468,1.374,0.663,0.389,-0.946,0.924,0.443,-0.373,-1.297,-2.121,-0.695,1.362,-0.041,0.786,-0.532,-0.332,-0.55,-1.493,-0.189,0.313,-0.845,6.909,-0.261,-0.584,-0.874,-1.069,1.048,0.923,-1.658,1.507,-2.312,-0.297,0.648,0.288,1.121,-5.554,-0.369,0.264,-1.908,2.554,-2.348,0.414,-0.618,1.262,1.394,-0.931,2.132,-1.747,-1.653,1.0
-2.808,1.566,-0.914,-0.636,-0.307,2.361,-1.007,1.393,-1.004,-0.675,0.396,-0.97,-2.555,-0.799,-1.525,1.313,0.507,0.163,0.101,0.411,-0.888,-0.173,-0.609,0.312,-1.678,-0.047,0.578,-2.535,0.692,-0.947,0.157,-3.686,2.243,-0.956,1.185,-0.968,-0.546,-3.174,0.447,1.558,0.296,0.961,-0.878,-1.08,0.409,-0.388,0.249,2.288,1.391,0.107,1.893,-0.814,-0.672,2.15,-2.336,-0.664,1.842,0.63,-0.752,-0.89,1.0
-0.945,-0.264,2.69,-0.389,-1.834,-0.731,4.291,1.403,-1.819,3.514,-1.925,-2.947,0.743,1.539,-2.168,-0.327,1.237,-1.044,-0.065,-2.199,-0.56,1.973,1.478,0.575,-1.866,1.146,-1.59,0.68,1.203,-0.036,0.793,1.116,1.701,1.189,0.535,0.716,-3.205,0.947,0.909,0.921,-0.106,-1.124,0.451,0.324,3.35,-1.722,-0.24,-0.986,0.491,0.759,-3.822,0.936,1.254,-0.933,1.138,-2.345,1.665,1.69,-0.485,0.349,1.0
-0.219,-0.749,-0.826,1.727,0.133,-0.601,0.128,1.084,-0.525,-1.533,0.734,1.387,-0.905,-0.339,0.844,-0.225,1.704,-1.795,-0.188,0.317,-0.152,-0.959,-0.588,-1.254,-0.072,0.253,-0.943,-0.369,1.262,-0.812,-2.246,2.019,3.552,0.719,-0.806,-0.048,-1.635,-0.853,1.881,-0.505,0.161,2.427,1.312,-4.226,0.631,1.211,-1.417,1.11,-0.422,-2.965,-0.225,-2.009,0.199,0.102,2.051,-0.477,2.642,-2.706,0.061,-0.251,1.0
0.757,0.309,3.032,1.181,-1.639,5.022,0.947,1.308,-0.505,-1.109,-2.377,0.841,-0.702,2.211,-0.596,-1.169,0.546,1.855,0.63,-1.764,2.889,-2.594,-0.944,0.781,0.706,-0.174,-0.129,-2.096,0.53,0.037,1.296,1.316,-0.811,-1.727,-1.211,-0.215,-1.577,-0.651,-1.21,0.569,0.264,0.339,-1.745,0.096,0.153,-0.559,1.438,-0.573,-0.133,1.259,2.16,0.878,-0.387,-1.829,0.415,2.153,-3.529,0.298,0.133,0.933,1.0
2.314,1.935,0.41,-1.072,-2.091,-0.805,-2.869,1.214,-1.422,-0.717,3.008,0.673,-0.958,2.666,-1.235,0.392,-1.882,0.803,0.898,0.359,0.779,-3.234,-1.301,-0.106,-0.587,1.384,-2.012,2.539,1.187,-0.091,-1.018,0.682,0.167,-0.638,-0.623,0.585,-0.676,0.503,1.041,-1.757,-0.674,0.587,-2.237,1.057,-0.515,-1.024,1.215,-0.263,2.085,-4.22,-0.588,-1.302,0.159,-0.939,0.968,0.878,2.622,-0.5,-0.216,0.569,1.0
0.376,0.299,-0.7,-0.838,-1.789,0.825,-0.738,0.206,-0.925,-0.27,1.801,0.999,0.48,0.362,-1.162,-1.035,2.218,1.662,-0.806,1.161,-0.378,2.55,-0.365,-0.225,0.788,1.035,0.475,-0.612,-1.138,-0.761,-0.091,0.446,-1.27,0.089,1.066,-1.509,1.509,1.922,0.739,-0.34,-0.842,0.442,2.213,0.32,-7.058,0.506,-1.411,-1.409,-2.642,-0.645,2.171,0.032,1.653,3.085,-1.711,-2.19,-2.399,-0.999,0.518,1.77,1.0
-3.558,-2.253,0.134,-0.372,0.268,-0.651,0.075,-1.536,-1.526,1.088,-1.49,2.085,0.363,1.077,1.175,1.536,4.295,-1.207,-0.966,-0.006,1.129,-0.382,1.184,-0.55,1.93,-0.326,0.179,-1.181,1.103,-0.669,-1.79,-0.423,-0.781,0.482,-2.092,0.289,-1.557,0.444,-0.954,-2.167,-0.304,-1.136,-0.23,2.008,0.508,1.87,-1.242,5.516,-1.105,-1.206,0.794,-0.841,0.424,0.419,-1.657,4.466,2.524,0.693,0.605,-1.099,1.0
0.763,-2.794,-3.717,-1.667,1.56,-1.305,-0.687,3.649,-1.277,1.987,-2.374,1.72,-1.237,-0.299,1.393,0.491,-0.057,-0.054,1.856,-1.325,-0.92,0.331,-1.089,-0.462,0.07,-0.913,0.763,0.844,0.402,-1.272,-0.199,3.068,-1.118,5.832,2.101,0.481,-1.209,-0.735,-1.471,0.394,0.049,1.586,-1.425,0.957,0.852,1.59,-0.373,0.564,-1.666,-0.831,-0.765,0.254,-1.431,3.764,0.06,0.849,-2.401,0.361,0.067,1.279,1.0
-1.31,-0.132,-0.196,-0.397,-2.708,0.398,-1.477,0.757,4.379,0.299,2.27,1.113,-0.526,0.195,0.52,-0.202,1.846,1.61,0.937,-1.136,-0.317,-1.463,0.494,-0.182,-0.497,0.138,-2.076,0.557,-0.608,-0.794,1.433,0.164,-1.294,1.667,1.423,3.381,0.278,0.818,-1.0,-1.321,-0.412,0.557,-0.957,0.245,-1.449,1.934,-0.002,-1.557,0.53,0.653,-0.852,-2.184,5.277,0.269,0.452,0.687,-0.131,-0.74,1.669,-1.349,1.0
