@RELATION Chinatown

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
72.935,77.382,42.137,20.522,11.629,15.621,1.336,1.751,17.016,25.311,2.576,125.609,157.877,8.417,68.55,198.896,17.849,226.767,69.989,38.478,243.618,248.964,340.943,275.821
128.939,36.893,28.337,17.352,4.424,2.196,7.72,1.877,29.55,27.394,40.06,90.713,151.051,42.559,71.808,156.476,86.848,84.318,463.192,190.769,71.302,20.539,355.383,283.785
17.293,46.904,22.604,26.275,22.856,3.811,4.432,15.235,29.804,10.907,28.368,57.761,92.613,23.727,225.399,107.688,55.576,137.607,55.053,295.071,113.868,103.855,155.098,64.173
83.737,3.29,75.484,0.421,14.846,9.593,2.119,17.518,25.372,27.233,29.635,14.373,142.045,122.692,191.601,230.664,196.066,27.509,204.807,109.611,369.932,94.905,186.427,68.845
69.476,110.45,14.781,5.269,13.411,2.177,0.785,29.004,35.952,69.21,1.631,35.639,126.146,94.612,141.854,152.728,28.361,108.627,224.984,70.245,160.363,147.539,193.863,1.752
39.203,103.758,16.813,23.416,2.578,11.105,2.124,9.425,2.762,43.727,21.671,138.794,120.452,74.877,217.77,136.518,177.086,60.112,134.526,13.39,535.326,149.13,300.998,86.556
119.627,67.127,16.066,37.953,9.717,2.149,1.045,34.449,4.169,62.189,52.19,75.921,25.927,54.658,52.668,98.655,76.321,1.545,169.031,249.211,236.494,284.378,41.091,268.092
122.291,28.033,19.331,98.512,38.887,1.703,2.451,6.505,38.424,1.536,50.734,132.286,51.109,97.068,249.065,13.316,276.866,73.674,139.211,177.824,92.931,82.243,225.995,241.953
7.665,32.12,72.211,38.975,6.589,1.958,5.335,19.411,20.136,37.934,51.847,8.298,95.607,122.358,83.832,51.897,163.288,63.717,15.451,28.88,267.577,126.021,96.834,203.926
40.281,10.293,16.206,109.064,10.917,5.256,0.201,17.98,45.13,37.442,15.254,22.242,50.091,7.649,123.676,47.823,97.001,150.593,76.89,289.512,111.554,135.813,245.502,184.193
188.887,53.467,98.785,3.754,1.313,0.869,9.295,34.071,10.082,9.431,1.507,44.901,159.596,68.301,96.22,93.74,54.668,28.141,115.54,15.769,330.199,100.171,380.41,184.496
76.806,120.134,6.997,13.823,10.032,7.007,5.47,9.408,7.142,4.079,23.852,119.115,220.668,57.263,84.167,19.553,34.682,94.114,87.776,285.701,145.526,9.743,22.521,67.292
47.405,32.226,53.924,114.5,1.803,2.041,3.863,8.442,57.939,18.478,51.024,52.503,8.525,77.874,38.065,2.466,32.725,3.465,120.105,107.593,116.178,275.277,54.168,281.574
132.064,13.485,0.951,14.185,1.005,0.855,3.16,12.791,29.206,15.777,11.9,46.863,116.013,31.949,192.043,107.576,386.6,121.28,11.778,184.298,216.1,178.048,339.009,13.186
82.024,44.855,100.382,48.689,26.298,10.296,6.188,33.944,88.867,1.115,5.903,81.162,8.8,18.384,2.996,138.4,171.306,133.246,117.652,303.992,125.543,267.143,201.306,31.204
41.89,96.794,23.818,115.733,4.644,0.55,3.679,17.369,90.964,1.603,2.964,127.795,47.819,93.345,133.959,132.865,52.959,156.823,147.134,269.769,217.634,175.539,15.961,56.87
12.861,33.329,63.498,25.156,18.427,2.117,1.991,21.295,60.214,28.818,20.873,20.178,44.639,65.367,110.576,24.683,81.531,1.249,165.109,247.037,100.726,111.249,309.578,436.139
151.169,17.443,83.952,55.702,13.985,11.259,0.76,28.384,9.993,26.63,13.779,18.782,18.667,68.256,25.815,209.993,66.647,110.109,101.28,69.985,6.462,283.524,259.167,239.162
63.322,9.188,51.828,22.619,50.971,11.572,1.783,4.66,21.289,54.146,37.922,14.258,30.981,150.575,198.966,58.286,199.699,52.806,270.779,147.761,4.49,74.262,148.796,199.927
12.405,192.694,21.832,10.955,10.927,5.348,1.807,3.352,18.496,7.122,9.559,141.082,5.608,101.598,216.466,47.97,32.902,49.427,29.68,1.485,19.68,85.95,123.139,125.24
