@RELATION CBF

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC
@ATTRIBUTE att71_err NUMERIC
@ATTRIBUTE att72_err NUMERIC
@ATTRIBUTE att73_err NUMERIC
@ATTRIBUTE att74_err NUMERIC
@ATTRIBUTE att75_err NUMERIC
@ATTRIBUTE att76_err NUMERIC
@ATTRIBUTE att77_err NUMERIC
@ATTRIBUTE att78_err NUMERIC
@ATTRIBUTE att79_err NUMERIC
@ATTRIBUTE att80_err NUMERIC
@ATTRIBUTE att81_err NUMERIC
@ATTRIBUTE att82_err NUMERIC
@ATTRIBUTE att83_err NUMERIC
@ATTRIBUTE att84_err NUMERIC
@ATTRIBUTE att85_err NUMERIC
@ATTRIBUTE att86_err NUMERIC
@ATTRIBUTE att87_err NUMERIC
@ATTRIBUTE att88_err NUMERIC
@ATTRIBUTE att89_err NUMERIC
@ATTRIBUTE att90_err NUMERIC
@ATTRIBUTE att91_err NUMERIC
@ATTRIBUTE att92_err NUMERIC
@ATTRIBUTE att93_err NUMERIC
@ATTRIBUTE att94_err NUMERIC
@ATTRIBUTE att95_err NUMERIC
@ATTRIBUTE att96_err NUMERIC
@ATTRIBUTE att97_err NUMERIC
@ATTRIBUTE att98_err NUMERIC
@ATTRIBUTE att99_err NUMERIC
@ATTRIBUTE att100_err NUMERIC
@ATTRIBUTE att101_err NUMERIC
@ATTRIBUTE att102_err NUMERIC
@ATTRIBUTE att103_err NUMERIC
@ATTRIBUTE att104_err NUMERIC
@ATTRIBUTE att105_err NUMERIC
@ATTRIBUTE att106_err NUMERIC
@ATTRIBUTE att107_err NUMERIC
@ATTRIBUTE att108_err NUMERIC
@ATTRIBUTE att109_err NUMERIC
@ATTRIBUTE att110_err NUMERIC
@ATTRIBUTE att111_err NUMERIC
@ATTRIBUTE att112_err NUMERIC
@ATTRIBUTE att113_err NUMERIC
@ATTRIBUTE att114_err NUMERIC
@ATTRIBUTE att115_err NUMERIC
@ATTRIBUTE att116_err NUMERIC
@ATTRIBUTE att117_err NUMERIC
@ATTRIBUTE att118_err NUMERIC
@ATTRIBUTE att119_err NUMERIC
@ATTRIBUTE att120_err NUMERIC
@ATTRIBUTE att121_err NUMERIC
@ATTRIBUTE att122_err NUMERIC
@ATTRIBUTE att123_err NUMERIC
@ATTRIBUTE att124_err NUMERIC
@ATTRIBUTE att125_err NUMERIC
@ATTRIBUTE att126_err NUMERIC
@ATTRIBUTE att127_err NUMERIC
@ATTRIBUTE att128_err NUMERIC

@DATA
0.029,0.259,1.132,0.058,0.499,0.491,0.923,0.378,0.222,0.802,1.731,0.415,0.194,0.092,1.071,0.391,0.141,0.813,0.371,0.533,2.036,0.713,3.617,0.912,0.495,0.179,2.085,1.542,0.931,0.162,1.035,3.301,2.32,0.42,1.022,0.475,1.01,0.279,0.3,1.608,0.057,0.101,0.399,0.787,0.098,0.96,0.126,0.391,0.51,0.902,0.509,0.039,0.219,1.42,0.16,1.03,1.304,0.126,0.288,0.209,1.279,0.143,0.479,1.957,1.237,1.22,0.286,1.133,0.683,0.63,1.191,0.877,0.474,1.786,1.092,0.865,1.246,0.434,1.848,0.894,1.976,1.534,0.805,0.795,0.44,0.718,0.553,0.437,1.582,0.719,0.955,0.56,1.675,2.778,0.955,0.409,0.632,0.212,1.415,1.907,0.289,0.443,0.406,2.766,0.091,0.808,0.775,1.009,0.869,0.864,0.411,2.669,0.12,0.144,1.252,1.202,0.194,1.41,0.092,2.243,0.386,0.294,0.051,0.398,1.827,0.674,0.149,0.234
0.166,0.294,0.082,1.07,1.552,0.028,0.887,0.402,0.105,0.574,0.74,0.92,0.662,0.946,0.436,1.045,0.218,0.912,0.111,0.438,0.226,0.841,1.425,1.167,1.414,0.446,0.928,0.87,1.333,0.593,0.175,0.336,0.014,0.279,0.335,1.659,0.22,0.523,0.039,0.285,0.071,1.265,0.608,2.204,0.402,0.226,0.167,1.741,0.938,0.135,0.44,0.308,0.138,0.802,0.909,1.021,0.658,0.707,0.595,2.218,0.091,0.847,1.448,1.809,1.491,1.258,0.294,0.083,0.074,0.176,0.699,0.638,0.788,0.894,0.009,0.451,0.237,0.384,0.413,0.766,1.712,0.507,0.964,1.755,0.835,0.121,0.4,0.135,0.444,0.268,0.158,0.803,0.455,0.54,0.308,0.77,0.958,0.083,1.366,2.376,0.174,0.687,1.053,0.973,0.883,0.442,0.049,0.578,0.402,0.646,0.546,0.032,1.53,0.352,1.017,1.712,0.241,0.81,2.477,0.381,1.049,0.738,0.571,1.697,0.916,0.389,1.66,0.446
1.489,1.027,0.114,0.195,0.086,0.75,0.348,0.085,0.177,0.056,0.756,0.502,0.402,0.461,0.85,0.876,0.671,0.89,1.145,1.157,1.897,2.157,2.225,1.08,0.948,2.247,0.388,2.004,1.469,1.369,0.471,0.61,0.237,0.391,1.063,0.975,0.553,0.781,1.422,1.091,0.332,0.393,1.836,1.277,0.014,0.319,1.095,0.114,0.226,0.534,1.31,0.127,0.117,1.072,0.702,0.401,0.205,0.506,1.005,0.438,0.489,0.589,1.315,1.303,1.645,1.131,0.122,0.981,0.762,1.672,0.092,1.454,0.195,0.872,0.405,0.343,1.981,0.506,1.679,0.685,0.403,0.1,1.649,0.008,0.175,2.262,0.944,0.979,2.338,0.517,0.923,0.373,2.229,0.782,0.906,1.119,0.69,1.167,1.484,0.332,0.233,0.404,0.191,0.17,1.237,1.441,0.542,0.265,0.0,0.264,0.839,0.847,0.235,0.138,0.783,1.077,0.957,1.282,1.178,0.513,0.25,0.711,0.403,1.399,0.495,0.827,0.075,0.002
0.073,0.991,0.29,0.415,0.312,0.376,0.487,0.345,0.252,0.136,0.504,0.352,0.014,0.233,0.112,1.236,0.328,0.381,0.198,0.128,1.182,0.482,0.84,0.766,0.627,0.799,0.934,0.151,0.082,1.247,0.229,0.449,0.01,1.154,1.687,0.989,0.553,1.431,0.507,0.678,1.177,0.254,1.085,0.944,1.898,0.194,0.905,0.212,0.566,0.622,0.239,0.172,0.291,0.815,0.862,0.517,0.111,1.29,0.509,0.694,1.071,0.643,0.387,1.793,0.224,1.118,0.039,1.309,0.467,0.855,0.392,0.431,0.205,1.459,0.127,1.007,0.205,0.225,1.01,1.451,1.298,0.393,0.041,1.827,1.682,0.395,1.655,0.041,1.166,0.721,0.852,0.505,0.053,0.742,0.214,0.427,0.675,0.403,0.055,0.965,0.964,1.286,0.514,0.127,0.137,0.56,0.384,0.86,1.757,0.455,2.191,0.186,0.04,1.942,0.127,0.618,1.975,1.472,0.221,0.664,0.725,0.82,0.418,0.571,0.584,0.154,1.128,0.823
0.239,0.588,0.845,0.3,1.581,1.03,0.753,0.248,0.969,0.498,0.021,0.405,0.279,1.219,0.359,0.526,0.714,0.511,0.353,2.829,0.383,0.408,0.658,0.216,1.388,2.246,0.399,2.286,0.773,1.346,1.016,0.655,0.025,2.263,1.103,0.948,0.091,3.281,0.092,2.63,1.311,0.124,2.217,1.175,0.535,0.533,1.467,0.449,1.133,0.311,0.149,0.563,0.038,0.284,0.161,0.765,0.179,0.039,0.352,0.426,1.106,0.478,0.594,2.209,1.787,0.443,1.412,1.306,0.733,0.581,0.21,0.61,1.529,0.583,1.563,0.915,1.254,0.466,1.436,0.098,0.258,0.281,0.042,0.103,0.904,1.591,0.279,1.026,0.806,0.025,0.112,0.186,0.361,1.456,1.53,1.052,0.352,0.363,1.14,0.763,0.741,1.989,0.039,0.44,1.487,2.091,0.657,0.162,0.381,0.857,1.12,0.144,0.873,0.507,1.775,0.868,1.124,0.167,0.327,1.44,0.443,0.308,1.545,1.006,2.193,0.287,0.527,0.08
0.064,1.145,0.7,0.105,1.03,0.117,0.714,0.344,0.272,0.024,1.379,0.73,0.283,0.353,0.192,0.311,0.727,0.343,0.974,0.278,1.983,2.254,2.133,1.986,0.266,2.142,2.511,0.927,2.913,3.104,1.927,1.248,0.796,1.779,0.348,0.436,1.689,0.679,1.009,0.568,0.936,1.908,0.832,0.418,0.005,0.098,0.627,0.631,1.134,0.034,0.231,0.838,1.834,0.171,0.002,0.588,0.321,0.814,0.827,0.214,0.534,0.59,1.51,0.389,1.519,0.756,0.583,1.425,0.291,0.642,0.008,0.788,1.245,0.183,1.853,0.711,2.184,0.191,0.159,0.022,2.26,0.371,0.397,1.418,0.579,0.162,0.531,0.837,0.712,0.493,0.992,1.273,1.434,1.505,0.149,1.793,0.522,0.118,0.369,0.591,2.16,0.731,1.18,0.68,0.134,0.776,0.119,0.251,1.22,0.31,0.902,0.075,1.111,1.471,0.504,0.713,2.152,0.506,1.064,0.123,0.268,2.037,0.119,0.337,0.63,0.485,1.077,0.368
1.263,0.033,0.69,0.497,1.469,0.243,0.896,0.484,0.141,0.547,0.478,0.367,0.904,0.871,1.244,0.775,0.344,0.495,0.539,1.34,0.995,1.472,0.635,0.826,1.109,0.725,0.908,3.108,1.179,1.172,2.051,1.171,1.068,0.509,0.055,0.385,1.047,0.096,1.068,0.533,1.249,0.032,0.137,1.556,0.908,0.897,0.038,0.071,0.388,0.039,0.505,0.134,0.448,0.581,0.101,1.45,0.563,0.146,0.731,0.232,1.363,0.583,0.232,0.204,1.518,0.585,1.292,1.732,0.333,0.122,1.571,0.327,0.734,0.896,1.162,0.946,0.517,0.438,0.689,0.839,0.285,0.321,1.488,2.647,3.765,1.356,0.195,0.525,1.128,1.139,0.948,0.167,0.716,0.183,0.995,0.326,0.543,2.467,1.491,0.169,1.114,1.032,0.592,1.99,1.431,1.276,1.289,0.618,0.857,0.184,2.971,0.204,1.277,1.023,0.93,1.372,0.442,0.656,0.743,0.523,0.989,0.441,0.464,0.159,0.374,1.099,0.643,0.465
0.203,0.055,0.367,0.955,0.786,0.952,0.313,0.309,0.349,0.513,0.179,0.096,0.531,0.434,0.203,0.01,0.762,0.839,1.245,1.4,0.96,1.013,2.162,1.835,1.907,0.491,0.773,0.43,1.259,0.234,1.712,2.05,1.31,0.738,0.116,0.279,0.223,1.453,0.63,1.693,2.187,1.064,0.514,0.859,0.723,0.081,1.163,0.832,0.504,0.908,0.273,0.306,0.213,1.008,0.155,0.3,0.135,1.072,0.681,0.229,0.611,0.334,0.954,0.548,0.038,0.487,0.126,0.285,1.272,0.449,0.155,0.133,1.069,1.709,0.368,1.283,0.86,0.084,0.591,1.631,0.512,0.329,0.504,0.388,1.722,0.054,1.547,1.102,0.327,1.603,0.44,0.516,0.049,0.708,1.663,0.536,2.161,0.713,1.3,0.129,0.391,0.969,0.775,0.879,2.228,0.617,0.986,0.778,0.144,1.799,0.942,0.653,0.881,1.071,1.402,0.645,1.324,0.458,0.61,0.353,0.547,1.056,1.317,0.461,0.376,0.734,0.002,0.936
0.319,0.277,0.916,0.489,0.38,0.099,0.488,0.831,0.332,0.573,0.829,0.146,0.746,0.277,0.093,1.08,0.194,0.753,0.229,0.982,0.637,1.131,1.101,2.355,0.581,1.59,0.291,1.68,0.3,0.135,0.449,1.841,2.868,1.418,1.591,1.598,0.362,1.034,1.168,0.088,0.569,1.287,1.116,0.48,0.727,0.475,1.515,0.632,0.369,0.08,0.001,1.144,0.538,0.6,0.894,1.336,0.533,1.709,0.086,0.553,0.814,0.258,0.092,0.292,1.145,1.45,0.112,1.32,0.425,0.149,0.095,0.026,0.312,0.306,0.339,1.029,1.577,0.027,0.335,0.042,1.236,0.809,1.586,1.496,0.236,1.69,0.814,1.076,0.565,0.533,1.592,0.181,0.186,1.395,0.244,1.75,0.491,0.502,0.218,2.037,0.371,0.371,0.467,1.54,0.045,0.207,1.515,0.864,0.746,0.155,0.116,1.228,0.253,0.835,0.616,0.151,0.503,0.654,0.097,0.606,0.622,0.81,1.251,0.517,0.695,1.466,0.083,1.144
0.972,0.042,0.411,0.136,0.99,0.314,0.691,0.935,0.953,1.041,0.442,0.726,0.481,0.155,0.238,0.132,1.356,0.72,0.895,0.748,0.027,1.14,0.379,0.144,1.415,2.703,1.296,0.657,1.4,2.438,1.225,1.34,0.614,2.134,0.629,0.103,0.969,2.774,1.073,0.828,0.299,0.736,0.948,1.011,1.817,0.627,0.594,1.236,0.535,1.817,0.59,1.088,0.068,1.317,0.01,0.139,0.062,0.205,1.415,0.077,0.893,0.232,0.345,0.427,0.661,1.897,1.174,0.216,0.709,0.002,1.072,1.188,0.428,1.141,0.728,0.059,0.04,1.026,1.502,0.293,0.949,0.028,0.635,0.844,0.571,0.317,0.006,1.019,0.673,0.562,1.235,0.136,0.363,0.549,1.933,0.247,1.135,1.191,0.41,0.403,1.14,1.608,0.846,0.358,0.497,0.133,2.091,0.369,0.523,0.178,1.116,0.855,0.364,0.757,0.452,0.803,0.987,0.547,0.088,0.398,0.391,1.165,0.748,0.445,0.861,0.103,0.229,0.712
