@RELATION ECG200

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE target {-1.0, 1.0}

@DATA
0.267,0.576,0.741,1.78,1.99,1.475,1.342,1.539,0.975,0.348,-0.176,-0.723,-0.244,-0.021,-0.376,-0.527,-0.289,-0.348,-0.349,-0.529,-0.5,-0.926,-1.048,-1.115,-1.2,-0.971,-1.196,-1.179,-1.158,-1.162,-1.823,-1.699,-1.52,-1.63,-1.86,-1.699,-1.24,-1.817,-2.36,-1.619,-1.61,-1.417,-1.742,-0.606,-1.209,-1.026,-0.669,-1.095,-0.483,-0.312,0.034,0.197,0.018,0.201,0.125,0.489,0.681,0.482,0.56,0.748,0.629,0.636,0.8,0.712,0.665,0.611,0.737,0.643,0.881,0.481,0.623,0.599,0.646,0.472,0.675,0.419,0.716,0.759,0.687,0.794,0.72,0.848,0.925,0.841,0.875,1.064,0.86,0.671,0.64,0.486,0.31,0.702,0.625,0.781,0.724,0.43,-1.0
0.186,0.822,0.406,0.302,0.203,-0.225,0.259,-0.607,-1.588,-1.172,-0.955,-0.818,-0.687,-0.789,-1.626,-1.732,-0.899,-1.492,-1.826,-1.024,-1.797,-1.761,-0.98,-1.634,-1.038,-2.179,-2.138,0.035,-1.396,-0.706,-0.172,-0.468,0.366,0.239,0.603,0.851,0.419,1.42,0.791,1.486,1.356,0.287,0.684,1.141,1.508,0.86,0.785,0.808,1.304,1.038,0.501,0.955,0.436,1.163,0.851,-0.118,0.481,0.46,0.514,0.565,0.579,0.461,0.389,0.266,0.564,0.887,0.652,0.704,0.917,0.547,-0.273,0.019,-0.227,-0.557,-0.326,-0.93,0.023,0.047,-1.053,-0.678,-0.077,-0.5,-0.631,-0.524,-0.521,-0.723,-0.53,-0.367,0.182,0.957,2.436,2.768,1.708,0.011,-1.473,-0.177,1.0
0.176,0.042,0.33,0.576,1.583,1.979,1.797,1.647,1.236,0.37,-0.036,0.422,-0.335,-0.187,0.023,-0.304,-0.334,-0.321,-0.372,-0.546,-1.045,-0.803,-0.88,-1.151,-1.003,-1.172,-1.456,-1.388,-1.083,-1.55,-1.789,-1.68,-1.646,-1.767,-1.9,-2.045,-2.045,-1.901,-1.776,-1.937,-1.738,-1.58,-1.342,-1.463,-0.911,-0.953,-0.206,-0.136,-0.183,0.068,0.142,-0.144,0.304,0.454,0.364,0.538,0.741,0.635,0.699,0.778,0.702,0.874,0.812,0.852,0.79,0.883,0.768,0.851,0.793,0.62,0.679,0.878,0.719,0.452,0.591,0.826,0.8,0.77,0.687,0.531,0.521,0.495,0.515,0.645,0.598,0.514,0.755,0.451,0.497,0.668,0.628,0.538,0.813,0.752,0.815,0.548,-1.0
1.279,2.11,1.751,1.572,1.85,1.443,0.466,0.474,0.711,0.649,0.677,0.521,0.818,0.655,0.415,-0.323,-0.043,-0.256,-0.233,-0.31,-0.218,-0.312,-0.391,-0.266,-0.302,-0.635,-0.789,-0.807,-1.122,-1.278,-1.607,-1.513,-1.466,-1.672,-1.798,-1.42,-1.443,-1.369,-1.915,-1.443,-1.738,-1.956,-1.815,-0.88,-1.02,-1.46,-0.508,-0.752,-0.257,-0.303,-0.71,-0.722,-0.103,0.138,0.236,0.265,0.409,0.465,0.433,0.47,0.466,0.348,0.438,0.429,0.319,0.281,0.213,0.332,0.335,0.237,0.238,0.19,0.29,0.133,0.37,0.274,0.253,0.249,0.285,0.37,0.031,0.194,0.137,0.189,0.302,0.16,0.493,0.715,0.997,2.08,2.278,1.483,1.551,1.246,0.983,0.716,-1.0
0.725,0.73,2.653,3.55,1.94,0.573,0.715,0.756,0.846,0.659,0.891,0.406,-0.218,-0.883,-0.729,-1.35,-0.894,-1.058,-1.216,-1.113,-1.287,-1.285,-1.087,-1.576,-1.365,-1.455,-1.785,-1.757,-1.957,-1.872,-1.497,-2.139,-1.935,-1.776,-1.711,-1.016,-0.984,-0.337,-0.169,0.236,1.421,0.674,1.096,1.148,1.028,1.306,0.86,1.106,0.65,0.736,0.737,0.506,0.663,0.433,0.463,0.6,0.513,0.55,0.382,0.465,0.514,0.354,0.305,0.402,0.306,0.489,0.263,0.128,0.222,0.144,0.099,0.356,0.538,0.571,0.626,0.755,0.583,0.501,0.249,0.108,-0.031,-0.111,0.068,0.045,-0.032,0.039,-0.141,-0.137,-0.383,-0.049,-0.138,-0.198,-0.063,-0.474,0.404,0.632,1.0
0.329,1.12,2.399,1.253,2.451,0.579,-1.662,-0.793,0.611,0.103,-0.436,0.436,-0.091,-0.956,-1.37,-1.397,-1.163,-1.06,-1.922,-1.325,-1.317,-1.852,-1.361,-1.587,-1.928,-1.677,-1.411,-1.917,-2.268,-2.031,-1.25,-1.678,-1.893,-1.419,-1.293,-1.123,-0.759,-0.529,-0.2,0.212,0.405,0.281,0.728,1.155,1.259,0.443,0.91,0.871,0.585,0.423,0.717,1.171,0.485,0.573,0.5,0.546,1.061,-0.021,1.149,0.85,0.17,0.749,0.638,0.851,0.43,0.686,0.426,0.715,0.748,0.333,0.496,0.506,0.672,1.022,0.937,1.077,1.316,0.593,0.438,0.608,0.466,0.618,0.159,0.387,0.38,0.369,0.377,0.29,0.016,0.18,0.458,0.661,0.095,0.221,0.367,0.36,1.0
1.105,2.079,2.424,1.997,2.73,2.52,1.913,0.736,0.255,-0.022,0.207,-0.158,-0.418,0.077,-0.099,-0.032,-0.098,-0.052,-0.736,-0.994,-0.575,-0.743,-0.85,-0.8,-1.088,-0.518,-0.267,-0.946,-0.976,-0.645,-0.687,-1.279,-1.604,-1.536,-1.66,-1.916,-1.262,-1.698,-1.567,-1.221,-2.03,-1.873,-1.335,-1.43,-1.228,-1.454,-1.246,-0.909,-0.84,-0.798,-0.32,-0.126,-0.12,0.011,0.28,0.311,0.287,0.392,0.418,0.444,0.556,0.723,0.721,0.493,0.54,0.679,0.542,0.526,0.441,0.416,0.641,0.616,0.678,0.657,0.818,0.403,0.46,0.429,0.597,0.543,0.659,0.797,0.885,1.329,0.935,0.24,0.427,0.497,0.271,0.326,0.455,0.562,0.756,0.293,0.385,0.227,-1.0
0.668,0.985,2.157,2.338,2.814,2.432,1.675,1.032,0.358,-0.341,-0.102,0.018,-0.184,-0.166,-0.095,-0.039,-0.364,-0.646,-0.533,-0.696,-0.764,-0.685,-0.926,-1.206,-1.163,-0.916,-1.39,-2.086,-1.89,-1.553,-1.992,-2.415,-2.496,-2.152,-1.696,-1.866,-1.843,-0.999,-0.97,-1.553,-0.972,-0.74,-0.356,0.496,0.347,-0.008,0.23,0.406,0.339,0.5,0.436,0.404,0.657,0.563,0.512,0.555,0.617,0.382,0.356,0.423,0.318,0.561,0.422,0.503,0.591,0.555,1.071,0.75,0.622,0.829,0.895,0.708,0.605,0.575,0.541,0.545,0.717,0.602,0.576,0.454,0.412,0.353,0.18,0.066,0.459,0.351,0.4,0.514,-0.009,0.111,-0.399,0.499,-0.101,-0.432,0.349,0.064,-1.0
-0.001,1.292,2.58,2.05,1.405,-0.237,-1.855,-0.572,-0.015,-0.037,-0.212,-0.19,-0.322,-0.921,-0.977,-0.805,-1.389,-0.992,-1.363,-1.178,-1.41,-1.693,-1.104,-1.858,-1.72,-1.501,-1.952,-1.937,-1.91,-1.566,-2.137,-1.656,-2.088,-1.324,-1.339,-1.063,-0.504,-0.231,0.377,0.217,0.503,0.307,1.333,1.003,1.027,0.675,1.756,0.893,0.478,1.03,0.768,0.804,0.635,0.484,0.687,0.846,0.62,0.813,0.785,0.654,0.639,0.805,0.55,0.702,0.771,0.419,0.637,0.396,0.345,0.484,0.601,0.379,0.531,0.881,0.781,0.935,0.719,0.409,0.423,0.569,0.019,0.241,0.447,-0.191,0.318,0.254,-0.048,0.096,-0.17,0.099,-0.17,0.002,0.008,-0.048,0.502,0.192,1.0
1.597,2.888,2.578,2.211,0.451,0.748,0.835,2.24,1.772,1.774,0.154,-0.042,-0.448,-0.819,-0.799,-0.879,-0.901,-1.037,-1.143,-1.259,-1.456,-1.542,-1.472,-1.276,-1.606,-1.61,-1.816,-2.055,-2.326,-1.9,-2.308,-1.653,-2.034,-0.957,-1.014,-0.393,-0.562,-0.171,0.322,0.207,0.674,1.178,0.642,0.87,0.752,0.879,0.053,0.763,0.67,0.563,0.411,0.588,0.696,0.635,0.66,0.592,0.454,0.418,0.62,0.355,0.478,0.375,0.279,0.301,0.229,0.242,0.299,0.127,0.131,0.102,0.23,0.013,-0.001,0.344,0.364,0.369,0.538,0.652,0.211,0.427,0.112,-0.032,-0.095,-0.077,-0.056,0.111,-0.154,-0.073,0.0,0.203,-0.096,-0.196,-0.234,-0.259,0.033,0.201,1.0
