@RELATION ECG200

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE target {-1.0, 1.0}

@DATA
-1.065,0.767,0.843,3.771,1.159,-3.091,-2.023,1.935,0.784,0.163,0.51,-1.906,-0.179,0.469,-0.873,-1.142,-0.119,-0.845,-0.339,-0.664,0.695,-1.507,-1.89,-0.896,-1.03,-0.56,-1.159,0.028,-1.319,-1.059,-2.806,-1.543,-1.022,-1.445,-3.047,-1.706,2.151,-1.898,-5.645,-0.451,-1.412,-1.381,-3.722,3.67,-1.261,-1.633,-0.571,-3.512,-0.316,-1.503,-0.139,0.847,-1.229,0.346,0.136,0.404,0.662,0.521,0.713,0.888,0.43,0.569,1.042,0.599,0.916,0.636,1.069,0.379,2.479,0.128,0.855,0.419,0.54,-0.745,0.777,-0.896,0.682,0.871,0.659,1.352,0.552,0.816,0.975,0.918,0.845,0.923,0.456,1.016,0.649,-0.641,-1.239,1.047,0.151,1.212,0.78,0.409,-1.0
0.401,0.918,0.62,0.633,1.205,0.053,1.181,0.191,-1.465,-1.13,-0.386,0.943,-0.691,-0.736,-1.124,-2.198,-0.144,-1.876,-2.07,-1.016,-1.784,-1.574,-0.384,-1.97,-1.046,-2.46,-2.701,0.544,-2.846,-0.714,-1.424,-0.425,-0.542,0.205,0.169,0.414,-0.457,2.486,-0.642,0.954,1.73,-2.339,-0.976,1.14,1.384,0.932,0.891,2.183,2.548,0.926,0.489,0.964,0.336,0.961,0.859,-0.007,-0.371,-0.864,0.505,0.595,0.711,0.41,0.392,-0.173,0.724,0.812,0.625,0.782,0.712,0.543,-0.869,0.064,-0.512,-2.136,-0.896,-1.037,0.371,-0.091,-1.074,-0.915,1.676,-0.455,-0.149,-0.868,-0.867,-0.455,-0.509,-0.18,0.214,0.083,2.421,2.952,1.551,-0.137,-2.652,-0.002,1.0
-0.621,-1.097,0.101,-2.19,1.043,3.221,2.36,1.842,1.617,-0.367,-0.114,4.148,-1.565,-0.846,1.986,0.431,-0.424,-0.466,-0.114,0.228,-1.97,-0.573,-0.856,-1.839,-0.704,-1.192,-1.979,-1.672,-0.072,-2.346,-2.667,-1.547,-1.473,-1.678,-1.35,-1.983,-2.655,-2.02,-0.988,-2.454,-2.188,-1.978,-1.05,-2.764,-0.267,-1.996,1.526,0.847,-0.469,0.252,0.143,-2.238,0.081,0.598,-0.237,0.356,1.114,0.264,0.509,0.816,0.496,1.729,0.841,0.699,0.417,1.32,0.626,1.121,0.856,0.165,0.355,0.957,0.782,0.416,0.541,0.829,0.8,0.813,0.297,-0.166,0.493,0.598,0.176,0.341,-0.108,-0.946,0.706,-0.454,0.178,1.241,0.762,-0.815,0.818,0.77,0.796,0.599,-1.0
1.902,2.3,1.698,1.379,1.287,2.238,0.5,0.232,-0.09,-1.277,-0.14,0.203,1.239,-0.466,1.024,-1.415,0.065,-1.135,-0.232,-0.74,-0.234,-0.773,-1.315,-0.466,0.614,-0.131,-0.793,0.214,-0.54,-1.217,-2.98,-1.991,-1.266,-1.805,-2.322,0.095,0.045,0.948,-2.171,0.91,-1.74,-3.239,-2.306,2.897,1.469,-1.738,3.208,0.132,2.347,1.279,-2.226,-3.641,-0.535,0.255,0.321,0.269,0.429,0.462,0.423,0.373,0.616,0.224,0.577,0.606,0.322,0.376,-0.218,0.185,0.381,0.28,0.431,-0.118,0.448,-0.497,1.18,0.433,0.365,0.73,0.929,1.52,-0.356,0.459,0.156,0.549,0.868,0.008,0.913,0.664,-0.854,1.757,5.289,1.557,-0.392,1.184,2.016,0.629,-1.0
1.16,0.606,2.749,4.083,0.927,0.871,5.835,0.616,0.35,0.421,0.241,0.465,0.639,-1.705,-0.731,-3.86,-1.024,-1.044,-1.317,-1.856,-1.372,-1.274,-0.01,-1.784,-1.471,-1.0,-1.905,-2.142,-2.793,-1.919,1.324,-3.551,-1.984,-1.452,-1.991,0.835,-0.83,1.565,0.098,1.274,6.287,0.521,1.943,1.959,1.032,1.956,0.246,2.59,-0.085,0.692,1.097,0.513,0.666,-0.559,-0.007,0.104,0.34,1.099,-0.203,0.606,0.369,0.266,-0.105,0.015,0.215,1.417,0.326,-0.68,-0.091,0.08,-0.027,0.524,0.903,0.438,0.215,0.351,0.627,1.066,-0.325,-0.12,-0.017,-0.09,-0.227,1.545,0.641,0.696,-0.388,-0.139,-0.623,0.178,-0.467,-0.23,1.308,-0.587,0.91,0.915,1.0
-0.1,0.209,1.741,0.988,8.104,1.172,-3.166,-1.62,1.623,-0.061,-0.605,1.6,0.078,-1.166,-2.065,-1.67,-1.006,-1.333,-1.455,-1.312,-3.249,-1.786,-0.643,-1.424,-1.761,-1.541,-0.801,-2.027,-2.784,-2.928,1.729,-1.736,-1.663,-1.022,-2.099,-1.376,-0.677,-0.577,-0.168,1.566,1.006,0.773,0.876,3.891,3.554,-0.885,0.97,1.428,0.219,-0.798,0.984,1.927,0.782,0.095,0.335,0.453,1.247,-0.027,0.988,0.86,0.173,1.176,0.656,1.435,-0.761,1.22,0.394,0.698,1.613,-0.375,0.569,-0.344,1.698,0.769,0.982,1.857,1.339,0.661,-0.319,1.092,0.574,0.605,0.78,1.053,0.157,2.823,0.378,0.358,-1.172,0.301,0.743,1.347,0.788,0.321,0.48,0.477,1.0
0.54,2.349,2.29,-2.209,2.637,3.903,4.107,0.596,0.635,0.016,1.658,0.134,-0.664,1.925,-0.119,0.348,0.037,1.682,-0.716,-2.162,0.184,-0.647,-1.47,-0.338,-1.478,-0.159,0.253,-1.071,-0.301,-0.552,-0.134,-1.225,-3.133,-3.054,-2.552,-3.477,0.282,-2.444,-0.64,1.606,-4.079,-2.655,0.436,-1.667,-0.765,-2.218,-2.07,-0.96,-0.305,-0.987,-0.337,-0.121,-0.1,-0.462,0.235,0.592,0.273,0.307,0.314,0.417,0.474,0.788,0.995,0.448,0.741,0.878,0.39,1.202,0.389,-0.159,1.422,0.867,0.925,0.702,1.469,-0.646,1.055,0.646,0.81,0.155,0.467,0.815,0.817,2.902,0.915,-1.551,0.314,0.113,-0.954,-0.212,-0.079,0.881,3.441,-0.009,-0.418,0.22,-1.0
1.065,0.343,4.839,1.541,2.883,2.395,1.433,1.159,0.93,-1.018,0.087,1.206,0.512,-0.155,-0.081,0.059,-0.593,-0.739,-0.322,-0.623,-0.842,-0.753,-0.619,-1.203,-1.057,-0.292,-1.906,-2.979,-1.788,0.238,-2.0,-4.704,-3.023,-2.197,-1.89,-1.45,-1.677,2.148,0.905,-4.59,-0.932,-0.934,-0.655,3.377,1.35,-0.573,0.118,0.514,0.796,0.898,-0.028,0.401,1.482,0.482,0.458,0.566,0.701,-0.56,0.03,0.704,-0.821,0.62,0.465,0.629,0.563,0.477,3.049,0.223,0.654,2.082,1.571,1.227,0.639,-0.068,0.596,0.545,1.044,0.812,1.163,0.454,0.441,0.564,0.32,-0.408,1.053,0.193,0.428,0.445,-1.644,1.137,-2.814,2.461,-0.915,-3.641,0.65,0.073,-1.0
-1.868,1.754,2.478,1.137,0.178,-0.227,-3.308,-0.402,0.393,-0.395,0.307,0.847,-0.566,-0.762,-1.05,0.047,-2.444,0.98,-1.312,-1.203,-1.361,-2.451,0.054,-2.118,-1.835,-1.484,-1.672,-2.387,-1.657,-0.712,-1.966,-1.547,-3.637,-0.284,-3.261,-1.136,-0.444,0.152,1.78,-0.703,0.665,-1.387,3.016,1.543,0.935,-0.713,5.242,1.139,-1.272,1.112,0.696,0.821,0.512,-0.719,0.741,0.532,0.42,0.805,0.368,0.49,0.633,0.88,0.492,1.087,0.766,0.414,0.651,-0.394,0.479,0.495,0.738,0.886,-0.368,1.027,0.917,1.358,0.689,0.197,-0.132,0.408,0.102,0.536,0.952,-0.312,0.343,0.981,-0.061,0.076,-0.832,-0.013,-1.484,0.353,0.227,-0.325,2.055,-0.08,1.0
1.191,3.112,2.925,2.431,-1.078,0.876,-3.721,7.606,2.692,3.921,0.178,1.61,-0.418,-1.011,-0.634,-1.177,-0.491,-0.282,-1.101,-1.266,-1.655,-1.865,-1.508,-0.702,-1.617,-0.674,-2.121,-1.906,-2.888,-1.57,-3.433,-0.289,-3.355,1.916,-0.823,2.452,-0.965,-1.039,0.996,-0.2,0.67,4.141,0.423,1.728,0.935,2.145,-2.685,1.296,0.579,0.587,-0.439,0.182,0.621,0.744,0.826,0.731,0.759,0.199,1.251,0.034,0.915,0.452,0.339,0.186,0.037,0.335,0.542,0.019,0.174,0.081,0.425,-0.276,-0.461,0.406,0.768,0.293,-0.273,0.863,-0.446,1.909,0.198,-0.315,-0.432,-0.386,-0.341,0.823,-0.154,-0.385,0.045,1.325,-0.488,-1.035,-1.375,-0.511,-0.098,0.499,1.0
