@RELATION BME

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC
@ATTRIBUTE att71_err NUMERIC
@ATTRIBUTE att72_err NUMERIC
@ATTRIBUTE att73_err NUMERIC
@ATTRIBUTE att74_err NUMERIC
@ATTRIBUTE att75_err NUMERIC
@ATTRIBUTE att76_err NUMERIC
@ATTRIBUTE att77_err NUMERIC
@ATTRIBUTE att78_err NUMERIC
@ATTRIBUTE att79_err NUMERIC
@ATTRIBUTE att80_err NUMERIC
@ATTRIBUTE att81_err NUMERIC
@ATTRIBUTE att82_err NUMERIC
@ATTRIBUTE att83_err NUMERIC
@ATTRIBUTE att84_err NUMERIC
@ATTRIBUTE att85_err NUMERIC
@ATTRIBUTE att86_err NUMERIC
@ATTRIBUTE att87_err NUMERIC
@ATTRIBUTE att88_err NUMERIC
@ATTRIBUTE att89_err NUMERIC
@ATTRIBUTE att90_err NUMERIC
@ATTRIBUTE att91_err NUMERIC
@ATTRIBUTE att92_err NUMERIC
@ATTRIBUTE att93_err NUMERIC
@ATTRIBUTE att94_err NUMERIC
@ATTRIBUTE att95_err NUMERIC
@ATTRIBUTE att96_err NUMERIC
@ATTRIBUTE att97_err NUMERIC
@ATTRIBUTE att98_err NUMERIC
@ATTRIBUTE att99_err NUMERIC
@ATTRIBUTE att100_err NUMERIC
@ATTRIBUTE att101_err NUMERIC
@ATTRIBUTE att102_err NUMERIC
@ATTRIBUTE att103_err NUMERIC
@ATTRIBUTE att104_err NUMERIC
@ATTRIBUTE att105_err NUMERIC
@ATTRIBUTE att106_err NUMERIC
@ATTRIBUTE att107_err NUMERIC
@ATTRIBUTE att108_err NUMERIC
@ATTRIBUTE att109_err NUMERIC
@ATTRIBUTE att110_err NUMERIC
@ATTRIBUTE att111_err NUMERIC
@ATTRIBUTE att112_err NUMERIC
@ATTRIBUTE att113_err NUMERIC
@ATTRIBUTE att114_err NUMERIC
@ATTRIBUTE att115_err NUMERIC
@ATTRIBUTE att116_err NUMERIC
@ATTRIBUTE att117_err NUMERIC
@ATTRIBUTE att118_err NUMERIC
@ATTRIBUTE att119_err NUMERIC
@ATTRIBUTE att120_err NUMERIC
@ATTRIBUTE att121_err NUMERIC
@ATTRIBUTE att122_err NUMERIC
@ATTRIBUTE att123_err NUMERIC
@ATTRIBUTE att124_err NUMERIC
@ATTRIBUTE att125_err NUMERIC
@ATTRIBUTE att126_err NUMERIC
@ATTRIBUTE att127_err NUMERIC
@ATTRIBUTE att128_err NUMERIC

@DATA
0.037,0.01,0.01,0.018,0.007,0.178,0.34,0.09,0.786,0.099,0.026,0.098,1.229,1.075,0.264,0.375,0.323,0.347,0.312,0.081,0.02,0.002,0.027,0.021,0.041,0.034,0.063,0.05,0.005,0.021,0.019,0.026,0.009,0.053,0.135,0.399,0.194,1.111,0.14,0.418,0.875,2.357,0.92,0.904,0.265,0.563,1.463,0.863,3.421,0.334,0.834,1.55,3.646,1.055,0.057,2.648,0.804,0.404,0.637,1.663,0.115,0.531,0.416,1.589,0.77,0.327,3.048,2.923,2.16,0.864,0.948,0.983,0.687,1.788,2.283,0.742,3.24,1.06,1.385,0.925,2.6,1.449,1.906,1.45,1.397,0.45,1.37,2.048,1.741,0.708,0.011,0.94,0.508,0.347,1.61,0.717,0.105,0.66,0.238,0.679,0.177,0.038,0.231,0.244,0.088,0.03,0.235,0.186,0.153,0.863,0.0,1.038,0.392,0.739,0.858,0.323,0.0,1.027,0.477,0.022,0.089,0.024,0.029,0.032,0.069,0.023,0.024,0.026
0.017,0.086,0.02,0.041,0.0,0.134,0.03,0.015,0.284,0.692,0.077,0.012,0.136,0.619,0.386,0.098,0.281,0.169,0.102,0.024,0.02,0.026,0.005,0.027,0.009,0.02,0.018,0.019,0.059,0.02,0.008,0.012,0.048,0.065,0.275,0.364,0.188,1.075,1.704,1.104,2.395,0.516,0.092,0.073,1.018,0.75,2.753,0.492,3.694,2.162,2.419,1.182,1.526,1.372,1.387,1.488,0.519,2.707,2.184,1.383,1.147,1.176,0.551,0.971,1.582,0.905,1.37,1.651,1.331,1.082,0.205,1.977,0.268,3.299,2.726,1.697,4.698,1.831,1.875,0.698,1.861,1.085,1.292,2.116,0.865,0.925,1.096,0.029,0.908,2.242,0.927,0.32,0.51,0.248,0.243,0.935,0.141,2.184,0.839,0.725,0.872,0.056,0.039,0.213,0.037,0.079,0.093,0.158,0.053,0.977,0.281,0.084,0.796,0.139,0.221,0.472,0.191,1.124,0.236,0.132,0.179,0.13,0.009,0.005,0.022,0.003,0.003,0.01
0.008,0.053,0.006,0.062,0.001,0.076,0.349,0.511,0.734,0.392,1.261,0.247,0.319,0.052,0.437,0.023,0.507,0.071,0.373,0.212,0.066,0.02,0.006,0.022,0.035,0.057,0.026,0.033,0.006,0.045,0.022,0.013,0.006,0.148,0.119,0.499,0.77,1.006,0.195,0.785,0.876,0.663,0.24,1.759,1.954,2.589,0.248,1.748,1.863,2.054,0.985,0.342,0.412,2.889,4.351,0.72,1.794,1.226,0.532,0.254,1.021,3.094,1.661,0.358,2.577,0.659,0.153,1.249,1.582,2.535,1.75,5.605,0.495,1.377,2.696,2.772,1.444,0.701,2.594,1.633,2.73,2.539,0.255,0.514,0.54,2.185,0.034,2.841,1.145,0.578,0.936,0.165,0.841,1.059,0.592,0.908,0.319,0.426,0.474,0.738,0.087,0.041,0.208,0.003,0.081,0.021,0.007,0.074,0.13,0.304,0.184,0.552,0.23,0.389,0.333,0.24,0.602,0.253,0.201,0.119,0.157,0.019,0.062,0.027,0.069,0.022,0.004,0.013
0.021,0.019,0.025,0.038,0.005,0.08,0.411,0.104,0.036,0.383,0.378,0.707,0.631,1.005,0.271,0.103,0.765,0.297,0.011,0.007,0.056,0.002,0.017,0.009,0.001,0.024,0.014,0.054,0.019,0.008,0.006,0.001,0.085,0.094,0.389,0.284,0.251,0.035,0.491,1.199,0.68,1.62,0.979,0.055,0.304,2.727,2.465,3.684,0.492,0.071,0.986,0.568,1.283,0.603,0.318,4.409,1.541,1.022,3.869,3.569,2.902,0.489,1.535,1.252,0.229,2.397,1.73,0.56,0.843,3.618,0.561,3.273,1.883,1.608,2.935,0.443,2.004,0.183,1.709,2.201,1.176,1.701,0.468,0.011,1.401,0.104,1.235,0.081,0.518,1.045,0.057,0.176,0.126,0.539,0.031,0.121,0.456,0.293,1.098,0.491,1.213,0.323,0.291,0.045,0.142,0.062,0.109,0.384,0.284,0.017,0.202,0.282,0.52,0.276,0.656,0.373,0.677,0.043,0.505,0.156,0.118,0.163,0.016,0.017,0.035,0.018,0.023,0.009
0.067,0.002,0.035,0.034,0.052,0.027,0.058,0.29,0.412,0.088,0.605,0.572,0.48,1.498,0.033,1.429,0.189,0.609,0.118,0.051,0.09,0.001,0.065,0.014,0.015,0.025,0.037,0.014,0.01,0.003,0.007,0.018,0.039,0.019,0.035,0.608,0.12,0.032,0.52,0.258,0.855,0.745,1.366,0.4,2.288,0.038,0.39,2.203,4.728,1.194,2.662,4.29,0.325,0.083,0.005,2.361,0.319,3.813,1.444,1.378,0.509,0.405,2.546,2.039,0.25,0.262,3.132,1.097,3.847,0.543,2.379,1.637,2.422,1.197,1.082,0.862,2.52,1.745,3.225,1.589,4.608,0.371,1.65,0.288,0.843,0.156,1.159,1.017,1.816,1.408,0.236,0.072,0.997,0.303,0.252,0.362,0.807,0.142,0.099,0.461,0.427,0.712,0.2,0.001,0.091,0.074,0.026,0.117,0.03,0.325,0.498,0.768,1.375,0.885,0.779,0.302,0.428,0.355,0.54,0.228,0.026,0.072,0.039,0.004,0.02,0.018,0.023,0.032
0.027,0.032,0.012,0.003,0.024,0.337,0.738,0.02,0.227,0.766,0.07,0.988,0.649,2.09,0.403,1.221,0.727,0.314,0.047,0.027,0.006,0.02,0.034,0.031,0.004,0.015,0.037,0.023,0.021,0.003,0.053,0.03,0.048,0.068,0.009,0.236,0.446,0.181,0.534,1.775,0.816,1.006,1.939,2.981,1.239,0.366,2.219,0.145,4.368,0.247,1.302,0.477,2.18,1.786,0.977,1.368,0.652,0.141,2.005,2.036,4.329,0.939,2.321,3.503,0.983,1.647,1.427,1.118,2.029,0.674,0.616,0.844,0.604,2.65,2.098,0.549,0.886,2.619,0.206,0.48,3.74,2.331,0.278,2.611,0.323,0.121,1.636,0.976,0.009,1.013,0.275,0.398,1.741,0.698,0.869,0.082,0.122,0.597,0.04,0.429,0.781,0.407,0.444,0.016,0.103,0.106,0.26,0.086,0.772,0.958,0.06,0.875,0.317,0.779,0.057,0.62,0.295,0.267,0.107,0.101,0.035,0.044,0.119,0.031,0.012,0.003,0.037,0.006
0.01,0.035,0.041,0.017,0.054,0.041,0.161,0.36,0.513,0.794,0.074,0.18,0.648,0.322,0.025,0.069,0.159,0.064,0.295,0.1,0.026,0.061,0.011,0.051,0.004,0.009,0.043,0.018,0.026,0.05,0.041,0.021,0.011,0.014,0.247,0.353,0.142,1.344,0.074,1.1,2.442,1.497,0.536,1.166,0.236,2.223,0.42,2.28,3.048,1.174,2.845,2.064,3.021,2.513,0.107,1.641,0.933,2.148,4.273,0.188,1.498,1.17,2.357,0.107,1.514,0.146,1.76,1.898,2.021,0.425,1.014,4.078,0.449,1.054,0.33,2.777,0.846,1.214,2.784,3.323,0.21,2.723,0.603,2.171,1.584,1.154,1.275,0.103,0.846,1.737,0.422,0.176,0.075,0.517,0.608,0.36,0.345,0.865,0.517,0.732,0.665,0.538,0.271,0.023,0.01,0.009,0.127,0.253,0.179,0.202,0.005,0.085,0.136,0.461,0.544,0.285,0.037,0.077,0.377,0.223,0.079,0.011,0.052,0.018,0.01,0.002,0.005,0.0
0.038,0.022,0.03,0.011,0.029,0.23,0.395,0.395,0.283,0.261,0.392,0.251,0.686,0.769,0.211,0.325,0.263,0.627,0.245,0.116,0.059,0.02,0.005,0.025,0.042,0.003,0.046,0.052,0.018,0.06,0.043,0.03,0.019,0.129,0.033,0.199,0.039,1.485,1.507,0.561,0.657,1.622,2.085,0.095,1.459,0.112,0.694,0.47,0.084,2.574,1.525,0.398,0.906,1.05,0.551,0.85,2.133,0.153,3.273,1.822,1.722,0.289,3.411,1.705,0.593,1.497,1.023,3.717,1.861,0.672,0.91,2.021,1.056,1.011,1.808,1.097,0.146,0.675,1.753,0.271,1.126,1.894,0.47,0.085,0.006,0.21,2.297,0.864,0.841,1.208,0.189,0.017,1.525,0.603,1.287,0.721,0.555,0.37,0.51,0.831,1.243,0.395,0.171,0.003,0.13,0.004,0.007,0.071,1.023,0.76,0.355,0.262,0.381,1.058,0.758,0.598,0.203,0.626,0.128,0.299,0.06,0.044,0.016,0.018,0.011,0.009,0.014,0.005
0.031,0.0,0.003,0.035,0.011,0.123,0.036,0.577,0.175,0.581,0.162,1.056,0.876,0.028,0.09,0.504,0.612,0.409,0.202,0.117,0.037,0.005,0.046,0.033,0.019,0.017,0.025,0.021,0.023,0.007,0.02,0.049,0.034,0.178,0.112,0.068,0.254,0.959,0.372,0.366,3.239,0.566,2.863,5.057,0.738,1.684,0.126,0.834,1.486,0.672,0.115,1.311,1.45,0.217,1.427,2.82,0.289,0.473,1.262,2.704,4.633,1.256,2.157,0.378,0.423,3.221,0.335,2.39,0.32,0.219,0.302,1.941,1.366,0.401,2.62,1.097,2.316,0.824,0.837,0.396,3.142,0.897,2.343,1.494,2.699,0.79,0.848,2.24,0.292,0.214,0.716,1.175,0.82,1.1,0.284,0.412,1.183,0.425,0.243,0.499,0.091,0.174,0.891,0.166,0.083,0.007,0.291,0.061,0.085,0.101,1.036,0.47,0.204,0.785,0.161,0.527,0.975,0.02,0.255,0.269,0.224,0.026,0.013,0.025,0.014,0.027,0.002,0.009
0.006,0.016,0.002,0.008,0.013,0.153,0.428,0.46,0.497,0.619,0.663,0.552,0.669,0.112,0.918,0.302,0.198,0.243,0.01,0.183,0.156,0.034,0.034,0.024,0.007,0.012,0.059,0.014,0.013,0.04,0.034,0.026,0.038,0.068,0.027,0.192,0.043,0.187,0.576,1.306,0.764,1.806,0.018,0.325,1.771,2.808,1.791,0.462,2.085,0.364,0.911,0.991,2.181,3.05,3.688,2.442,1.706,0.309,1.042,0.166,2.47,1.872,0.549,0.551,1.597,1.515,1.489,3.31,3.271,4.752,2.702,1.456,5.229,0.73,3.021,0.763,1.774,3.019,0.382,0.103,2.295,2.383,2.636,2.449,1.623,0.99,0.317,0.694,0.986,0.028,0.388,1.599,1.151,0.809,0.952,0.318,0.137,0.201,0.478,0.104,0.088,0.443,0.106,0.02,0.064,0.074,0.149,0.184,0.595,0.48,0.071,0.458,0.537,0.641,1.387,0.848,1.138,0.144,0.203,0.076,0.075,0.195,0.023,0.047,0.014,0.016,0.006,0.017
