@RELATION CBF

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE att97 NUMERIC
@ATTRIBUTE att98 NUMERIC
@ATTRIBUTE att99 NUMERIC
@ATTRIBUTE att100 NUMERIC
@ATTRIBUTE att101 NUMERIC
@ATTRIBUTE att102 NUMERIC
@ATTRIBUTE att103 NUMERIC
@ATTRIBUTE att104 NUMERIC
@ATTRIBUTE att105 NUMERIC
@ATTRIBUTE att106 NUMERIC
@ATTRIBUTE att107 NUMERIC
@ATTRIBUTE att108 NUMERIC
@ATTRIBUTE att109 NUMERIC
@ATTRIBUTE att110 NUMERIC
@ATTRIBUTE att111 NUMERIC
@ATTRIBUTE att112 NUMERIC
@ATTRIBUTE att113 NUMERIC
@ATTRIBUTE att114 NUMERIC
@ATTRIBUTE att115 NUMERIC
@ATTRIBUTE att116 NUMERIC
@ATTRIBUTE att117 NUMERIC
@ATTRIBUTE att118 NUMERIC
@ATTRIBUTE att119 NUMERIC
@ATTRIBUTE att120 NUMERIC
@ATTRIBUTE att121 NUMERIC
@ATTRIBUTE att122 NUMERIC
@ATTRIBUTE att123 NUMERIC
@ATTRIBUTE att124 NUMERIC
@ATTRIBUTE att125 NUMERIC
@ATTRIBUTE att126 NUMERIC
@ATTRIBUTE att127 NUMERIC
@ATTRIBUTE att128 NUMERIC
@ATTRIBUTE target {1.0, 3.0, 2.0}

@DATA
-0.001,-0.679,-1.148,-0.776,-0.52,-0.828,-0.338,-1.529,-1.218,-1.031,-0.89,-1.044,-1.328,-1.27,-0.951,-0.378,-0.699,-0.915,-0.594,-0.806,-1.165,-0.139,-1.176,-0.797,-1.616,-1.141,-1.376,1.866,0.734,1.211,1.036,1.464,1.349,0.053,0.817,1.105,1.159,1.37,1.194,1.396,0.227,1.103,1.057,0.535,0.142,0.963,0.429,0.758,0.883,0.447,0.873,1.2,1.486,1.174,1.036,0.721,0.13,1.643,0.975,1.237,1.197,0.681,1.502,1.114,1.372,0.712,2.647,1.391,1.144,1.577,1.378,0.811,0.471,0.667,1.478,1.227,1.042,0.581,-0.504,0.869,0.917,1.428,0.925,1.26,1.043,-1.429,-0.503,-0.87,-0.783,0.136,-0.658,-0.963,-0.154,-0.628,-0.605,-0.661,-0.536,-0.792,-1.272,-1.075,-0.394,-0.451,-0.676,-0.437,-1.298,-0.993,-1.139,-0.842,-0.773,-0.964,-0.726,-0.363,-1.048,-1.185,-1.306,-0.546,-1.364,-0.623,-1.312,-1.377,-1.047,-0.937,-1.315,-0.471,-0.851,-0.841,-0.909,-1.207,1.0
-0.785,-0.714,-1.514,-1.337,-1.02,-1.852,-1.843,-0.827,-0.998,-0.822,-1.413,-1.086,-0.885,-1.69,-0.952,-1.583,1.594,1.078,1.759,0.626,0.957,0.779,0.771,1.535,1.086,1.088,0.709,-1.771,0.863,0.643,0.836,-0.131,1.334,1.814,0.935,-0.857,1.38,0.529,1.067,0.211,1.076,1.315,0.104,0.933,0.711,0.439,-0.254,0.15,1.277,0.512,0.959,0.729,0.965,1.354,0.808,0.594,0.551,0.696,0.718,0.137,0.503,0.268,1.467,0.564,1.43,0.334,0.911,0.593,-0.081,1.033,0.585,0.644,0.408,-0.001,0.147,0.837,0.514,0.718,1.007,0.703,0.737,0.731,0.958,0.627,0.876,-0.011,0.857,0.343,1.635,1.023,0.045,0.283,1.261,1.215,-0.795,-1.094,-1.245,-1.25,-1.481,-0.452,-0.815,-1.099,-0.379,-1.594,-0.815,-1.284,-1.148,0.436,-1.715,-1.004,-0.527,-1.275,-0.868,-1.457,-2.293,-1.785,-1.065,-2.127,-1.117,-1.259,-1.387,-1.552,-0.776,-1.258,-1.197,-0.582,-1.229,-1.505,1.0
-0.494,-0.546,-0.164,-0.558,-0.41,-0.236,-0.268,-0.832,-0.331,-0.827,-0.62,-0.929,-1.434,-0.442,-0.594,-1.115,-0.662,-0.612,-0.774,-0.96,-0.808,-0.45,-2.263,-0.168,-0.803,1.544,0.717,1.554,1.21,0.559,2.335,1.747,1.978,1.322,1.763,1.416,1.503,1.807,1.41,1.282,1.835,0.586,1.479,1.081,1.43,1.26,1.749,1.223,1.147,1.047,1.111,0.841,1.528,2.078,1.543,0.798,0.618,1.8,0.942,1.233,1.01,0.627,0.626,0.716,1.717,2.005,1.251,1.696,-0.145,-0.259,-1.085,-0.403,-0.768,-0.581,-0.537,-0.6,-1.626,-1.014,-0.84,-0.924,0.065,-0.562,-0.288,-0.677,-1.071,-0.663,-0.539,-0.502,-0.834,-0.45,-0.139,-0.997,-0.445,-1.224,-1.563,-1.309,-0.832,-1.416,-0.703,-1.142,-0.221,-0.234,-0.545,-0.596,-0.331,-1.075,-1.176,-0.62,-0.1,-0.231,-0.48,-2.087,-0.262,-1.356,0.299,-0.701,-1.118,-1.727,-1.66,0.023,-0.159,-0.693,-0.872,-0.792,-0.855,-0.09,-1.459,-0.909,1.0
-0.22,-0.483,-0.693,-0.378,-0.806,-0.998,-1.613,-0.186,-0.85,-0.003,-0.83,-1.141,-0.796,-0.498,0.728,-1.239,-0.606,-0.679,-1.061,-0.658,-0.786,-0.005,2.843,2.772,2.447,2.05,1.938,2.868,2.108,2.086,2.188,2.184,1.818,1.402,0.793,1.892,2.468,1.316,1.473,0.687,1.124,2.138,0.733,1.432,1.008,0.554,0.658,1.307,0.659,0.604,0.508,0.6,-0.071,0.691,0.725,-0.125,0.299,0.468,-0.519,-0.236,-0.946,0.131,-0.098,0.081,0.179,-0.93,-0.136,-0.992,-0.656,-0.763,-0.611,-0.03,-0.814,-1.148,-0.419,-0.177,-0.166,-0.695,-0.635,0.061,-0.533,-0.877,-1.001,0.057,0.229,0.157,-0.375,-0.076,0.013,-0.219,-1.082,-0.521,-0.393,0.342,-1.233,-0.188,0.072,-0.882,-0.59,-0.263,-0.343,-0.974,-0.237,-1.776,0.066,-1.025,-1.916,-0.183,-0.217,-0.146,-0.261,0.543,-0.928,-0.707,-0.691,-0.866,-1.042,0.186,-1.027,-0.654,0.134,-0.385,0.451,-0.343,-0.561,-0.429,-0.806,-0.394,3.0
-1.08,-1.484,-1.823,-0.769,0.094,-1.47,-0.686,-0.34,-1.584,-0.306,-0.987,-1.402,-0.547,-1.629,-0.573,-1.049,-1.123,-0.348,-0.911,-0.402,-1.18,-0.195,-1.421,-1.217,-0.636,-1.206,-0.728,-1.548,-1.044,-0.607,-0.048,0.578,-0.613,-0.853,-0.32,-0.869,0.398,-1.1,-1.591,-0.503,-0.908,0.085,-1.109,-0.843,-0.681,-0.444,-0.284,-0.1,-0.188,0.503,0.093,0.179,-0.183,-1.207,0.401,0.522,0.393,0.546,0.32,0.281,0.089,-0.737,-0.043,0.634,-0.19,0.406,-0.089,-0.116,0.87,0.529,0.961,0.785,0.436,1.341,0.488,-0.351,0.585,-0.327,0.805,1.017,0.115,1.045,1.009,0.038,0.283,0.8,1.225,0.628,0.529,0.738,1.459,0.702,1.881,0.542,1.724,1.416,0.92,0.591,1.266,2.074,1.823,1.735,1.583,1.707,1.653,1.82,1.852,1.15,1.326,1.496,1.241,1.471,1.454,1.409,1.526,1.586,2.044,-1.612,-1.245,-1.086,-1.441,-1.148,-1.32,-0.804,-0.932,-1.09,-1.861,-0.916,2.0
-0.575,-0.901,-0.05,0.096,-0.573,-1.169,-1.419,-0.1,-0.798,-0.514,-0.63,-1.131,-0.96,-0.308,-0.233,0.532,-0.17,-0.46,-1.435,1.133,0.11,-0.314,-0.441,-1.064,-0.101,-0.101,-1.178,-0.034,-0.632,0.23,-0.584,0.677,-0.077,-0.126,1.461,0.254,0.281,0.772,0.947,0.439,0.634,0.566,1.131,1.44,1.717,0.466,1.283,1.135,1.879,0.986,1.008,1.019,1.667,0.722,0.85,2.02,2.236,1.842,1.929,1.891,1.723,3.184,2.556,3.428,2.615,2.139,-0.742,-1.243,0.05,0.418,-0.173,-1.324,0.064,0.241,-1.963,-0.528,-0.18,-0.873,0.592,-0.788,-0.43,-0.416,-1.238,-1.458,-0.857,-0.989,-0.502,-0.159,0.536,-1.139,-1.611,-0.335,-0.587,-1.599,0.01,-1.39,-0.669,0.168,-1.526,-1.703,-0.758,0.792,-0.953,0.057,-0.032,-1.271,-1.11,0.205,-0.965,-0.456,-0.15,-0.145,-0.986,0.034,-0.299,-0.581,0.135,-0.53,-0.998,0.95,-0.228,-0.442,-0.603,-0.959,-0.226,-0.196,-0.296,-0.045,2.0
-0.913,-1.633,-1.502,-1.529,-0.92,-1.111,-0.666,-0.961,-1.226,-0.916,-1.265,-1.739,-1.55,0.133,-1.909,-1.439,-1.267,-1.113,-1.414,-0.207,0.806,1.068,1.245,0.448,0.669,1.383,0.91,0.339,0.758,0.73,0.754,0.782,1.206,0.782,1.164,1.514,0.879,0.246,1.067,1.22,0.674,0.706,1.078,0.836,1.337,1.501,1.339,1.355,0.692,0.703,0.953,0.178,0.362,1.595,1.02,1.211,0.721,0.893,0.329,0.589,1.225,0.78,0.62,0.725,0.495,0.826,0.734,1.38,1.006,0.553,0.708,0.855,-0.005,1.127,1.583,0.584,0.818,1.478,0.519,0.351,0.777,1.62,0.702,0.949,0.139,0.618,0.692,1.333,1.121,2.335,-1.342,-1.383,-1.703,-0.607,-0.822,-1.132,-0.982,-1.047,-1.419,-0.74,-0.59,-0.686,-0.365,-0.795,-1.826,-0.631,-1.862,-0.914,-0.782,-1.242,-0.101,0.039,-0.957,-0.865,-0.822,-0.827,-0.749,-0.672,-1.342,-0.939,-1.48,-1.359,-0.85,-0.841,-1.145,-0.873,-0.794,-0.859,1.0
-0.296,-0.198,-0.752,-0.539,-0.497,-0.36,-1.025,-0.968,-0.6,-1.056,-1.421,-0.508,-0.738,-0.703,-0.767,1.97,1.672,1.862,3.179,1.195,1.719,1.606,1.28,2.593,2.7,2.88,1.774,0.59,1.227,0.572,1.193,0.867,1.627,2.47,1.132,1.485,0.653,0.109,2.349,0.452,0.711,1.429,0.626,0.474,0.416,0.103,0.203,-0.499,0.153,0.976,0.405,0.276,0.831,-0.054,0.364,-0.859,0.743,1.054,-0.016,-0.88,-0.341,-0.79,-0.379,-0.617,-0.603,0.718,-0.454,-0.286,0.108,-0.77,-0.619,0.455,-1.316,-0.467,-0.573,-0.223,-1.014,-0.817,-0.892,0.184,0.131,-1.059,-0.557,0.076,-0.553,-1.996,-0.637,-0.237,-0.657,0.667,-0.632,-0.827,-0.59,-0.43,-0.264,-0.74,-0.733,-0.198,-0.227,-1.185,-0.101,-0.033,-0.076,-0.56,-1.007,-1.528,-1.145,-0.558,-0.383,-1.665,-1.125,-0.411,0.224,-0.496,-0.885,-0.81,-0.751,-1.193,-1.334,-0.497,-0.136,-0.527,-0.499,-1.043,0.426,-1.987,-0.941,-0.643,3.0
-1.337,-0.11,-1.247,-0.932,-0.226,-0.352,-0.708,-0.347,-0.827,-0.995,-0.958,-0.432,-1.2,-0.759,-0.845,-0.515,-1.445,-0.985,-1.454,-0.552,-1.426,-0.019,0.057,-0.248,-0.903,-1.061,-1.083,-1.386,-0.871,-0.769,0.171,-0.112,0.668,0.015,0.385,0.271,-0.73,0.069,-0.13,0.629,0.316,-0.069,0.203,-0.086,-0.891,-0.274,0.021,0.203,0.795,0.79,0.386,0.541,0.06,0.491,1.474,-0.117,1.72,-0.2,1.743,0.471,0.24,0.898,1.058,1.574,0.069,0.765,1.727,0.915,1.23,0.797,0.614,1.636,1.322,1.408,1.646,1.875,0.97,0.96,1.755,1.501,2.29,1.394,1.718,1.431,1.674,2.278,1.958,1.298,1.294,2.379,1.836,1.42,1.794,-0.369,-0.395,-1.12,-0.531,-0.765,-0.572,-1.15,-1.196,0.019,-1.084,-0.732,-1.02,-1.054,0.772,-0.872,-0.961,-1.02,-0.865,-0.89,-0.423,-0.191,-1.075,-0.789,-1.017,-0.062,-1.738,-0.747,-0.971,-0.335,-0.598,-0.95,-0.955,-0.702,-2.155,-0.432,2.0
-1.062,-0.892,-0.642,-0.256,-1.464,-1.262,-1.185,-1.173,-1.287,-1.191,-1.458,-0.415,-1.608,-0.639,-1.048,-1.121,-1.088,-0.632,-0.396,-1.078,1.016,0.382,0.56,0.546,0.654,1.125,1.026,0.628,0.547,0.815,1.166,0.815,0.742,0.97,1.279,0.837,1.025,0.8,0.513,1.825,0.543,0.545,0.81,1.132,0.768,1.208,0.143,1.219,0.808,1.145,0.051,-0.107,1.256,0.049,1.333,1.215,0.72,-0.324,0.877,0.748,1.827,0.316,1.291,1.414,0.363,0.792,0.964,1.083,0.451,1.198,0.671,0.834,0.317,0.505,0.855,0.645,1.248,1.418,0.317,0.446,0.9,0.81,0.196,1.193,0.677,1.393,0.776,0.797,-1.002,-1.197,-0.806,-1.311,-0.913,-0.756,-0.632,-1.089,-0.739,-0.752,-0.918,-0.47,-1.146,-0.487,-1.367,-1.056,-0.917,-0.749,-0.893,-0.655,-0.365,-1.404,-1.051,-1.608,-1.36,-1.624,-1.133,-1.146,-0.792,-1.159,-0.779,-1.21,-0.536,-1.278,-1.598,-0.898,-1.003,-0.825,-1.141,-0.946,1.0
