@RELATION ItalyPowerDemand

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE target {1.0, 2.0}

@DATA
-1.141,-1.071,-1.146,-1.666,-1.51,-1.372,-1.14,0.044,0.965,1.143,1.063,0.962,0.609,0.143,-0.611,-0.236,-0.248,0.64,1.254,1.367,1.268,0.805,0.042,-0.436,1.0
-0.992,-1.19,-1.635,-1.62,-1.622,-1.279,-1.044,-0.339,0.697,1.167,1.192,0.975,0.847,0.454,0.45,0.586,0.184,-0.055,0.217,1.352,1.104,0.719,0.157,-0.264,1.0
0.833,0.589,0.043,0.07,-0.285,-0.272,-0.025,-1.36,-2.017,-0.823,0.381,-0.086,-0.104,-0.452,-0.531,-0.079,-0.607,-0.695,-0.573,-0.445,0.358,2.374,2.329,1.577,2.0
-0.782,-1.589,-1.72,-1.487,-1.594,-1.42,-1.592,-0.269,-0.605,1.064,1.379,1.163,0.977,0.619,0.739,0.913,0.447,0.585,0.691,1.064,0.219,0.522,0.171,-0.605,2.0
-1.01,-1.361,-1.546,-1.724,-1.598,-1.685,-1.017,-0.123,0.602,1.032,0.903,0.526,0.657,0.212,0.384,0.894,0.584,1.261,1.278,1.073,0.519,0.453,-0.198,-0.712,1.0
0.153,-0.269,-0.852,-0.989,-1.139,-1.122,-1.269,-0.599,-0.614,-0.277,0.413,0.357,0.541,0.138,-0.219,-0.639,-0.473,-0.165,-0.504,0.593,2.06,2.033,1.384,1.378,1.0
-0.009,-0.875,-0.923,-1.295,-1.14,-1.16,-1.767,-0.482,0.288,1.742,1.805,1.876,1.224,0.778,0.211,-0.024,-0.177,0.231,-0.08,0.018,0.504,-0.189,0.532,0.179,2.0
-1.024,-1.374,-1.684,-1.663,-1.725,-1.464,-1.136,-0.338,0.618,1.115,1.083,0.762,0.694,0.382,0.459,1.033,0.798,0.791,1.303,1.003,0.34,0.309,-0.056,-0.286,1.0
-1.23,-1.414,-1.517,-1.634,-1.563,-1.491,-0.993,-0.184,-0.014,1.061,1.103,1.238,0.681,0.673,0.534,0.718,0.95,0.702,1.01,0.85,0.618,0.411,0.259,-0.326,1.0
-0.713,-0.156,-1.309,-1.522,-1.336,-1.304,-1.735,-0.861,0.355,1.024,1.378,1.301,0.934,0.71,0.859,0.874,1.005,1.006,0.134,0.603,-0.148,0.387,0.02,-0.384,2.0
-0.616,-0.81,-1.238,-1.585,-1.627,-1.124,-0.955,-1.179,-0.053,1.684,1.393,1.438,1.119,0.904,0.507,0.311,-0.15,0.348,0.129,-0.207,-0.854,0.859,0.825,0.877,2.0
-1.042,-1.014,-1.496,-1.61,-1.75,-1.3,-1.067,0.226,0.68,1.186,1.755,0.879,0.716,0.531,0.521,0.59,0.574,0.348,0.56,1.587,0.834,0.884,-0.26,-0.733,1.0
-0.935,-1.187,-1.486,-1.625,-1.748,-1.294,-1.023,-0.107,0.948,1.428,1.084,0.89,0.53,1.086,0.408,0.127,0.586,1.374,1.218,0.994,0.76,0.483,-0.17,-0.621,1.0
-1.082,-1.545,-1.489,-1.709,-1.766,-1.512,-1.269,0.042,0.641,1.239,1.183,1.359,0.814,0.429,0.493,0.666,0.895,0.543,0.183,0.793,1.273,0.842,0.335,-0.176,2.0
-0.868,-1.489,-1.617,-1.664,-1.663,-1.362,-0.985,-0.201,0.666,1.743,1.168,0.889,0.834,0.453,0.397,0.553,0.444,0.637,0.111,0.97,0.561,0.518,0.178,-0.48,1.0
-0.182,-0.36,-0.485,-0.938,-0.928,-0.904,-1.967,-1.973,-1.064,0.251,0.414,0.629,0.893,-0.172,-0.064,-0.306,-0.548,-0.155,-0.041,0.582,1.472,2.036,1.182,1.821,2.0
-0.473,-0.732,-1.191,-1.482,-1.716,-1.4,-1.073,-0.32,-0.462,0.136,0.615,0.555,0.347,0.284,-0.002,-0.546,-0.003,1.0,1.455,1.452,1.551,1.265,0.806,0.265,1.0
-0.63,-0.58,-1.196,-1.398,-1.491,-1.504,-1.136,-1.015,-0.785,-0.569,0.53,0.741,0.679,-0.093,-0.064,-0.268,-0.218,0.869,1.836,1.774,1.146,1.23,1.157,0.253,1.0
-0.9,-1.239,-1.248,-1.424,-1.502,-1.508,-1.551,-0.608,0.455,1.043,1.037,1.104,1.109,0.639,0.506,0.665,0.623,0.432,0.042,0.369,-0.032,0.251,0.098,-0.051,2.0
-1.418,-1.307,-1.314,-1.61,-1.711,-1.551,-1.409,-0.046,0.391,0.972,1.009,0.905,0.691,0.665,0.479,0.504,0.617,1.474,1.068,1.078,0.535,0.344,-0.194,-1.083,1.0
-1.145,-1.26,-1.477,-1.327,-1.349,-1.248,-1.19,-0.347,0.849,1.317,1.17,1.197,0.905,0.379,0.183,0.452,0.743,0.743,0.829,1.003,0.511,-0.106,-0.4,-0.254,1.0
-0.83,-1.075,-1.402,-1.554,-1.618,-1.379,-1.044,-0.615,0.618,1.228,1.434,1.265,1.189,0.733,0.765,0.723,0.916,-0.017,0.375,0.096,-0.0,0.877,0.322,-0.367,2.0
-0.89,-1.321,-1.66,-1.533,-1.494,-1.464,-1.144,0.089,0.873,1.062,1.079,1.072,0.865,0.157,0.663,0.586,0.551,0.369,0.467,1.22,0.842,0.517,0.059,-0.202,1.0
-0.823,-1.153,-1.452,-1.558,-1.702,-1.426,-0.993,-0.667,0.119,0.422,1.443,1.033,0.664,0.472,0.075,-0.057,0.287,1.023,1.403,1.51,1.228,0.503,0.046,-0.76,1.0
-1.074,-1.416,-1.565,-1.655,-1.52,-1.485,-1.031,0.056,0.616,1.195,1.407,0.776,0.727,0.354,0.303,0.089,0.034,0.42,0.512,1.242,1.002,0.462,-0.121,-0.524,1.0
-0.614,-0.935,-1.345,-1.346,-1.498,-1.387,-0.971,-0.529,0.679,1.412,1.425,1.21,0.756,0.09,-0.413,-0.661,-0.534,-0.427,-0.132,1.913,1.432,1.014,0.109,-0.118,1.0
-0.929,-1.574,-1.496,-1.532,-1.651,-1.419,-1.072,-0.239,0.362,0.964,1.261,1.144,0.79,0.279,0.337,0.219,0.466,0.468,0.382,1.169,1.23,0.702,-0.025,-0.24,1.0
-0.757,-1.029,-1.478,-1.129,-1.679,-1.411,-0.929,-0.953,0.135,1.048,1.284,1.354,1.152,0.937,0.802,0.904,1.093,-0.205,0.499,-0.009,-1.049,0.299,-0.014,-0.279,2.0
-0.973,-1.104,-1.464,-1.623,-1.464,-1.516,-0.901,-0.173,0.549,1.307,1.322,1.281,0.764,0.729,0.359,0.742,0.668,0.316,0.365,0.154,0.547,1.878,0.204,-0.149,2.0
-0.671,-1.382,-1.321,-1.643,-1.552,-1.452,-1.034,-0.485,0.539,0.737,1.18,1.044,0.591,0.212,0.414,0.537,0.589,0.473,0.468,1.506,0.958,0.715,0.147,-0.42,1.0
-1.006,-1.332,-1.405,-1.617,-1.636,-1.445,-1.083,-0.013,-0.262,0.713,0.979,0.864,0.796,0.391,0.511,0.428,0.822,1.043,1.21,0.93,0.403,0.76,-0.268,-0.629,1.0
0.339,-0.349,-0.606,-1.027,-1.168,-1.122,-0.806,-0.439,-0.833,-0.628,0.262,0.283,0.267,0.161,-0.499,-0.677,-0.74,-0.686,-0.55,0.553,2.4,1.825,1.605,1.166,2.0
