@RELATION BME

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE att97 NUMERIC
@ATTRIBUTE att98 NUMERIC
@ATTRIBUTE att99 NUMERIC
@ATTRIBUTE att100 NUMERIC
@ATTRIBUTE att101 NUMERIC
@ATTRIBUTE att102 NUMERIC
@ATTRIBUTE att103 NUMERIC
@ATTRIBUTE att104 NUMERIC
@ATTRIBUTE att105 NUMERIC
@ATTRIBUTE att106 NUMERIC
@ATTRIBUTE att107 NUMERIC
@ATTRIBUTE att108 NUMERIC
@ATTRIBUTE att109 NUMERIC
@ATTRIBUTE att110 NUMERIC
@ATTRIBUTE att111 NUMERIC
@ATTRIBUTE att112 NUMERIC
@ATTRIBUTE att113 NUMERIC
@ATTRIBUTE att114 NUMERIC
@ATTRIBUTE att115 NUMERIC
@ATTRIBUTE att116 NUMERIC
@ATTRIBUTE att117 NUMERIC
@ATTRIBUTE att118 NUMERIC
@ATTRIBUTE att119 NUMERIC
@ATTRIBUTE att120 NUMERIC
@ATTRIBUTE att121 NUMERIC
@ATTRIBUTE att122 NUMERIC
@ATTRIBUTE att123 NUMERIC
@ATTRIBUTE att124 NUMERIC
@ATTRIBUTE att125 NUMERIC
@ATTRIBUTE att126 NUMERIC
@ATTRIBUTE att127 NUMERIC
@ATTRIBUTE att128 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
0.034,0.003,0.004,0.02,0.024,0.101,0.39,0.709,0.852,0.91,0.957,1.071,1.063,0.938,0.592,0.307,0.271,-0.003,0.053,0.014,0.036,0.053,0.031,0.046,0.017,0.039,0.018,0.048,0.041,0.017,0.015,0.025,0.019,0.012,0.056,-0.056,-0.203,-0.469,-0.657,-1.053,-0.927,-0.502,-0.931,-0.95,-0.995,-1.195,-0.213,-1.061,-0.919,-1.017,-0.972,-0.754,-1.145,-0.964,-0.923,-0.952,-0.97,-0.844,-0.974,-0.956,-0.702,-0.867,-1.102,-0.996,-0.857,-1.009,-0.907,-1.255,-0.989,-1.01,-0.902,-0.765,-1.104,-1.254,-1.075,-0.923,-0.947,-0.863,-0.802,-0.916,-0.588,-1.0,-0.992,-1.021,-0.997,-0.927,-0.863,-0.985,-0.651,-0.582,-0.175,-0.114,-0.025,-0.019,0.023,0.083,-0.112,0.046,0.006,0.076,0.012,0.055,0.0,-0.008,0.027,0.014,0.018,0.024,0.037,0.021,0.088,0.004,0.03,0.082,0.166,0.051,0.028,0.006,0.044,0.024,-0.023,0.04,0.039,0.05,0.054,0.032,0.04,0.018,1.0
0.002,0.021,0.003,0.021,0.038,0.043,0.068,0.286,0.559,0.696,0.649,0.398,0.088,0.094,-0.148,0.124,-0.069,-0.01,-0.019,0.035,0.006,0.004,0.046,0.045,0.023,-0.011,0.025,0.022,-0.004,0.017,0.034,0.016,0.014,0.045,-0.097,-0.417,-0.647,-0.982,-0.831,-0.98,-0.784,-1.242,-1.006,-0.857,-0.913,-0.999,-0.992,-0.498,-0.934,-0.97,-1.054,-1.058,-0.885,-0.976,-0.837,-0.88,-0.719,-1.007,-1.252,-0.859,-0.97,-1.084,-1.04,-0.898,-0.904,-1.508,-0.452,-0.971,-0.991,-1.493,-0.85,-0.903,-1.005,-0.923,-1.0,-0.678,-1.086,-1.217,-1.006,-1.208,-0.762,-0.384,-0.403,-0.094,-0.047,-0.033,0.118,-0.333,-0.003,0.006,0.001,0.17,0.165,-0.001,0.186,-0.006,-0.06,-0.065,-0.009,-0.071,0.039,-0.003,0.046,0.034,0.012,0.008,0.027,0.059,-0.02,0.034,0.017,0.028,-0.002,0.07,0.015,0.077,-0.021,0.026,0.029,0.037,0.025,0.045,0.054,0.043,0.018,0.01,0.029,0.021,1.0
0.019,0.008,0.033,0.013,0.125,0.457,0.796,0.968,1.053,0.961,0.516,0.329,0.021,0.062,0.044,-0.018,0.021,0.031,-0.021,0.014,0.013,0.042,0.009,0.0,0.028,0.007,0.05,0.013,0.029,0.05,0.032,0.013,0.008,-0.0,0.007,0.024,-0.011,0.016,-0.191,-0.016,-0.646,-0.842,-0.979,-0.737,-0.958,-0.936,-1.023,-0.889,-1.033,-1.159,-1.453,-0.976,-0.818,-1.015,-0.978,-0.882,-0.936,-0.373,-1.297,-0.234,-1.172,-1.198,-0.983,-1.115,-0.739,-1.198,-0.971,-0.911,-1.15,-0.966,-0.991,-0.953,-0.96,-0.812,-0.819,-0.987,-1.021,-0.951,-0.977,-0.955,-0.9,-1.002,-0.85,-1.006,-0.938,-0.973,-0.555,-0.618,-0.145,-0.062,-0.026,0.001,0.268,0.17,0.002,0.038,0.169,-0.133,0.014,0.121,0.124,0.014,0.003,0.051,0.007,0.022,0.042,0.017,-0.038,0.023,0.074,-0.051,0.003,0.159,0.022,0.05,0.029,0.018,0.044,0.008,0.056,-0.005,0.02,0.021,0.018,0.021,0.034,0.047,1.0
-0.01,0.006,0.025,0.017,0.019,0.005,0.011,0.09,0.327,0.585,0.627,0.773,0.727,0.804,0.634,0.436,0.053,0.115,0.066,0.028,0.027,0.035,0.005,0.001,0.041,0.042,0.036,0.018,0.02,0.021,0.03,0.05,0.008,0.035,0.025,0.009,0.037,0.015,-0.029,-0.083,0.038,0.125,0.391,0.489,0.898,1.008,1.011,1.33,0.931,0.974,1.276,0.967,1.141,0.655,1.049,0.968,0.608,1.183,1.017,1.022,1.12,0.201,0.798,1.113,1.067,1.09,0.999,1.035,1.033,1.021,0.975,0.927,1.357,0.978,0.952,1.037,1.05,1.011,1.156,0.857,1.635,1.028,1.434,1.283,1.428,1.029,1.412,0.69,0.485,0.08,-0.022,0.152,0.064,0.039,0.007,0.033,-0.06,0.037,-0.03,0.096,0.059,-0.17,0.077,0.011,0.027,0.017,0.009,0.031,-0.013,-0.24,0.013,-0.027,-0.058,0.031,0.019,-0.024,0.171,0.036,-0.02,0.011,-0.007,0.054,0.004,0.018,0.006,0.004,0.033,0.034,1.0
0.03,0.06,0.048,0.044,0.027,0.04,0.036,0.038,0.022,0.099,0.031,0.47,0.323,0.94,0.948,0.974,0.858,0.696,0.559,0.269,0.127,0.053,0.024,0.05,0.008,0.045,0.009,0.015,0.016,-0.0,0.034,0.007,0.013,0.021,0.028,-0.026,0.043,-0.021,0.062,-0.041,0.054,0.003,0.021,-0.466,-0.503,-0.813,-0.844,-0.852,-0.95,-1.082,-0.888,-0.906,-0.9,-1.097,-0.695,-0.98,-0.695,-1.1,-0.883,-0.97,-0.969,-1.349,-1.278,-0.89,-0.867,-0.94,-1.115,-0.873,-0.911,-1.021,-0.813,-0.749,-0.986,-0.773,-1.072,-0.911,-0.846,-0.96,-0.965,-0.83,-0.94,-0.494,-0.964,-0.89,-1.108,-0.982,-0.915,-0.93,-1.008,-1.221,-0.894,-1.05,-0.878,-0.968,-0.954,-0.993,-0.953,-0.959,-0.924,-0.88,-0.987,-0.896,-0.563,-0.272,-0.13,-0.036,-0.011,-0.044,0.125,0.055,-0.136,0.004,0.151,0.005,0.02,0.088,-0.001,0.082,0.03,0.024,0.039,0.027,0.005,0.001,0.026,0.029,0.041,0.031,1.0
0.027,0.046,0.007,0.047,0.036,0.042,0.001,0.014,0.118,0.456,0.672,0.925,1.017,1.02,1.016,1.097,0.883,0.623,0.299,0.141,0.04,0.059,0.037,0.006,0.001,0.025,0.01,0.017,0.038,0.047,0.043,0.048,0.009,0.004,0.05,-0.015,0.043,0.033,-0.029,-0.146,-0.192,-0.533,-0.641,-1.261,-0.87,-1.039,-0.948,-0.514,-1.9,-0.908,-0.962,-0.997,-0.958,-1.019,-1.337,-0.972,-1.033,-1.04,-1.191,-1.348,-0.977,-1.034,-1.039,-1.005,-0.989,-0.996,-0.81,-0.988,-1.276,-0.974,-1.22,-0.784,-1.023,-0.653,-1.048,-0.981,-1.124,-1.011,-0.937,-1.42,-1.376,-1.094,-0.867,-1.039,-1.014,-0.987,-0.916,-0.646,-0.216,-0.143,-0.045,0.048,0.017,0.091,0.041,0.034,0.041,0.05,0.074,0.081,-0.16,-0.001,0.073,0.041,0.04,-0.005,0.023,0.005,0.018,0.002,0.021,0.19,0.073,0.004,0.047,0.028,0.103,0.166,0.152,0.004,0.035,0.045,0.049,0.058,0.042,0.042,0.038,0.034,1.0
0.045,0.03,0.003,0.037,0.023,-0.003,0.002,0.015,0.043,0.086,0.151,0.276,0.584,0.539,0.991,0.744,0.672,0.349,0.113,0.086,0.063,0.009,0.005,0.003,0.033,0.033,-0.001,0.013,0.022,0.009,0.022,0.008,0.034,0.041,0.031,-0.041,0.053,-0.003,0.056,-0.016,-0.176,-0.381,-0.731,-0.919,-0.935,-0.979,-1.008,-1.105,-0.975,-0.908,-1.036,-1.22,-0.994,-1.013,-1.011,-0.991,-0.976,-1.487,-1.18,-1.185,-0.981,-1.008,-1.043,-1.074,-1.147,-1.403,-0.935,-0.874,-0.707,-1.129,-1.03,-0.994,-1.012,-0.925,-0.94,-0.998,-0.947,-1.181,-1.066,-1.287,-0.615,-1.167,-0.932,-1.025,-0.938,-0.462,-1.007,-1.115,-0.708,-1.102,-0.998,-1.016,-0.998,-1.011,-0.974,-1.052,-0.932,-1.001,-0.867,-0.996,-0.875,-0.893,-0.598,-0.302,-0.11,-0.048,0.011,-0.002,0.061,0.006,0.098,0.2,0.086,0.024,0.024,0.026,0.02,0.068,-0.001,0.028,0.007,0.002,0.051,0.043,0.045,0.042,0.023,0.014,1.0
0.018,0.012,0.005,-0.001,0.028,0.083,0.043,0.055,0.106,0.34,0.393,0.91,0.943,0.9,0.558,0.309,0.176,0.134,0.072,0.049,0.043,0.03,0.008,0.054,0.017,0.036,0.007,0.028,0.02,0.014,0.041,0.042,0.006,0.005,0.037,0.009,-0.062,-0.358,-0.736,-0.873,-1.023,-0.869,-0.972,-1.029,-0.918,0.031,-0.598,-0.986,-0.872,-1.12,-1.021,-1.09,-1.009,-1.001,-1.012,-1.036,-0.911,-1.526,-0.529,-1.131,-0.924,-0.995,-0.831,-0.738,-1.071,-0.939,-1.033,-1.046,-1.253,-1.014,-1.024,-0.992,-0.961,-1.003,-0.877,-1.032,-0.843,-1.012,-0.968,-1.031,-1.157,-0.977,-1.026,-0.776,-0.817,-0.953,-0.891,-0.458,-0.361,-0.303,0.107,0.014,-0.031,0.017,0.126,0.055,-0.307,-0.001,-0.131,0.143,0.035,0.045,0.054,0.021,0.001,0.046,0.027,0.018,0.065,-0.017,-0.009,-0.095,-0.019,0.102,0.032,0.071,0.065,0.006,0.03,0.035,0.029,0.04,0.048,0.035,0.05,0.002,0.017,0.036,1.0
0.038,0.019,0.003,0.043,0.049,-0.038,0.124,0.449,0.774,1.15,1.017,1.129,1.073,1.151,1.121,1.109,1.093,0.96,0.63,0.322,0.142,0.059,0.065,0.033,0.022,0.034,0.023,0.004,0.008,0.047,0.029,0.044,0.013,0.044,0.017,0.076,-0.024,0.07,-0.068,0.452,0.48,0.744,1.062,0.883,0.841,1.053,1.09,1.15,1.083,1.154,1.31,1.282,1.114,1.141,1.368,1.105,1.071,0.785,0.781,1.05,1.071,1.276,0.881,1.243,1.171,1.025,1.127,1.028,1.044,0.995,1.108,0.997,1.073,1.03,1.06,1.127,1.347,0.831,1.254,1.012,1.018,1.074,1.407,1.034,0.955,0.668,0.42,0.133,-0.01,0.018,0.013,0.054,0.038,-0.128,0.026,0.196,-0.037,-0.019,0.085,-0.122,0.021,-0.001,-0.018,-0.041,-0.01,0.045,0.047,0.039,0.032,0.043,0.037,-0.086,0.022,0.133,-0.12,0.106,-0.013,0.059,0.021,0.008,0.028,0.013,0.04,0.014,0.022,0.018,0.031,0.013,1.0
0.03,0.041,0.033,0.038,-0.005,-0.03,0.019,0.007,0.064,0.318,0.805,1.004,1.046,1.053,0.983,0.316,0.165,0.091,0.057,0.01,0.046,0.033,0.001,0.04,0.024,0.023,0.022,-0.005,0.029,0.025,0.021,0.003,0.016,0.019,-0.018,0.005,0.001,0.042,0.013,0.192,0.371,0.61,0.453,0.846,0.866,1.129,0.817,1.137,0.255,0.891,0.89,0.876,1.084,0.343,0.848,1.939,0.903,0.868,1.208,1.095,0.65,1.107,0.909,0.911,0.934,0.988,1.069,0.909,0.57,1.072,0.969,0.912,0.91,0.93,1.037,0.867,0.652,0.928,0.789,1.228,0.975,1.04,0.868,0.914,0.87,0.963,0.801,1.089,0.9,0.953,0.543,0.247,0.138,0.059,0.04,0.107,0.047,-0.05,-0.027,0.035,0.048,0.071,0.163,-0.011,0.015,0.018,0.03,0.038,0.09,0.035,0.112,0.045,0.093,0.025,0.068,0.016,-0.042,0.046,0.033,0.061,0.022,0.014,0.021,0.054,0.043,0.011,0.018,0.017,1.0
