@RELATION BME

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC
@ATTRIBUTE att71_err NUMERIC
@ATTRIBUTE att72_err NUMERIC
@ATTRIBUTE att73_err NUMERIC
@ATTRIBUTE att74_err NUMERIC
@ATTRIBUTE att75_err NUMERIC
@ATTRIBUTE att76_err NUMERIC
@ATTRIBUTE att77_err NUMERIC
@ATTRIBUTE att78_err NUMERIC
@ATTRIBUTE att79_err NUMERIC
@ATTRIBUTE att80_err NUMERIC
@ATTRIBUTE att81_err NUMERIC
@ATTRIBUTE att82_err NUMERIC
@ATTRIBUTE att83_err NUMERIC
@ATTRIBUTE att84_err NUMERIC
@ATTRIBUTE att85_err NUMERIC
@ATTRIBUTE att86_err NUMERIC
@ATTRIBUTE att87_err NUMERIC
@ATTRIBUTE att88_err NUMERIC
@ATTRIBUTE att89_err NUMERIC
@ATTRIBUTE att90_err NUMERIC
@ATTRIBUTE att91_err NUMERIC
@ATTRIBUTE att92_err NUMERIC
@ATTRIBUTE att93_err NUMERIC
@ATTRIBUTE att94_err NUMERIC
@ATTRIBUTE att95_err NUMERIC
@ATTRIBUTE att96_err NUMERIC
@ATTRIBUTE att97_err NUMERIC
@ATTRIBUTE att98_err NUMERIC
@ATTRIBUTE att99_err NUMERIC
@ATTRIBUTE att100_err NUMERIC
@ATTRIBUTE att101_err NUMERIC
@ATTRIBUTE att102_err NUMERIC
@ATTRIBUTE att103_err NUMERIC
@ATTRIBUTE att104_err NUMERIC
@ATTRIBUTE att105_err NUMERIC
@ATTRIBUTE att106_err NUMERIC
@ATTRIBUTE att107_err NUMERIC
@ATTRIBUTE att108_err NUMERIC
@ATTRIBUTE att109_err NUMERIC
@ATTRIBUTE att110_err NUMERIC
@ATTRIBUTE att111_err NUMERIC
@ATTRIBUTE att112_err NUMERIC
@ATTRIBUTE att113_err NUMERIC
@ATTRIBUTE att114_err NUMERIC
@ATTRIBUTE att115_err NUMERIC
@ATTRIBUTE att116_err NUMERIC
@ATTRIBUTE att117_err NUMERIC
@ATTRIBUTE att118_err NUMERIC
@ATTRIBUTE att119_err NUMERIC
@ATTRIBUTE att120_err NUMERIC
@ATTRIBUTE att121_err NUMERIC
@ATTRIBUTE att122_err NUMERIC
@ATTRIBUTE att123_err NUMERIC
@ATTRIBUTE att124_err NUMERIC
@ATTRIBUTE att125_err NUMERIC
@ATTRIBUTE att126_err NUMERIC
@ATTRIBUTE att127_err NUMERIC
@ATTRIBUTE att128_err NUMERIC

@DATA
0.001,0.002,0.001,0.004,0.002,0.02,0.022,0.006,0.026,0.117,0.035,0.088,0.094,0.103,0.152,0.108,0.064,0.05,0.018,0.002,0.001,0.008,0.004,0.003,0.002,0.003,0.003,0.004,0.001,0.002,0.002,0.001,0.001,0.005,0.045,0.062,0.105,0.083,0.151,0.169,0.049,0.243,0.022,0.028,0.175,0.121,0.509,0.114,0.062,0.089,0.06,0.361,0.183,0.029,0.162,0.046,0.088,0.151,0.07,0.003,0.167,0.105,0.132,0.171,0.091,0.151,0.102,0.202,0.024,0.255,0.03,0.11,0.263,0.149,0.186,0.174,0.002,0.134,0.122,0.128,0.227,0.303,0.03,0.077,0.129,0.089,0.059,0.101,0.122,0.019,0.061,0.041,0.033,0.082,0.059,0.105,0.115,0.018,0.003,0.081,0.038,0.057,0.057,0.015,0.001,0.007,0.001,0.003,0.024,0.013,0.029,0.021,0.008,0.077,0.052,0.049,0.045,0.071,0.013,0.018,0.033,0.012,0.001,0.003,0.005,0.001,0.001,0.002
0.002,0.001,0.002,0.001,0.003,0.004,0.04,0.049,0.035,0.043,0.005,0.058,0.09,0.001,0.137,0.107,0.108,0.067,0.03,0.004,0.011,0.002,0.002,0.004,0.001,0.003,0.001,0.0,0.005,0.0,0.002,0.001,0.008,0.0,0.005,0.079,0.022,0.115,0.155,0.034,0.246,0.171,0.059,0.121,0.042,0.27,0.038,0.245,0.106,0.061,0.118,0.346,0.126,0.028,0.219,0.076,0.162,0.051,0.189,0.145,0.029,0.073,0.103,0.1,0.092,0.301,0.445,0.048,0.153,0.238,0.155,0.137,0.167,0.168,0.075,0.112,0.094,0.239,0.165,0.288,0.132,0.156,0.091,0.191,0.067,0.012,0.147,0.335,0.106,0.052,0.063,0.103,0.1,0.022,0.09,0.046,0.071,0.094,0.018,0.048,0.033,0.119,0.014,0.01,0.008,0.0,0.007,0.014,0.016,0.021,0.004,0.023,0.058,0.066,0.092,0.085,0.036,0.003,0.03,0.022,0.0,0.01,0.006,0.002,0.009,0.003,0.0,0.001
0.001,0.007,0.003,0.002,0.002,0.011,0.003,0.035,0.042,0.02,0.153,0.031,0.141,0.03,0.008,0.037,0.02,0.049,0.053,0.015,0.008,0.004,0.003,0.004,0.004,0.005,0.0,0.001,0.001,0.0,0.001,0.004,0.0,0.014,0.006,0.031,0.071,0.01,0.098,0.124,0.077,0.313,0.07,0.163,0.018,0.033,0.119,0.459,0.132,0.328,0.455,0.018,0.237,0.214,0.012,0.215,0.054,0.478,0.283,0.349,0.375,0.316,0.145,0.392,0.332,0.252,0.203,0.204,0.3,0.034,0.193,0.028,0.013,0.149,0.323,0.192,0.3,0.322,0.095,0.052,0.035,0.171,0.462,0.088,0.063,0.091,0.097,0.229,0.048,0.004,0.033,0.002,0.141,0.122,0.03,0.049,0.073,0.225,0.014,0.094,0.156,0.008,0.032,0.013,0.001,0.003,0.017,0.009,0.036,0.024,0.084,0.106,0.012,0.079,0.005,0.047,0.023,0.003,0.0,0.022,0.006,0.016,0.0,0.001,0.0,0.003,0.005,0.005
0.007,0.003,0.003,0.001,0.007,0.004,0.007,0.022,0.089,0.047,0.08,0.004,0.114,0.044,0.122,0.043,0.141,0.017,0.012,0.022,0.005,0.002,0.002,0.001,0.005,0.003,0.004,0.0,0.001,0.002,0.003,0.001,0.003,0.009,0.025,0.027,0.016,0.039,0.051,0.102,0.012,0.08,0.099,0.152,0.005,0.039,0.229,0.548,0.215,0.056,0.564,0.213,0.324,0.172,0.158,0.08,0.282,0.129,0.052,0.1,0.186,0.55,0.422,0.167,0.06,0.245,0.052,0.017,0.019,0.143,0.055,0.127,0.268,0.04,0.106,0.091,0.082,0.09,0.159,0.25,0.372,0.042,0.199,0.232,0.274,0.033,0.213,0.087,0.123,0.05,0.04,0.189,0.141,0.004,0.081,0.036,0.082,0.048,0.042,0.051,0.096,0.067,0.065,0.011,0.004,0.012,0.007,0.006,0.034,0.137,0.003,0.019,0.035,0.058,0.019,0.077,0.12,0.034,0.026,0.01,0.022,0.012,0.003,0.001,0.001,0.005,0.002,0.001
0.006,0.004,0.001,0.001,0.005,0.002,0.02,0.031,0.011,0.075,0.109,0.076,0.222,0.24,0.037,0.03,0.061,0.143,0.032,0.006,0.003,0.0,0.0,0.001,0.005,0.001,0.007,0.0,0.001,0.002,0.001,0.001,0.002,0.014,0.012,0.024,0.046,0.031,0.149,0.087,0.072,0.116,0.017,0.244,0.136,0.319,0.06,0.225,0.062,0.088,0.088,0.05,0.037,0.249,0.138,0.092,0.221,0.17,0.115,0.029,0.025,0.428,0.434,0.306,0.066,0.014,0.339,0.088,0.053,0.098,0.257,0.177,0.078,0.118,0.194,0.025,0.121,0.092,0.11,0.303,0.043,0.455,0.01,0.061,0.103,0.062,0.141,0.021,0.078,0.155,0.036,0.058,0.138,0.021,0.022,0.059,0.012,0.068,0.182,0.053,0.046,0.052,0.009,0.01,0.004,0.011,0.006,0.057,0.067,0.062,0.066,0.014,0.154,0.049,0.038,0.041,0.008,0.033,0.01,0.008,0.003,0.011,0.002,0.005,0.001,0.004,0.004,0.002
0.004,0.002,0.006,0.004,0.007,0.003,0.028,0.005,0.004,0.107,0.075,0.021,0.062,0.121,0.056,0.073,0.048,0.0,0.023,0.015,0.013,0.004,0.0,0.004,0.002,0.002,0.002,0.001,0.002,0.001,0.001,0.002,0.005,0.008,0.001,0.036,0.009,0.042,0.072,0.098,0.089,0.116,0.208,0.284,0.302,0.074,0.078,0.315,0.445,0.138,0.25,0.039,0.025,0.023,0.262,0.028,0.108,0.066,0.127,0.324,0.073,0.053,0.064,0.012,0.001,0.013,0.286,0.165,0.25,0.014,0.232,0.443,0.088,0.248,0.073,0.005,0.228,0.039,0.286,0.327,0.245,0.103,0.278,0.093,0.036,0.254,0.103,0.115,0.058,0.153,0.133,0.076,0.055,0.069,0.001,0.028,0.002,0.037,0.019,0.089,0.133,0.021,0.024,0.011,0.002,0.005,0.007,0.016,0.006,0.002,0.031,0.108,0.051,0.072,0.018,0.013,0.063,0.071,0.054,0.051,0.012,0.006,0.002,0.001,0.002,0.002,0.004,0.002
0.0,0.0,0.007,0.001,0.008,0.014,0.011,0.001,0.031,0.069,0.119,0.085,0.064,0.143,0.038,0.132,0.114,0.102,0.015,0.02,0.002,0.0,0.0,0.001,0.001,0.003,0.002,0.005,0.001,0.004,0.001,0.003,0.007,0.005,0.026,0.091,0.031,0.03,0.129,0.229,0.354,0.015,0.078,0.229,0.093,0.001,0.283,0.048,0.156,0.122,0.037,0.116,0.013,0.07,0.027,0.202,0.067,0.556,0.26,0.105,0.105,0.21,0.281,0.097,0.17,0.542,0.107,0.149,0.217,0.182,0.076,0.003,0.03,0.056,0.245,0.1,0.144,0.176,0.205,0.196,0.358,0.082,0.063,0.071,0.037,0.23,0.001,0.103,0.165,0.055,0.005,0.185,0.016,0.006,0.035,0.1,0.136,0.005,0.075,0.008,0.118,0.003,0.063,0.014,0.015,0.008,0.001,0.026,0.052,0.026,0.084,0.07,0.037,0.015,0.029,0.006,0.041,0.182,0.022,0.024,0.005,0.009,0.001,0.003,0.002,0.005,0.002,0.001
0.0,0.004,0.001,0.001,0.005,0.036,0.005,0.016,0.034,0.052,0.127,0.062,0.017,0.035,0.126,0.002,0.032,0.082,0.026,0.017,0.002,0.004,0.003,0.0,0.002,0.002,0.005,0.001,0.005,0.002,0.0,0.003,0.004,0.003,0.006,0.013,0.056,0.022,0.114,0.077,0.033,0.088,0.139,0.142,0.184,0.464,0.37,0.173,0.255,0.249,0.096,0.07,0.006,0.332,0.013,0.142,0.139,0.324,0.31,0.094,0.269,0.124,0.25,0.407,0.056,0.099,0.029,0.028,0.123,0.011,0.235,0.04,0.173,0.031,0.245,0.031,0.114,0.116,0.143,0.142,0.089,0.161,0.039,0.169,0.28,0.049,0.023,0.121,0.103,0.162,0.147,0.02,0.117,0.001,0.091,0.041,0.19,0.029,0.109,0.163,0.012,0.064,0.041,0.005,0.01,0.003,0.021,0.01,0.019,0.035,0.017,0.085,0.037,0.042,0.056,0.057,0.029,0.088,0.029,0.057,0.011,0.01,0.003,0.003,0.005,0.004,0.0,0.005
0.006,0.004,0.002,0.001,0.002,0.032,0.032,0.001,0.009,0.08,0.014,0.073,0.041,0.067,0.196,0.024,0.007,0.007,0.022,0.004,0.007,0.001,0.0,0.002,0.004,0.001,0.001,0.001,0.002,0.001,0.002,0.002,0.005,0.008,0.006,0.019,0.049,0.027,0.254,0.144,0.036,0.009,0.137,0.351,0.185,0.013,0.022,0.245,0.133,0.256,0.329,0.237,0.08,0.096,0.243,0.074,0.003,0.245,0.179,0.084,0.017,0.311,0.13,0.084,0.103,0.119,0.09,0.036,0.196,0.164,0.295,0.089,0.215,0.051,0.029,0.228,0.306,0.297,0.071,0.181,0.129,0.142,0.207,0.314,0.044,0.015,0.065,0.044,0.149,0.136,0.044,0.021,0.075,0.134,0.024,0.14,0.057,0.019,0.075,0.154,0.079,0.021,0.097,0.034,0.015,0.004,0.022,0.009,0.044,0.08,0.03,0.104,0.025,0.033,0.191,0.048,0.117,0.032,0.001,0.001,0.014,0.009,0.002,0.001,0.001,0.007,0.001,0.001
0.005,0.005,0.0,0.005,0.003,0.039,0.009,0.014,0.075,0.082,0.037,0.017,0.069,0.117,0.164,0.045,0.081,0.02,0.017,0.002,0.0,0.004,0.004,0.004,0.002,0.0,0.006,0.002,0.001,0.003,0.004,0.0,0.002,0.018,0.019,0.001,0.023,0.034,0.028,0.153,0.005,0.108,0.294,0.013,0.134,0.116,0.143,0.149,0.364,0.267,0.051,0.346,0.205,0.409,0.174,0.65,0.016,0.304,0.313,0.137,0.109,0.25,0.005,0.143,0.073,0.135,0.22,0.045,0.293,0.211,0.045,0.017,0.024,0.027,0.22,0.071,0.417,0.126,0.284,0.34,0.167,0.236,0.052,0.131,0.188,0.23,0.098,0.087,0.003,0.142,0.022,0.025,0.012,0.131,0.122,0.135,0.012,0.113,0.022,0.021,0.021,0.031,0.134,0.005,0.005,0.001,0.009,0.014,0.098,0.042,0.049,0.021,0.179,0.05,0.042,0.023,0.063,0.005,0.009,0.028,0.004,0.01,0.001,0.006,0.006,0.002,0.001,0.001
0.001,0.003,0.0,0.004,0.011,0.039,0.024,0.027,0.027,0.072,0.02,0.038,0.054,0.024,0.035,0.021,0.026,0.025,0.03,0.009,0.002,0.001,0.002,0.002,0.002,0.006,0.005,0.001,0.0,0.001,0.001,0.003,0.009,0.015,0.006,0.037,0.039,0.019,0.017,0.056,0.038,0.18,0.204,0.086,0.175,0.218,0.199,0.138,0.003,0.443,0.105,0.211,0.258,0.15,0.308,0.462,0.211,0.101,0.007,0.214,0.111,0.225,0.178,0.107,0.059,0.042,0.009,0.387,0.146,0.072,0.112,0.105,0.032,0.179,0.467,0.163,0.023,0.337,0.512,0.083,0.441,0.25,0.003,0.03,0.347,0.146,0.37,0.018,0.026,0.121,0.022,0.101,0.146,0.034,0.065,0.123,0.11,0.038,0.021,0.081,0.064,0.013,0.031,0.004,0.014,0.0,0.03,0.018,0.019,0.044,0.113,0.139,0.03,0.104,0.185,0.037,0.013,0.058,0.04,0.007,0.003,0.001,0.006,0.006,0.002,0.003,0.002,0.005
0.004,0.005,0.001,0.001,0.004,0.007,0.051,0.01,0.045,0.016,0.162,0.066,0.012,0.086,0.119,0.047,0.031,0.123,0.011,0.012,0.017,0.002,0.002,0.001,0.001,0.003,0.001,0.001,0.001,0.003,0.002,0.003,0.006,0.014,0.006,0.008,0.009,0.092,0.014,0.111,0.072,0.044,0.024,0.129,0.001,0.185,0.052,0.502,0.203,0.133,0.028,0.035,0.07,0.416,0.205,0.336,0.042,0.063,0.159,0.118,0.377,0.274,0.041,0.343,0.314,0.037,0.379,0.028,0.19,0.116,0.081,0.074,0.371,0.159,0.057,0.112,0.208,0.352,0.044,0.066,0.318,0.02,0.198,0.442,0.309,0.163,0.124,0.104,0.01,0.044,0.064,0.005,0.093,0.006,0.143,0.044,0.086,0.051,0.124,0.077,0.019,0.043,0.014,0.012,0.002,0.0,0.024,0.057,0.038,0.002,0.008,0.027,0.031,0.039,0.04,0.052,0.022,0.019,0.046,0.052,0.018,0.011,0.002,0.001,0.004,0.0,0.0,0.003
0.0,0.003,0.006,0.001,0.004,0.018,0.047,0.032,0.006,0.122,0.145,0.083,0.025,0.123,0.118,0.026,0.045,0.079,0.022,0.002,0.009,0.005,0.001,0.005,0.001,0.005,0.003,0.003,0.0,0.003,0.004,0.001,0.005,0.002,0.01,0.093,0.041,0.059,0.113,0.127,0.021,0.22,0.007,0.238,0.107,0.005,0.41,0.089,0.115,0.258,0.02,0.079,0.399,0.019,0.079,0.375,0.076,0.094,0.362,0.107,0.057,0.233,0.388,0.158,0.046,0.026,0.03,0.217,0.096,0.477,0.318,0.141,0.166,0.014,0.086,0.019,0.027,0.101,0.24,0.138,0.009,0.459,0.122,0.03,0.274,0.004,0.236,0.0,0.23,0.08,0.14,0.062,0.082,0.055,0.014,0.119,0.022,0.055,0.011,0.03,0.046,0.115,0.063,0.058,0.002,0.018,0.0,0.021,0.068,0.035,0.032,0.034,0.002,0.105,0.142,0.072,0.025,0.081,0.011,0.012,0.021,0.005,0.003,0.004,0.001,0.001,0.002,0.003
0.002,0.001,0.003,0.003,0.002,0.013,0.004,0.089,0.032,0.023,0.185,0.002,0.116,0.04,0.107,0.152,0.008,0.023,0.044,0.009,0.005,0.004,0.001,0.002,0.002,0.0,0.001,0.0,0.003,0.001,0.001,0.005,0.009,0.007,0.035,0.056,0.041,0.019,0.108,0.054,0.009,0.03,0.137,0.214,0.014,0.15,0.289,0.007,0.09,0.207,0.419,0.329,0.016,0.091,0.124,0.066,0.217,0.342,0.105,0.059,0.237,0.14,0.106,0.031,0.012,0.179,0.068,0.13,0.418,0.023,0.107,0.1,0.202,0.127,0.329,0.068,0.293,0.096,0.115,0.267,0.039,0.099,0.313,0.08,0.14,0.291,0.123,0.111,0.046,0.098,0.101,0.1,0.017,0.179,0.064,0.014,0.043,0.024,0.101,0.077,0.01,0.057,0.076,0.014,0.004,0.005,0.017,0.02,0.116,0.026,0.005,0.018,0.063,0.174,0.114,0.003,0.007,0.03,0.024,0.017,0.008,0.012,0.002,0.006,0.001,0.003,0.003,0.0
0.003,0.0,0.001,0.004,0.003,0.009,0.011,0.036,0.052,0.035,0.079,0.056,0.055,0.014,0.053,0.014,0.001,0.045,0.009,0.026,0.004,0.006,0.004,0.0,0.002,0.002,0.004,0.001,0.0,0.004,0.0,0.001,0.001,0.014,0.039,0.042,0.019,0.01,0.061,0.052,0.125,0.264,0.082,0.003,0.059,0.295,0.033,0.035,0.403,0.487,0.385,0.085,0.112,0.179,0.277,0.198,0.051,0.191,0.028,0.009,0.266,0.334,0.099,0.045,0.053,0.101,0.292,0.15,0.024,0.018,0.281,0.257,0.019,0.288,0.262,0.045,0.221,0.053,0.214,0.126,0.023,0.174,0.192,0.292,0.002,0.176,0.049,0.178,0.03,0.071,0.01,0.015,0.017,0.048,0.019,0.074,0.038,0.0,0.056,0.079,0.104,0.136,0.012,0.029,0.012,0.012,0.013,0.027,0.033,0.016,0.082,0.007,0.076,0.031,0.053,0.106,0.049,0.001,0.018,0.043,0.007,0.003,0.0,0.002,0.0,0.002,0.0,0.003
0.006,0.001,0.005,0.0,0.005,0.012,0.022,0.017,0.014,0.033,0.074,0.09,0.09,0.057,0.009,0.025,0.038,0.04,0.048,0.002,0.006,0.002,0.001,0.003,0.004,0.003,0.0,0.003,0.002,0.008,0.003,0.002,0.001,0.006,0.001,0.041,0.029,0.028,0.1,0.131,0.041,0.277,0.097,0.232,0.248,0.221,0.078,0.057,0.011,0.16,0.178,0.056,0.268,0.031,0.078,0.163,0.115,0.059,0.008,0.406,0.139,0.09,0.025,0.366,0.244,0.206,0.192,0.101,0.124,0.217,0.211,0.284,0.036,0.233,0.28,0.004,0.205,0.208,0.25,0.089,0.11,0.454,0.118,0.032,0.114,0.36,0.039,0.156,0.114,0.117,0.107,0.086,0.23,0.014,0.161,0.037,0.025,0.076,0.025,0.014,0.055,0.019,0.021,0.022,0.025,0.004,0.012,0.037,0.06,0.027,0.029,0.096,0.07,0.158,0.026,0.006,0.014,0.016,0.026,0.007,0.003,0.008,0.005,0.007,0.007,0.003,0.002,0.004
0.004,0.006,0.001,0.006,0.006,0.012,0.058,0.042,0.017,0.025,0.054,0.078,0.124,0.049,0.01,0.064,0.017,0.084,0.02,0.018,0.007,0.005,0.005,0.001,0.0,0.001,0.003,0.003,0.003,0.004,0.002,0.003,0.0,0.014,0.02,0.012,0.01,0.072,0.032,0.284,0.12,0.012,0.17,0.13,0.06,0.274,0.291,0.18,0.041,0.278,0.221,0.146,0.038,0.183,0.077,0.03,0.292,0.008,0.024,0.348,0.308,0.176,0.326,0.133,0.236,0.32,0.009,0.107,0.038,0.142,0.062,0.049,0.213,0.072,0.164,0.129,0.086,0.1,0.234,0.253,0.126,0.262,0.04,0.087,0.092,0.166,0.147,0.057,0.123,0.065,0.047,0.036,0.247,0.078,0.024,0.073,0.007,0.091,0.091,0.025,0.136,0.076,0.017,0.01,0.004,0.002,0.022,0.028,0.03,0.071,0.1,0.118,0.142,0.043,0.008,0.004,0.033,0.021,0.086,0.067,0.03,0.001,0.005,0.002,0.004,0.001,0.004,0.001
0.002,0.006,0.003,0.006,0.002,0.001,0.015,0.021,0.051,0.018,0.083,0.031,0.107,0.201,0.046,0.056,0.005,0.082,0.012,0.011,0.018,0.003,0.004,0.006,0.001,0.002,0.0,0.001,0.001,0.005,0.002,0.007,0.006,0.012,0.011,0.042,0.004,0.126,0.113,0.035,0.049,0.276,0.082,0.139,0.101,0.302,0.331,0.021,0.092,0.019,0.029,0.224,0.171,0.035,0.106,0.215,0.194,0.126,0.071,0.305,0.083,0.129,0.232,0.46,0.07,0.027,0.006,0.06,0.124,0.097,0.187,0.215,0.237,0.036,0.224,0.056,0.24,0.313,0.343,0.048,0.216,0.072,0.266,0.393,0.052,0.034,0.082,0.007,0.019,0.056,0.166,0.02,0.114,0.093,0.042,0.03,0.005,0.11,0.009,0.012,0.015,0.013,0.032,0.012,0.011,0.002,0.01,0.015,0.002,0.003,0.08,0.069,0.064,0.06,0.006,0.062,0.068,0.028,0.033,0.031,0.019,0.008,0.002,0.002,0.002,0.001,0.003,0.001
0.001,0.0,0.002,0.001,0.004,0.012,0.059,0.015,0.013,0.021,0.017,0.024,0.028,0.043,0.04,0.029,0.001,0.013,0.013,0.007,0.012,0.002,0.003,0.003,0.003,0.0,0.003,0.001,0.001,0.002,0.007,0.007,0.002,0.003,0.024,0.002,0.063,0.038,0.073,0.058,0.063,0.045,0.121,0.224,0.168,0.476,0.202,0.351,0.002,0.158,0.121,0.087,0.103,0.154,0.182,0.021,0.015,0.085,0.168,0.161,0.077,0.179,0.078,0.107,0.106,0.132,0.034,0.217,0.096,0.189,0.224,0.007,0.168,0.051,0.012,0.192,0.296,0.118,0.006,0.058,0.059,0.033,0.036,0.18,0.031,0.208,0.039,0.054,0.18,0.125,0.13,0.13,0.169,0.06,0.057,0.062,0.134,0.004,0.083,0.035,0.0,0.024,0.005,0.018,0.001,0.007,0.013,0.001,0.004,0.115,0.097,0.015,0.071,0.03,0.134,0.078,0.121,0.048,0.005,0.005,0.015,0.014,0.008,0.004,0.002,0.001,0.003,0.002
