@RELATION CBF

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC
@ATTRIBUTE att71_err NUMERIC
@ATTRIBUTE att72_err NUMERIC
@ATTRIBUTE att73_err NUMERIC
@ATTRIBUTE att74_err NUMERIC
@ATTRIBUTE att75_err NUMERIC
@ATTRIBUTE att76_err NUMERIC
@ATTRIBUTE att77_err NUMERIC
@ATTRIBUTE att78_err NUMERIC
@ATTRIBUTE att79_err NUMERIC
@ATTRIBUTE att80_err NUMERIC
@ATTRIBUTE att81_err NUMERIC
@ATTRIBUTE att82_err NUMERIC
@ATTRIBUTE att83_err NUMERIC
@ATTRIBUTE att84_err NUMERIC
@ATTRIBUTE att85_err NUMERIC
@ATTRIBUTE att86_err NUMERIC
@ATTRIBUTE att87_err NUMERIC
@ATTRIBUTE att88_err NUMERIC
@ATTRIBUTE att89_err NUMERIC
@ATTRIBUTE att90_err NUMERIC
@ATTRIBUTE att91_err NUMERIC
@ATTRIBUTE att92_err NUMERIC
@ATTRIBUTE att93_err NUMERIC
@ATTRIBUTE att94_err NUMERIC
@ATTRIBUTE att95_err NUMERIC
@ATTRIBUTE att96_err NUMERIC
@ATTRIBUTE att97_err NUMERIC
@ATTRIBUTE att98_err NUMERIC
@ATTRIBUTE att99_err NUMERIC
@ATTRIBUTE att100_err NUMERIC
@ATTRIBUTE att101_err NUMERIC
@ATTRIBUTE att102_err NUMERIC
@ATTRIBUTE att103_err NUMERIC
@ATTRIBUTE att104_err NUMERIC
@ATTRIBUTE att105_err NUMERIC
@ATTRIBUTE att106_err NUMERIC
@ATTRIBUTE att107_err NUMERIC
@ATTRIBUTE att108_err NUMERIC
@ATTRIBUTE att109_err NUMERIC
@ATTRIBUTE att110_err NUMERIC
@ATTRIBUTE att111_err NUMERIC
@ATTRIBUTE att112_err NUMERIC
@ATTRIBUTE att113_err NUMERIC
@ATTRIBUTE att114_err NUMERIC
@ATTRIBUTE att115_err NUMERIC
@ATTRIBUTE att116_err NUMERIC
@ATTRIBUTE att117_err NUMERIC
@ATTRIBUTE att118_err NUMERIC
@ATTRIBUTE att119_err NUMERIC
@ATTRIBUTE att120_err NUMERIC
@ATTRIBUTE att121_err NUMERIC
@ATTRIBUTE att122_err NUMERIC
@ATTRIBUTE att123_err NUMERIC
@ATTRIBUTE att124_err NUMERIC
@ATTRIBUTE att125_err NUMERIC
@ATTRIBUTE att126_err NUMERIC
@ATTRIBUTE att127_err NUMERIC
@ATTRIBUTE att128_err NUMERIC

@DATA
0.033,0.303,1.321,0.067,0.582,0.572,1.077,0.441,0.259,0.935,2.02,0.485,0.227,0.108,1.249,0.456,0.165,0.948,0.433,0.621,2.376,0.832,4.219,1.064,0.577,0.208,2.433,1.799,1.086,0.189,1.208,3.851,2.707,0.49,1.193,0.554,1.179,0.326,0.35,1.876,0.067,0.118,0.465,0.918,0.114,1.12,0.147,0.456,0.595,1.053,0.593,0.045,0.255,1.656,0.186,1.201,1.521,0.147,0.336,0.244,1.492,0.166,0.559,2.283,1.444,1.423,0.334,1.321,0.797,0.735,1.39,1.024,0.553,2.083,1.273,1.01,1.454,0.507,2.156,1.043,2.305,1.789,0.939,0.928,0.513,0.838,0.645,0.51,1.845,0.838,1.115,0.654,1.955,3.241,1.115,0.477,0.737,0.247,1.651,2.225,0.337,0.517,0.474,3.227,0.106,0.943,0.904,1.177,1.014,1.007,0.479,3.113,0.14,0.168,1.461,1.402,0.226,1.645,0.108,2.617,0.451,0.344,0.06,0.464,2.131,0.787,0.174,0.273
0.194,0.344,0.096,1.248,1.811,0.032,1.035,0.469,0.123,0.67,0.863,1.073,0.772,1.104,0.508,1.22,0.255,1.064,0.13,0.511,0.264,0.981,1.663,1.362,1.65,0.52,1.083,1.015,1.555,0.691,0.204,0.392,0.016,0.325,0.391,1.935,0.256,0.61,0.046,0.333,0.083,1.476,0.709,2.571,0.469,0.264,0.194,2.032,1.095,0.157,0.513,0.359,0.161,0.936,1.06,1.191,0.768,0.824,0.695,2.587,0.106,0.988,1.69,2.11,1.74,1.468,0.343,0.097,0.086,0.205,0.816,0.745,0.92,1.042,0.011,0.526,0.276,0.448,0.482,0.894,1.998,0.591,1.124,2.048,0.974,0.142,0.467,0.158,0.519,0.313,0.185,0.937,0.531,0.631,0.359,0.898,1.118,0.096,1.593,2.772,0.203,0.801,1.229,1.135,1.03,0.516,0.057,0.674,0.47,0.753,0.637,0.037,1.785,0.411,1.187,1.998,0.281,0.945,2.89,0.444,1.224,0.861,0.666,1.98,1.069,0.453,1.936,0.521
1.737,1.199,0.133,0.228,0.1,0.874,0.406,0.099,0.207,0.066,0.882,0.586,0.469,0.537,0.992,1.022,0.783,1.038,1.336,1.349,2.214,2.517,2.595,1.259,1.107,2.622,0.452,2.338,1.714,1.597,0.549,0.712,0.277,0.457,1.24,1.138,0.645,0.911,1.66,1.273,0.387,0.458,2.142,1.49,0.016,0.372,1.277,0.133,0.264,0.623,1.528,0.148,0.137,1.251,0.819,0.468,0.239,0.59,1.172,0.511,0.57,0.687,1.535,1.52,1.92,1.319,0.143,1.145,0.889,1.95,0.107,1.697,0.227,1.017,0.472,0.4,2.311,0.591,1.958,0.799,0.47,0.116,1.924,0.01,0.205,2.639,1.102,1.142,2.727,0.604,1.077,0.436,2.601,0.912,1.056,1.306,0.805,1.362,1.731,0.387,0.271,0.472,0.223,0.198,1.444,1.681,0.633,0.309,0.0,0.308,0.979,0.989,0.274,0.161,0.913,1.257,1.117,1.496,1.374,0.599,0.292,0.83,0.47,1.632,0.578,0.965,0.087,0.003
0.085,1.156,0.338,0.484,0.364,0.439,0.568,0.402,0.294,0.159,0.588,0.411,0.017,0.272,0.13,1.442,0.383,0.445,0.231,0.15,1.379,0.562,0.98,0.894,0.732,0.932,1.09,0.176,0.095,1.455,0.267,0.524,0.012,1.346,1.969,1.154,0.645,1.669,0.592,0.791,1.374,0.296,1.266,1.102,2.215,0.226,1.056,0.247,0.661,0.725,0.279,0.2,0.34,0.951,1.006,0.603,0.129,1.505,0.593,0.81,1.25,0.75,0.451,2.092,0.261,1.304,0.045,1.527,0.545,0.997,0.457,0.503,0.24,1.703,0.148,1.175,0.239,0.263,1.178,1.693,1.514,0.458,0.047,2.131,1.962,0.461,1.931,0.048,1.36,0.841,0.994,0.589,0.062,0.865,0.249,0.499,0.788,0.47,0.064,1.126,1.125,1.5,0.6,0.148,0.159,0.654,0.448,1.004,2.049,0.531,2.556,0.217,0.047,2.266,0.148,0.72,2.304,1.717,0.258,0.775,0.846,0.957,0.488,0.666,0.682,0.18,1.316,0.96
0.279,0.686,0.986,0.35,1.845,1.202,0.878,0.29,1.13,0.582,0.024,0.473,0.326,1.422,0.419,0.614,0.833,0.596,0.412,3.3,0.447,0.476,0.768,0.252,1.619,2.62,0.465,2.667,0.902,1.57,1.186,0.765,0.03,2.64,1.286,1.106,0.107,3.828,0.107,3.069,1.53,0.145,2.587,1.37,0.625,0.622,1.711,0.524,1.321,0.363,0.174,0.657,0.045,0.331,0.188,0.893,0.209,0.045,0.41,0.497,1.29,0.558,0.693,2.577,2.085,0.517,1.648,1.524,0.856,0.678,0.245,0.712,1.783,0.68,1.823,1.067,1.463,0.543,1.676,0.114,0.301,0.327,0.049,0.12,1.054,1.856,0.326,1.197,0.94,0.029,0.131,0.217,0.422,1.698,1.785,1.227,0.411,0.423,1.33,0.89,0.865,2.32,0.046,0.513,1.735,2.439,0.766,0.189,0.444,1.0,1.307,0.168,1.019,0.592,2.071,1.013,1.312,0.195,0.382,1.68,0.517,0.359,1.803,1.174,2.559,0.335,0.615,0.093
0.075,1.336,0.816,0.122,1.202,0.137,0.833,0.402,0.318,0.028,1.609,0.852,0.33,0.412,0.224,0.363,0.848,0.4,1.136,0.324,2.314,2.63,2.488,2.317,0.311,2.499,2.929,1.081,3.398,3.621,2.248,1.456,0.929,2.075,0.406,0.508,1.97,0.792,1.178,0.662,1.092,2.227,0.971,0.487,0.006,0.114,0.732,0.736,1.323,0.04,0.27,0.977,2.14,0.199,0.002,0.686,0.374,0.95,0.965,0.25,0.623,0.689,1.762,0.454,1.772,0.882,0.68,1.663,0.339,0.749,0.009,0.919,1.452,0.213,2.162,0.83,2.548,0.223,0.185,0.026,2.636,0.433,0.464,1.654,0.676,0.188,0.619,0.976,0.83,0.575,1.157,1.486,1.673,1.756,0.173,2.092,0.609,0.137,0.431,0.689,2.52,0.853,1.377,0.793,0.156,0.905,0.139,0.293,1.424,0.361,1.052,0.087,1.297,1.716,0.587,0.832,2.511,0.59,1.241,0.143,0.312,2.376,0.139,0.393,0.735,0.566,1.256,0.43
1.473,0.039,0.805,0.58,1.714,0.284,1.045,0.565,0.165,0.638,0.558,0.428,1.055,1.017,1.452,0.904,0.402,0.578,0.629,1.563,1.161,1.718,0.741,0.964,1.294,0.845,1.059,3.626,1.376,1.367,2.393,1.366,1.246,0.594,0.064,0.449,1.222,0.112,1.246,0.622,1.457,0.037,0.159,1.816,1.059,1.046,0.045,0.083,0.453,0.046,0.59,0.156,0.523,0.678,0.117,1.692,0.657,0.171,0.853,0.27,1.59,0.68,0.271,0.237,1.771,0.682,1.507,2.021,0.388,0.142,1.832,0.381,0.856,1.046,1.356,1.104,0.603,0.511,0.804,0.979,0.332,0.374,1.736,3.088,4.393,1.582,0.228,0.613,1.316,1.329,1.106,0.195,0.835,0.213,1.161,0.38,0.634,2.879,1.739,0.197,1.299,1.204,0.69,2.322,1.67,1.488,1.504,0.721,1.0,0.214,3.466,0.238,1.49,1.193,1.085,1.601,0.515,0.766,0.867,0.61,1.154,0.514,0.541,0.186,0.437,1.282,0.75,0.543
0.237,0.065,0.428,1.115,0.917,1.111,0.365,0.361,0.407,0.599,0.209,0.113,0.619,0.506,0.236,0.012,0.889,0.979,1.453,1.634,1.12,1.181,2.523,2.141,2.225,0.573,0.902,0.502,1.469,0.273,1.998,2.392,1.528,0.861,0.135,0.326,0.26,1.695,0.735,1.975,2.552,1.242,0.6,1.003,0.844,0.095,1.357,0.971,0.588,1.06,0.318,0.357,0.248,1.176,0.181,0.35,0.158,1.251,0.795,0.267,0.713,0.39,1.113,0.639,0.044,0.568,0.147,0.333,1.483,0.524,0.18,0.155,1.248,1.994,0.429,1.497,1.003,0.098,0.689,1.903,0.598,0.384,0.588,0.453,2.009,0.062,1.805,1.286,0.382,1.871,0.513,0.602,0.057,0.826,1.941,0.625,2.521,0.832,1.516,0.15,0.456,1.13,0.905,1.026,2.599,0.719,1.15,0.907,0.168,2.099,1.099,0.762,1.028,1.25,1.636,0.753,1.544,0.534,0.711,0.412,0.638,1.232,1.537,0.538,0.439,0.856,0.003,1.092
0.373,0.323,1.068,0.57,0.443,0.115,0.569,0.969,0.387,0.668,0.967,0.171,0.871,0.324,0.108,1.26,0.227,0.878,0.267,1.145,0.744,1.319,1.285,2.748,0.678,1.856,0.339,1.961,0.35,0.157,0.524,2.147,3.346,1.654,1.856,1.864,0.423,1.206,1.362,0.103,0.664,1.501,1.302,0.56,0.848,0.554,1.767,0.738,0.43,0.093,0.001,1.335,0.627,0.7,1.043,1.559,0.622,1.994,0.101,0.645,0.95,0.301,0.107,0.34,1.336,1.692,0.13,1.54,0.495,0.174,0.11,0.031,0.364,0.357,0.395,1.201,1.84,0.032,0.391,0.049,1.442,0.944,1.85,1.745,0.275,1.971,0.95,1.255,0.659,0.622,1.857,0.211,0.218,1.628,0.284,2.041,0.573,0.586,0.254,2.376,0.433,0.433,0.544,1.797,0.052,0.242,1.767,1.008,0.871,0.181,0.135,1.432,0.295,0.975,0.718,0.176,0.587,0.763,0.113,0.706,0.725,0.945,1.46,0.603,0.81,1.71,0.096,1.335
1.134,0.049,0.479,0.159,1.155,0.366,0.807,1.091,1.112,1.215,0.515,0.847,0.561,0.181,0.278,0.154,1.582,0.839,1.045,0.873,0.031,1.33,0.442,0.168,1.651,3.154,1.512,0.766,1.634,2.844,1.43,1.563,0.716,2.49,0.733,0.12,1.131,3.237,1.252,0.966,0.349,0.858,1.106,1.18,2.119,0.732,0.693,1.442,0.624,2.12,0.688,1.269,0.079,1.537,0.012,0.163,0.072,0.239,1.651,0.089,1.041,0.271,0.402,0.498,0.771,2.213,1.37,0.252,0.827,0.002,1.251,1.387,0.499,1.331,0.85,0.069,0.046,1.197,1.753,0.342,1.108,0.033,0.741,0.985,0.666,0.37,0.007,1.189,0.785,0.655,1.44,0.158,0.423,0.641,2.255,0.288,1.325,1.389,0.479,0.47,1.329,1.876,0.987,0.418,0.579,0.155,2.439,0.431,0.611,0.208,1.302,0.997,0.425,0.883,0.527,0.936,1.151,0.638,0.103,0.464,0.456,1.359,0.872,0.519,1.004,0.12,0.268,0.831
