@RELATION CBF

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE att97 NUMERIC
@ATTRIBUTE att98 NUMERIC
@ATTRIBUTE att99 NUMERIC
@ATTRIBUTE att100 NUMERIC
@ATTRIBUTE att101 NUMERIC
@ATTRIBUTE att102 NUMERIC
@ATTRIBUTE att103 NUMERIC
@ATTRIBUTE att104 NUMERIC
@ATTRIBUTE att105 NUMERIC
@ATTRIBUTE att106 NUMERIC
@ATTRIBUTE att107 NUMERIC
@ATTRIBUTE att108 NUMERIC
@ATTRIBUTE att109 NUMERIC
@ATTRIBUTE att110 NUMERIC
@ATTRIBUTE att111 NUMERIC
@ATTRIBUTE att112 NUMERIC
@ATTRIBUTE att113 NUMERIC
@ATTRIBUTE att114 NUMERIC
@ATTRIBUTE att115 NUMERIC
@ATTRIBUTE att116 NUMERIC
@ATTRIBUTE att117 NUMERIC
@ATTRIBUTE att118 NUMERIC
@ATTRIBUTE att119 NUMERIC
@ATTRIBUTE att120 NUMERIC
@ATTRIBUTE att121 NUMERIC
@ATTRIBUTE att122 NUMERIC
@ATTRIBUTE att123 NUMERIC
@ATTRIBUTE att124 NUMERIC
@ATTRIBUTE att125 NUMERIC
@ATTRIBUTE att126 NUMERIC
@ATTRIBUTE att127 NUMERIC
@ATTRIBUTE att128 NUMERIC
@ATTRIBUTE target {1.0, 3.0, 2.0}

@DATA
-0.45,-0.757,-1.057,-0.832,-1.008,-1.184,0.155,-0.9,-0.954,0.181,0.461,-0.21,-1.429,-1.076,-0.679,-0.221,-0.565,-1.905,-1.478,-0.904,-0.122,-1.611,-4.422,-1.136,-1.33,-0.411,-1.96,-0.139,0.487,1.489,-0.389,-1.881,1.092,1.225,2.806,1.081,2.812,1.275,0.946,-0.271,0.234,0.619,1.55,-0.776,0.651,1.04,0.871,1.631,1.245,0.972,0.517,1.112,1.158,-0.011,1.043,0.974,-0.57,1.22,1.332,0.705,-0.161,1.163,1.306,1.893,2.406,-0.968,1.459,3.153,2.389,3.191,3.836,0.646,0.616,-3.79,2.473,1.483,-0.269,0.53,0.896,-0.653,-0.766,2.909,0.682,0.437,1.15,-1.709,-1.045,-0.329,1.751,-0.977,-1.475,-0.642,0.138,3.367,1.05,-1.366,-0.243,-0.76,-6.061,1.413,-0.813,-0.555,-0.57,2.778,-1.43,-1.299,-1.54,-1.548,-0.217,1.102,-0.481,1.044,-0.9,-0.722,-3.158,-2.875,-1.085,-0.367,-1.394,-0.679,-0.747,-0.99,-1.063,-0.448,3.695,-1.425,-1.162,-1.348,1.0
-0.882,-0.337,-1.285,-3.039,-1.539,-1.354,-2.552,-0.683,-1.101,-0.419,-2.36,-0.681,-0.316,-3.274,-1.27,-2.165,0.714,0.088,1.151,0.715,0.923,0.656,2.727,0.177,-1.454,1.643,-0.297,0.187,-1.493,1.088,0.342,0.093,0.942,0.81,0.541,1.682,1.068,0.811,0.883,0.905,1.312,0.219,-0.568,0.308,0.411,0.466,0.136,0.248,0.455,1.101,0.722,0.978,1.042,1.643,1.195,0.651,0.693,1.251,0.726,3.73,0.51,0.632,2.006,-4.919,-0.97,0.5,0.489,0.719,-0.131,0.926,1.36,1.353,0.993,-0.13,0.53,0.3,0.949,1.156,0.378,0.693,2.942,0.754,3.004,2.226,1.769,0.243,0.905,0.523,0.185,0.891,0.337,2.552,-0.151,1.396,-1.343,-0.307,-0.275,-1.462,2.898,-0.687,-1.068,-0.187,-0.896,-4.259,-0.639,-2.157,-1.471,-0.716,-1.111,-1.613,-0.6,-0.789,0.341,-0.747,-0.098,0.75,-1.135,-2.935,0.614,-1.502,0.546,-0.602,-0.693,-0.604,-0.709,-0.874,-0.465,-1.886,1.0
-1.406,-1.598,-0.025,-1.069,-0.739,-1.853,0.014,-0.898,-0.679,-0.702,0.711,-1.034,-1.376,-1.056,-1.337,-2.577,-1.159,-2.084,0.94,0.191,1.718,1.204,-2.33,-0.79,-1.668,1.549,0.656,4.448,1.238,2.862,1.548,1.96,1.615,1.136,1.266,1.592,2.124,0.925,0.784,2.525,2.215,1.263,1.19,-0.273,1.538,1.4,2.845,1.325,1.202,1.089,1.107,1.157,1.615,0.815,2.326,0.701,1.436,1.255,1.426,0.927,1.109,0.923,-3.029,2.131,4.44,1.957,1.19,1.771,-0.578,-0.776,-0.876,-0.219,-0.73,-0.814,-0.354,-0.883,-3.92,0.017,-1.04,-1.262,-0.255,-0.686,3.287,-0.954,-1.032,-3.224,-0.644,-2.409,-3.72,-1.052,-1.558,-1.016,-0.02,-2.101,0.128,-3.637,-0.144,-1.165,-0.568,-0.908,-0.75,-0.37,-0.476,-0.644,-2.601,-0.557,-0.362,-0.232,-0.529,-0.166,0.167,-1.847,-0.913,-0.975,-0.711,-0.972,-1.368,0.795,-1.389,-0.176,0.082,0.04,-0.754,0.25,-0.729,-0.403,-0.583,-0.887,1.0
-0.204,1.539,-0.242,-0.215,-1.22,-0.688,-1.932,-0.133,-0.673,0.218,-0.903,-1.595,-0.666,-0.964,-0.041,-2.714,-1.246,-1.369,-0.997,-0.679,-1.026,0.509,4.88,2.648,2.709,1.641,1.776,2.436,1.777,3.518,2.495,1.453,1.882,3.147,1.952,2.43,3.219,-1.915,1.031,0.642,-1.059,2.148,0.726,0.753,1.984,0.895,-0.436,1.161,-0.358,0.978,0.791,1.001,0.162,2.234,0.31,-0.202,0.355,-1.067,-1.019,0.109,-3.012,1.011,-0.198,1.015,0.082,0.029,-0.208,-0.702,-0.863,-1.386,-0.468,-0.781,-1.14,-2.209,0.099,-2.53,-0.656,-0.181,0.193,-2.459,1.468,-0.429,-0.72,0.72,0.819,-0.04,0.239,0.332,-0.831,0.662,-1.151,-0.649,-0.481,-0.465,-0.844,-0.546,-0.844,-0.778,-0.108,0.615,-0.134,-2.065,-1.892,-1.615,-0.338,-1.351,-1.742,1.455,-1.153,-0.453,-1.443,0.72,-0.935,1.512,-0.002,-1.379,-2.826,-0.078,-0.426,0.031,-0.602,0.227,-1.168,-0.018,-0.266,-0.83,-0.643,1.3,3.0
-1.224,-0.726,-2.108,-0.946,1.538,-3.507,-0.161,-0.337,-2.279,0.633,-1.045,-0.981,-1.044,-1.636,-0.326,-1.668,-0.195,0.153,-1.361,-6.824,-0.998,0.319,-0.691,-1.5,-1.143,-0.097,-0.384,-6.02,-0.903,0.1,-1.157,0.335,-0.635,0.079,1.702,-1.441,-0.087,-5.657,-1.439,0.965,-0.958,0.154,-1.4,-0.884,-0.906,-0.971,-2.317,-0.866,1.073,1.602,0.056,0.854,-0.739,-1.347,0.547,0.007,0.525,0.024,0.502,1.032,0.389,-1.522,-0.174,-1.948,-1.61,-0.493,-0.174,-0.986,0.188,1.093,0.666,1.433,-1.302,1.111,1.014,0.487,1.607,-0.277,0.02,1.117,-0.33,0.44,0.895,0.237,1.267,1.535,1.349,2.113,-1.757,0.838,1.247,0.414,0.955,1.939,4.147,1.345,0.92,0.7,1.06,2.667,0.427,-0.153,1.344,1.669,0.068,2.47,1.837,1.081,0.665,1.534,0.165,1.188,0.644,3.202,1.384,0.351,2.8,-1.742,-1.753,2.406,-1.555,-1.156,-0.692,-1.739,-3.569,-1.441,-1.153,-0.982,2.0
-0.475,-0.586,0.061,-0.052,-1.836,-1.16,-0.602,0.041,-0.786,-0.559,1.038,0.179,-1.527,-0.783,-0.543,-0.462,-0.459,0.028,-2.944,0.916,-5.339,2.386,-0.487,-1.431,-0.279,-0.499,-3.471,0.797,-1.425,2.42,-3.817,-0.065,-0.502,0.483,1.42,-0.039,-0.177,0.065,0.621,0.443,0.454,1.243,0.528,2.401,1.088,0.479,2.317,2.26,2.962,1.196,0.918,0.233,4.809,0.876,0.806,2.851,2.362,1.953,3.204,1.977,1.669,2.46,0.307,2.799,2.467,1.549,0.521,0.027,-0.03,0.96,-0.093,-3.28,-1.189,0.131,-4.209,-0.609,-2.841,-0.719,-0.131,-0.976,-3.168,-0.449,-0.92,0.538,-2.707,-0.68,-0.476,-1.156,0.511,0.165,-1.301,-2.442,0.657,-2.891,0.065,-5.785,-0.178,0.166,-1.588,-1.502,5.009,-0.454,-1.364,1.476,-0.626,-1.741,-0.762,-0.353,0.055,-0.666,-0.466,0.005,-3.398,0.717,-0.427,-0.646,3.082,0.641,-0.79,0.417,-0.764,-0.873,-0.678,-1.401,0.222,-0.031,-1.616,-1.067,2.0
-3.403,-1.641,-3.093,-1.701,-0.784,-1.728,-1.93,-1.207,-1.247,-1.623,-0.669,-1.91,-0.268,1.891,-1.762,-1.318,-1.322,-0.268,-0.609,1.323,0.893,-0.787,0.867,1.313,0.9,2.323,1.504,3.023,-0.526,0.463,3.195,-0.354,2.259,0.755,1.092,0.942,3.388,0.451,2.202,0.783,-0.445,0.661,1.161,-0.904,2.286,-0.217,1.195,1.127,0.465,0.472,0.418,0.568,0.326,2.193,1.068,4.606,1.121,0.985,0.224,0.575,2.905,0.898,0.663,0.812,0.74,0.369,-0.876,4.962,1.477,0.528,0.688,1.373,0.552,-1.774,2.229,0.095,0.577,0.257,-0.244,0.373,0.77,1.198,2.695,1.674,3.451,-0.11,1.272,0.908,0.827,-0.335,-1.557,-1.241,-1.491,-0.918,-1.141,-1.645,-1.327,5.031,-2.253,-0.884,2.484,-1.672,-1.508,3.466,-3.036,-1.728,-0.618,-1.605,-1.466,-1.265,-1.359,-0.377,-0.317,-0.625,-0.498,-2.384,0.327,-0.525,1.02,-1.477,-1.092,-0.507,-1.202,-0.926,-0.953,0.002,-1.119,-0.346,1.0
-0.533,-0.274,-0.814,-0.223,0.059,-1.498,-1.875,-0.416,-1.302,-0.691,-1.374,-0.507,-0.109,-0.17,-0.55,1.994,0.401,2.688,2.262,0.5,1.736,1.738,3.064,-0.2,3.279,2.752,0.19,0.323,4.044,0.601,5.643,4.236,0.943,1.468,1.135,0.859,0.594,-0.59,1.672,-1.759,4.682,1.035,0.766,-1.239,0.949,0.292,-1.652,-0.65,-0.082,1.938,0.159,-0.241,1.125,-0.241,0.108,-0.439,0.514,1.339,0.527,-0.832,-1.389,-0.86,-0.869,-0.417,-0.338,0.377,-0.128,-0.377,1.704,-0.086,-0.61,0.358,-1.713,-2.023,-0.882,0.655,0.261,-0.714,-0.92,-1.249,-0.888,-0.582,0.677,0.674,1.524,-2.281,-2.969,-0.861,-1.272,3.782,-0.091,-0.621,-0.7,-1.282,1.529,-0.999,2.347,-0.476,-1.989,-1.067,0.417,-3.269,1.775,-1.896,-2.045,0.499,-0.564,-0.698,-0.526,-3.845,-1.588,0.467,0.942,0.579,-0.063,-0.36,-3.101,-1.337,-0.77,-0.075,0.763,-1.452,-0.034,-0.718,0.632,-1.759,-1.037,-0.545,3.0
-0.881,-0.071,-1.663,-0.838,-1.435,-0.591,-1.017,-0.508,-0.866,-0.054,-1.863,-0.34,-1.843,-1.023,-1.08,-0.063,-1.218,-0.425,-0.781,-1.186,0.15,-0.062,0.11,0.149,-1.2,-0.693,-0.236,-1.259,-0.953,-0.533,-0.375,1.198,-1.605,4.706,-0.931,0.368,-0.506,0.736,-0.506,0.741,-0.33,-0.548,0.283,0.655,0.259,-1.434,2.851,-0.012,0.943,0.674,0.412,0.535,-0.854,1.036,2.402,1.271,2.15,-0.727,1.332,0.077,0.59,0.732,1.185,1.336,-0.181,-0.507,1.259,0.031,1.381,0.831,0.099,1.665,1.51,1.305,1.658,0.595,0.71,0.722,0.735,1.073,2.08,1.835,0.927,3.951,1.439,6.794,0.458,-0.943,1.267,2.744,1.023,1.813,1.667,2.152,0.024,-2.162,-1.13,-0.272,-0.365,-1.739,-0.98,-0.15,-0.895,1.736,-0.607,-0.808,5.435,-0.413,-0.635,-0.84,-0.616,0.199,-0.498,-0.765,-1.191,-0.701,-1.17,0.691,-1.95,-0.341,-1.366,-0.622,-0.272,-1.354,-0.818,0.598,-1.568,-0.335,2.0
-0.833,-0.8,-1.362,-0.718,-0.749,-1.216,-0.56,-1.813,-1.32,3.001,-1.434,0.256,-1.736,-0.675,-0.924,-1.014,-1.16,-0.209,-0.546,-0.514,0.965,0.984,0.734,0.758,0.429,-2.295,0.804,0.269,2.112,1.408,0.367,1.866,-0.193,-0.972,1.643,1.222,0.929,0.244,1.861,1.192,0.699,1.245,1.638,0.204,1.636,0.623,0.945,0.274,1.5,3.726,0.956,-1.889,1.117,0.057,1.464,1.073,0.707,0.588,-0.025,0.752,2.394,0.818,0.935,2.11,0.889,0.753,-1.014,1.188,0.002,1.194,0.797,1.105,0.288,0.896,0.928,0.607,1.556,1.989,-0.395,0.432,0.155,0.961,2.604,1.211,0.443,1.932,0.768,-0.135,-1.531,-1.448,-2.348,-1.257,-1.589,-0.974,1.32,-0.784,-0.817,1.449,-0.827,-0.27,1.954,-1.898,-0.945,-1.077,-1.736,-0.951,-0.248,-0.005,-0.408,-0.974,-0.718,-1.346,-1.498,-1.58,-2.01,0.097,-0.831,-1.839,-1.054,-1.287,-1.177,0.788,-1.88,-1.427,-0.754,-0.902,-0.9,-2.78,1.0
