@RELATION Chinatown

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
106.233,29.714,27.267,24.303,0.812,4.065,0.575,0.997,8.046,14.84,21.393,49.475,60.012,45.757,26.707,2.844,84.613,8.521,34.411,1.892,37.262,5.296,125.638,50.79
23.501,18.394,16.176,16.791,15.037,11.355,0.875,8.821,2.044,14.453,8.16,16.187,23.079,20.764,43.844,49.786,47.211,38.802,32.564,12.061,73.745,28.924,3.676,52.26
7.408,71.86,9.74,9.776,18.724,8.09,0.834,7.329,31.103,4.229,12.089,50.586,21.925,66.576,1.986,35.286,61.309,53.258,84.705,55.081,40.562,31.732,25.127,71.219
22.215,38.644,40.069,34.063,9.62,0.607,3.524,0.849,13.899,26.245,15.589,32.745,21.092,109.042,219.4,134.569,33.713,13.699,49.929,209.129,71.879,57.337,152.97,115.686
31.071,22.474,31.391,34.829,16.299,4.149,1.578,5.009,19.953,0.135,0.038,1.153,52.731,18.321,97.396,85.236,23.411,102.398,35.116,33.689,53.253,48.628,207.089,91.914
77.769,22.133,23.277,6.483,1.4,0.284,1.53,3.208,6.5,12.027,25.492,28.155,14.395,5.838,63.227,21.473,119.999,5.353,19.774,13.17,127.027,92.0,26.172,10.376
71.879,11.073,14.485,31.069,6.037,2.72,2.104,10.137,6.786,5.874,9.422,12.894,5.611,118.099,1.556,64.984,52.622,42.42,78.997,32.466,155.304,76.407,90.254,162.521
93.157,24.184,14.972,7.602,3.321,0.424,3.334,18.911,29.33,1.495,45.029,39.242,13.608,71.45,10.418,28.295,8.799,27.826,28.013,16.34,10.96,163.036,181.031,108.743
86.269,38.788,24.142,24.353,17.522,0.318,1.944,7.536,3.408,0.07,5.16,19.232,13.355,3.493,17.836,131.962,64.949,35.312,54.271,20.47,113.35,70.265,21.506,83.007
73.76,15.082,0.457,18.318,2.075,3.61,2.32,12.174,1.166,2.98,11.732,33.574,12.087,53.431,72.512,52.859,105.617,150.854,25.188,56.591,37.292,137.381,15.076,117.019
22.609,16.046,9.188,1.004,12.909,3.442,2.815,3.325,24.525,7.162,13.949,38.482,31.21,19.27,103.769,51.107,55.886,100.146,51.147,81.871,66.674,36.151,66.629,40.454
34.391,22.217,38.163,0.852,26.632,4.115,1.523,0.495,49.55,14.834,27.919,9.06,29.058,8.033,102.657,15.042,10.488,25.571,15.496,97.114,36.31,72.608,160.168,159.988
54.932,7.064,17.056,14.497,28.029,1.002,0.286,1.445,1.15,9.888,0.521,22.534,6.873,153.235,92.189,46.623,25.743,24.93,33.155,99.382,51.351,98.846,53.677,19.916
83.228,5.776,5.501,9.102,11.667,3.894,1.188,9.323,20.951,2.583,8.775,61.838,83.46,26.969,25.469,48.696,109.127,2.32,44.098,122.947,35.528,199.696,33.613,0.379
20.258,9.385,15.336,5.767,3.745,1.741,0.357,7.386,3.353,6.287,1.0,23.572,15.716,17.642,48.645,7.169,27.354,65.631,30.91,6.059,11.633,27.387,33.524,69.921
2.935,72.117,6.042,40.358,15.972,3.614,1.883,13.352,13.456,11.02,35.464,44.078,49.138,9.334,39.439,8.246,102.339,0.082,18.0,126.102,186.551,70.344,66.993,83.428
154.822,74.633,7.337,2.388,3.331,0.039,1.234,16.552,16.522,1.267,20.248,8.207,33.527,72.989,82.222,12.941,2.16,76.99,56.811,22.544,85.678,47.56,63.275,94.256
72.731,12.689,20.387,21.019,16.613,1.828,1.272,16.157,20.906,24.31,2.831,12.201,12.127,8.062,18.909,20.87,39.651,5.581,76.507,37.564,162.275,18.526,43.19,17.458
40.349,94.787,13.234,37.081,5.642,0.674,2.63,4.969,21.715,22.773,1.931,37.29,15.769,36.056,25.326,92.68,13.48,79.633,84.79,31.272,126.245,86.532,25.333,131.338
0.774,26.245,16.49,3.921,24.163,1.018,0.11,1.312,22.069,0.943,23.63,17.962,60.732,3.196,20.755,101.512,21.251,15.608,5.936,98.867,82.625,46.113,63.898,5.385
