@RELATION Chinatown

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE target {1.0, 2.0}

@DATA
469.616,433.084,246.589,177.678,53.645,36.165,24.858,30.724,111.111,130.461,313.31,622.838,1205.601,1296.768,1222.645,1085.482,962.43,1094.022,1051.332,975.577,767.925,581.294,524.771,130.961,1.0
383.711,275.131,123.317,143.229,75.306,2.796,26.974,32.856,69.662,145.402,394.561,664.72,1214.47,1368.163,1237.38,1268.116,1192.746,1146.858,1277.517,1138.642,731.264,630.551,598.413,251.749,1.0
599.127,367.995,164.277,182.71,38.973,27.023,40.241,45.486,126.218,177.509,395.001,829.968,1325.045,1621.765,1405.688,1204.352,1219.793,1247.753,1182.583,1118.105,774.166,648.534,298.675,26.418,1.0
408.147,357.254,249.772,93.225,84.601,42.499,30.896,63.186,165.8,168.577,433.727,767.807,1286.989,1372.558,1458.912,1324.524,1329.762,1504.915,1695.333,1555.311,1654.225,1131.205,824.002,684.364,1.0
365.508,298.498,195.949,172.245,50.444,38.612,28.118,35.844,84.354,139.022,329.055,651.204,937.172,1015.412,1081.813,1040.273,1096.457,958.978,998.588,1060.224,855.116,634.092,437.171,369.755,1.0
418.08,350.676,191.785,151.423,71.311,13.918,31.167,38.208,112.54,136.972,308.922,544.141,1024.595,1258.691,1302.248,1090.149,1089.938,1027.74,1062.158,1147.482,827.44,718.312,510.763,362.036,1.0
542.84,343.216,241.445,180.846,72.62,39.08,42.728,91.152,137.107,192.804,336.786,671.555,1160.92,1514.69,1366.126,1286.722,1369.445,1337.247,1410.68,1466.197,1170.53,1349.499,1028.858,790.606,1.0
551.587,423.92,132.894,88.748,47.569,29.883,29.604,90.842,56.115,157.004,419.358,1020.386,1650.952,1724.4,1702.999,1724.188,1521.315,1552.519,1634.109,1767.53,1531.124,1569.996,1246.175,923.988,1.0
501.945,381.795,225.168,265.913,89.439,64.388,26.539,112.41,201.446,235.936,450.95,726.631,1325.288,1612.451,1560.43,1622.675,1556.083,1459.59,1656.718,1893.491,1933.555,1710.817,1362.328,1316.379,1.0
490.714,378.818,165.181,173.49,128.504,38.856,19.879,28.383,71.289,132.1,296.236,666.8,1085.624,1288.898,1115.522,963.898,1140.545,1180.96,1528.977,1573.987,1558.731,1294.347,1099.82,815.088,1.0
167.834,60.791,18.124,16.552,-8.524,18.559,25.282,96.341,213.945,211.503,351.591,558.336,1246.009,1371.563,1469.789,1336.881,1231.713,1093.562,1213.195,1085.121,1000.73,754.971,592.86,268.304,2.0
124.346,31.538,29.853,14.772,35.396,14.047,26.627,102.822,218.852,204.915,468.044,622.476,1151.338,1236.522,918.118,845.212,845.869,1195.785,1563.409,1748.23,1324.928,953.746,837.835,809.595,2.0
28.074,60.75,129.411,13.247,-12.312,20.004,18.213,72.24,185.523,213.489,298.502,570.602,1045.76,1219.645,1023.345,831.737,836.381,1029.219,1205.82,984.648,730.643,427.056,331.737,178.829,2.0
24.526,53.595,34.951,-14.991,8.582,16.205,19.27,75.988,226.435,235.616,353.297,725.509,1150.969,1153.398,938.581,980.169,1118.175,1092.455,1196.396,1603.451,1092.748,807.746,445.599,241.289,2.0
152.062,106.155,27.985,28.171,56.201,12.105,35.911,97.629,184.924,214.08,435.727,713.711,1360.3,1356.651,980.065,944.149,1013.009,1232.14,1684.27,1789.811,1488.038,1192.379,1047.184,795.411,2.0
260.346,172.716,110.585,58.523,48.181,24.394,26.473,36.711,186.329,209.654,342.347,804.522,1348.425,1460.023,1379.74,1232.137,1148.07,1284.103,1383.33,1358.234,1197.341,838.152,440.612,302.669,2.0
61.721,132.56,53.498,23.949,9.186,15.968,28.236,138.603,223.048,273.871,366.174,660.248,1277.672,1350.221,1162.958,1118.259,919.086,1156.018,1102.564,1194.798,904.949,682.267,630.461,126.004,2.0
115.886,23.81,41.245,5.31,0.936,12.173,23.106,68.471,161.679,187.507,316.388,406.523,992.891,1147.653,972.204,843.307,886.949,1050.982,1220.18,1270.976,778.6,867.273,525.426,338.635,2.0
104.548,152.315,60.706,1.845,0.815,22.795,27.051,109.059,208.976,211.546,369.637,525.107,1221.007,1235.608,1189.459,1265.305,1094.456,1178.271,1043.892,1143.632,930.949,531.391,486.476,317.46,2.0
83.528,72.75,41.229,28.622,25.367,16.128,29.995,139.273,213.729,259.93,337.085,634.347,1121.849,1175.048,918.983,818.339,844.354,913.596,960.561,944.122,619.174,542.685,202.637,148.697,2.0
