@RELATION UMD

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE att97 NUMERIC
@ATTRIBUTE att98 NUMERIC
@ATTRIBUTE att99 NUMERIC
@ATTRIBUTE att100 NUMERIC
@ATTRIBUTE att101 NUMERIC
@ATTRIBUTE att102 NUMERIC
@ATTRIBUTE att103 NUMERIC
@ATTRIBUTE att104 NUMERIC
@ATTRIBUTE att105 NUMERIC
@ATTRIBUTE att106 NUMERIC
@ATTRIBUTE att107 NUMERIC
@ATTRIBUTE att108 NUMERIC
@ATTRIBUTE att109 NUMERIC
@ATTRIBUTE att110 NUMERIC
@ATTRIBUTE att111 NUMERIC
@ATTRIBUTE att112 NUMERIC
@ATTRIBUTE att113 NUMERIC
@ATTRIBUTE att114 NUMERIC
@ATTRIBUTE att115 NUMERIC
@ATTRIBUTE att116 NUMERIC
@ATTRIBUTE att117 NUMERIC
@ATTRIBUTE att118 NUMERIC
@ATTRIBUTE att119 NUMERIC
@ATTRIBUTE att120 NUMERIC
@ATTRIBUTE att121 NUMERIC
@ATTRIBUTE att122 NUMERIC
@ATTRIBUTE att123 NUMERIC
@ATTRIBUTE att124 NUMERIC
@ATTRIBUTE att125 NUMERIC
@ATTRIBUTE att126 NUMERIC
@ATTRIBUTE att127 NUMERIC
@ATTRIBUTE att128 NUMERIC
@ATTRIBUTE att129 NUMERIC
@ATTRIBUTE att130 NUMERIC
@ATTRIBUTE att131 NUMERIC
@ATTRIBUTE att132 NUMERIC
@ATTRIBUTE att133 NUMERIC
@ATTRIBUTE att134 NUMERIC
@ATTRIBUTE att135 NUMERIC
@ATTRIBUTE att136 NUMERIC
@ATTRIBUTE att137 NUMERIC
@ATTRIBUTE att138 NUMERIC
@ATTRIBUTE att139 NUMERIC
@ATTRIBUTE att140 NUMERIC
@ATTRIBUTE att141 NUMERIC
@ATTRIBUTE att142 NUMERIC
@ATTRIBUTE att143 NUMERIC
@ATTRIBUTE att144 NUMERIC
@ATTRIBUTE att145 NUMERIC
@ATTRIBUTE att146 NUMERIC
@ATTRIBUTE att147 NUMERIC
@ATTRIBUTE att148 NUMERIC
@ATTRIBUTE att149 NUMERIC
@ATTRIBUTE att150 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
0.056,0.037,0.039,-0.002,0.02,0.045,0.02,0.014,0.008,0.035,0.028,0.028,0.02,0.045,0.007,0.046,-0.025,-0.188,0.393,0.548,0.208,0.902,1.161,1.186,1.402,1.185,0.588,0.15,0.077,0.047,0.065,0.147,0.063,0.014,0.048,0.038,0.014,-0.006,0.036,-0.002,0.034,-0.024,-0.013,0.131,0.041,0.14,-0.117,-0.316,-0.588,-0.802,-0.746,0.029,-1.388,-0.062,-0.543,-1.187,-1.465,-1.04,-1.443,-0.951,-1.442,-1.653,-1.402,-0.578,-0.097,-0.981,-0.589,-1.081,-1.253,1.369,0.596,-1.532,2.039,-0.81,-0.559,-0.867,-1.55,0.866,-0.815,-0.784,-0.856,0.675,0.495,-0.795,-2.032,-0.916,-2.076,-0.566,-0.395,-0.706,-0.862,1.696,-2.282,-0.159,0.338,-0.104,-0.222,-0.616,-1.859,-0.058,-0.882,-0.463,-0.945,2.397,-0.09,-1.012,-0.142,0.089,-0.16,0.557,0.003,-0.118,0.097,0.063,0.039,-0.319,0.077,0.051,0.313,-0.034,0.051,-1.595,-0.021,-0.32,-0.09,0.035,-0.643,-0.228,-0.607,-0.12,0.059,0.047,0.035,-0.007,0.031,0.05,0.036,0.007,0.053,0.026,0.027,0.047,0.05,0.054,0.059,0.047,0.026,0.043,0.022,0.043,1.0
0.052,0.041,0.049,0.053,0.014,0.055,0.06,0.051,0.047,0.037,0.031,-0.036,0.005,0.019,0.053,0.034,0.027,0.024,-0.445,0.397,0.575,1.905,2.287,0.94,0.927,1.052,1.336,0.877,0.641,0.211,0.347,0.041,0.092,0.063,0.029,0.015,0.002,0.048,0.006,0.051,-0.004,0.065,0.041,0.123,0.005,-0.093,0.007,-0.185,-0.203,-1.419,-0.569,-1.161,-1.415,-1.655,-1.092,-1.486,-0.524,-1.575,1.645,-1.373,-1.574,-1.617,-4.033,-1.444,-0.863,-1.046,0.034,-1.472,-2.015,-0.562,-0.596,1.495,-1.064,-0.468,-1.743,-1.438,-1.386,-1.454,-1.462,-1.468,-1.328,-0.888,-1.108,-1.438,-1.807,-0.423,-1.181,-0.651,-0.927,-0.712,-1.243,-1.954,-1.217,-1.365,-1.497,-1.514,-3.073,-1.438,-1.449,-1.41,-1.138,-1.333,-1.349,-1.278,-1.27,-1.303,-0.549,-1.344,-1.695,-1.157,-1.263,-0.781,-0.249,-0.09,0.018,-0.238,-0.105,0.013,0.157,0.044,0.016,0.064,-0.112,-0.313,0.235,-0.19,0.087,-0.263,-0.016,-0.245,0.028,0.02,0.049,0.041,0.031,0.015,0.011,0.053,0.025,0.036,0.031,0.028,0.03,0.005,0.015,0.024,0.023,0.041,0.028,0.004,1.0
0.029,0.071,0.048,0.047,0.033,0.03,0.015,0.044,0.041,0.046,0.022,0.016,0.036,0.005,-0.001,-0.024,0.039,0.132,0.641,0.86,0.865,1.004,1.242,1.655,0.888,0.961,0.78,0.087,0.005,0.149,0.043,0.084,0.025,0.031,0.009,0.041,0.02,0.026,0.037,-0.005,0.02,0.022,0.016,0.081,0.008,0.09,0.045,0.118,0.215,-0.013,-0.3,-0.044,-0.031,-0.117,-1.126,-0.572,-0.882,-1.028,-0.233,-1.79,-0.051,-0.768,-1.834,-0.973,-0.825,-0.892,-0.509,-0.803,-0.824,-1.04,-0.88,-3.566,-0.61,-1.162,-0.95,-1.457,-0.802,-1.263,0.182,-1.42,-0.817,0.816,-0.945,-0.629,-1.246,-0.95,-0.803,-1.494,0.909,-1.368,-1.782,-0.98,-0.878,-0.608,-1.184,-0.607,-0.988,-0.602,-1.431,-1.321,-1.755,0.283,-0.156,-0.22,0.063,-0.33,0.005,0.041,0.005,0.65,0.025,-0.039,0.423,0.002,0.057,0.178,0.127,-0.085,0.02,0.241,0.104,0.436,-0.017,0.082,-0.08,0.004,-0.222,0.03,0.275,-0.185,0.019,-0.304,0.23,0.002,-0.025,0.021,0.022,0.022,0.036,0.032,0.015,0.048,0.016,0.034,0.008,0.021,0.016,-0.045,0.051,0.037,1.0
0.013,0.017,0.031,0.04,0.051,0.006,0.049,-0.008,0.045,0.043,0.04,0.029,0.03,0.009,0.014,0.046,0.111,-0.088,-0.353,-0.03,0.031,0.276,0.21,-0.226,-0.057,0.192,-0.002,0.045,0.041,0.025,0.034,0.025,0.072,0.009,0.048,0.035,-0.001,0.028,0.02,0.019,0.019,0.043,0.028,0.1,0.023,0.017,0.168,0.174,0.098,-0.089,0.01,-0.207,0.65,-0.676,-0.096,0.063,-0.282,1.085,-0.518,-0.589,-0.833,-0.65,-1.776,-0.616,-0.244,0.153,-2.031,-0.26,-0.731,-0.992,-0.459,0.006,-0.734,-0.794,-0.77,-1.364,-2.384,-1.242,-0.385,-0.716,-0.73,0.053,0.17,-0.964,-0.908,-0.791,-0.835,-1.273,-0.754,-0.679,-1.135,-0.314,-0.725,-1.081,-0.95,0.258,-0.774,-0.516,-0.397,-0.715,-0.385,-1.036,-0.038,-0.342,-0.008,0.585,-0.003,-0.668,-0.252,0.019,-1.201,0.042,0.776,0.253,0.136,0.038,0.015,0.027,0.493,0.049,-0.026,-0.138,0.831,0.763,0.833,0.748,0.792,0.793,0.528,-0.241,0.087,0.048,0.049,0.009,0.073,0.04,0.063,0.07,0.038,0.025,0.034,0.007,0.044,0.004,0.05,0.021,0.067,0.015,0.034,0.004,1.0
0.027,0.005,0.039,0.037,-0.014,0.033,0.021,0.041,0.042,0.05,0.032,0.019,0.021,0.02,0.029,0.009,0.017,-0.176,-0.174,0.023,-0.334,0.207,0.07,-0.067,0.014,0.076,-0.186,0.11,-0.014,-0.002,-0.056,0.042,0.018,0.019,0.041,0.044,0.043,0.006,0.04,0.036,0.02,0.055,-0.001,0.157,0.052,-0.123,-0.015,0.028,0.018,0.074,0.097,-0.058,-0.02,-0.445,-0.774,-0.339,-1.463,-1.201,-0.747,-0.988,-2.18,-2.711,-1.574,-2.131,-1.052,-0.194,-0.922,-1.019,-0.638,-1.161,-1.359,-1.607,-1.454,-1.95,-0.816,-1.192,-1.701,-0.623,-1.537,-1.26,-1.163,-1.116,-0.11,-1.352,-1.04,-0.997,-1.113,-2.917,-1.451,-0.62,-1.186,-1.218,-1.616,-1.419,-1.228,-1.896,-1.158,-1.179,-0.945,-1.207,-1.301,-1.513,-1.255,-1.097,-1.303,-1.495,-1.263,-1.412,-0.912,-0.985,-1.172,-0.517,-0.226,0.247,-0.392,0.022,0.031,0.029,0.058,-0.064,0.265,0.348,0.784,0.294,0.788,1.187,-0.387,0.494,0.707,0.057,0.016,0.036,0.044,-0.011,0.056,0.027,0.008,-0.012,0.015,0.013,0.089,0.045,0.015,0.015,-0.007,0.045,0.04,0.032,0.017,0.045,1.0
0.013,0.015,0.034,-0.008,0.03,0.039,0.035,-0.004,0.013,-0.01,0.056,0.046,0.031,0.021,0.017,0.036,0.065,-0.191,-0.163,0.021,0.303,-0.171,-0.29,0.029,-0.004,0.429,-0.008,0.048,-0.044,-0.04,0.015,0.094,0.07,0.017,0.028,0.035,0.047,0.039,0.01,-0.006,0.038,0.027,0.004,0.014,-0.132,-0.035,-0.002,0.051,-0.357,-0.171,0.168,-0.156,-0.14,-0.857,-3.237,-0.845,0.383,-2.094,-1.167,-1.161,-0.995,-0.573,-1.756,-1.092,-1.782,-1.12,-1.202,-1.781,-1.214,-2.288,-3.308,-1.446,-1.516,-1.602,-0.146,-1.391,-0.729,-2.343,-0.689,-0.523,-0.584,-1.05,-1.106,-2.143,-1.229,-1.382,-1.879,-0.97,-1.725,-0.306,-2.08,-3.053,-2.463,-1.119,-1.255,-2.171,-0.648,-0.372,-0.658,-1.002,-1.316,-1.715,-1.241,-1.568,-1.556,-1.4,-1.287,-2.088,-1.248,-1.226,-1.002,-1.84,-1.46,-0.772,-1.122,-0.363,-0.163,-0.095,-0.029,0.377,0.11,0.462,0.49,0.054,1.003,1.241,1.071,0.643,0.058,-0.059,-0.068,0.045,0.136,0.046,0.021,-0.001,0.009,0.012,0.007,-0.0,0.016,0.011,0.037,0.045,0.04,0.032,0.022,0.045,0.003,0.047,1.0
0.047,0.053,0.014,0.038,0.009,0.04,0.029,0.016,0.032,0.046,0.069,0.053,0.031,0.037,0.07,0.04,0.106,0.409,0.779,0.765,1.719,1.424,0.81,1.434,0.891,0.854,0.685,0.524,-0.107,0.068,0.036,0.068,0.019,0.023,0.017,0.021,0.057,0.005,0.023,0.053,0.013,0.021,0.06,-0.059,0.056,0.012,0.107,0.483,0.704,1.14,1.301,-2.351,0.566,0.94,1.195,0.68,-0.285,2.012,3.415,2.001,0.403,-0.282,0.316,1.227,1.827,1.308,1.136,0.861,-1.053,0.942,2.527,-0.053,0.772,1.657,1.597,0.896,-2.533,2.031,1.171,-0.631,0.975,0.171,1.028,0.589,0.974,1.014,1.268,0.985,0.923,1.238,1.261,0.411,1.402,1.032,0.91,0.798,1.252,1.077,0.478,0.901,1.183,0.538,0.305,1.063,0.928,1.298,0.693,0.375,0.956,-0.471,-0.102,-0.013,0.294,0.28,-0.128,-0.168,-0.024,0.023,0.108,0.068,0.031,0.116,-0.163,0.429,-0.503,0.297,-0.173,-0.126,0.097,0.459,-0.03,-0.147,0.026,-0.011,0.047,-0.027,0.003,0.011,0.036,0.042,0.048,0.022,0.016,-0.009,0.06,0.007,0.006,0.018,0.001,0.009,1.0
0.055,-0.004,0.026,0.025,0.04,0.016,0.022,0.021,0.035,0.049,-0.014,0.024,0.029,0.026,0.045,0.009,0.001,0.149,-0.1,0.057,-0.148,-0.725,0.35,-0.032,0.259,0.741,0.548,0.513,0.947,0.879,0.458,0.314,0.107,0.051,0.045,0.059,0.01,0.02,0.014,0.026,0.034,0.086,0.01,0.042,-0.016,0.002,0.209,-0.412,1.084,-0.22,0.337,-0.217,0.707,0.753,2.784,1.09,1.034,1.017,0.874,1.638,1.39,0.988,2.971,-0.018,3.221,1.582,1.193,2.106,1.191,0.824,0.725,0.862,1.248,1.124,1.493,0.763,0.955,1.005,2.317,0.819,1.002,0.982,1.256,1.731,0.659,0.878,0.666,1.12,0.898,0.03,1.076,0.653,0.111,2.407,1.46,1.278,0.798,0.646,0.763,0.176,0.857,0.409,0.917,1.085,0.901,2.067,0.99,1.609,1.145,1.577,0.685,1.384,0.487,0.608,0.324,0.135,0.106,-0.096,0.167,0.039,0.017,-0.263,-0.131,0.081,0.027,0.207,0.027,0.048,0.008,-0.474,0.087,0.036,0.057,0.081,0.05,0.09,0.005,0.022,0.004,0.022,0.033,0.044,-0.001,0.029,0.006,0.049,0.041,0.052,0.001,0.046,1.0
0.002,0.048,0.004,0.001,0.015,0.013,0.004,0.021,0.041,0.059,0.005,-0.003,0.019,0.001,0.019,0.013,0.016,0.125,0.515,0.509,1.041,1.057,0.885,0.594,0.477,0.219,-0.293,0.029,-0.179,0.03,0.017,0.003,-0.017,0.046,0.051,0.041,0.048,0.052,0.012,0.013,0.016,0.003,-0.021,0.019,0.116,-0.075,-0.283,-0.073,0.018,0.237,-0.526,0.694,-0.02,0.598,0.101,-0.032,0.092,0.996,1.046,0.792,1.829,0.842,1.037,0.085,1.277,1.009,2.347,0.893,0.716,1.131,1.277,2.161,1.661,1.07,1.248,0.281,2.098,1.046,0.44,-0.471,1.36,0.065,2.248,0.34,1.129,1.305,0.738,0.58,0.93,1.122,0.919,1.051,-0.461,1.052,1.072,0.711,1.436,1.041,0.863,1.432,0.633,1.066,1.037,0.89,1.073,0.936,1.078,0.969,0.479,0.387,0.09,0.145,0.057,0.429,0.029,0.006,0.238,0.035,0.013,0.3,0.017,-0.561,-0.028,0.219,-0.257,0.09,0.566,-0.45,0.07,-0.058,-0.036,0.036,0.054,0.084,0.047,0.04,0.045,0.015,0.036,-0.008,0.038,0.029,0.041,0.035,0.016,0.001,0.054,0.002,0.055,0.007,1.0
0.006,0.043,0.006,0.024,0.043,0.044,0.011,0.032,0.013,0.044,0.014,0.057,0.025,0.012,0.039,0.052,-0.102,-0.014,0.026,-0.211,-0.125,-0.119,-0.02,0.105,1.077,0.542,-0.215,0.029,-0.009,0.009,0.05,0.005,0.003,0.002,0.079,0.024,0.043,0.009,0.046,0.052,0.057,0.026,0.041,0.132,0.028,-0.341,0.003,0.12,0.05,0.019,0.212,0.439,-0.099,0.404,0.419,0.828,2.213,1.221,-0.074,1.693,0.836,2.725,1.813,3.454,0.721,1.076,0.043,1.281,1.428,0.736,0.831,0.671,-0.623,1.04,0.585,1.254,0.98,1.672,1.368,2.886,1.045,1.333,0.949,0.013,4.201,-0.064,2.241,0.632,1.081,0.029,1.891,1.173,0.788,1.891,1.042,1.076,1.009,0.681,-1.27,1.792,-1.594,1.013,0.223,0.881,1.068,1.317,2.088,0.121,0.136,-0.356,-0.824,-0.094,-0.54,0.135,0.037,0.33,0.409,0.599,0.859,1.066,1.119,1.117,0.813,1.169,1.034,0.896,0.763,0.941,0.709,0.31,0.401,0.111,0.063,0.057,0.008,0.01,0.019,0.014,-0.005,0.004,0.019,0.02,0.031,0.035,0.014,0.005,0.035,0.057,0.015,0.021,1.0
