@RELATION UMD

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE att97 NUMERIC
@ATTRIBUTE att98 NUMERIC
@ATTRIBUTE att99 NUMERIC
@ATTRIBUTE att100 NUMERIC
@ATTRIBUTE att101 NUMERIC
@ATTRIBUTE att102 NUMERIC
@ATTRIBUTE att103 NUMERIC
@ATTRIBUTE att104 NUMERIC
@ATTRIBUTE att105 NUMERIC
@ATTRIBUTE att106 NUMERIC
@ATTRIBUTE att107 NUMERIC
@ATTRIBUTE att108 NUMERIC
@ATTRIBUTE att109 NUMERIC
@ATTRIBUTE att110 NUMERIC
@ATTRIBUTE att111 NUMERIC
@ATTRIBUTE att112 NUMERIC
@ATTRIBUTE att113 NUMERIC
@ATTRIBUTE att114 NUMERIC
@ATTRIBUTE att115 NUMERIC
@ATTRIBUTE att116 NUMERIC
@ATTRIBUTE att117 NUMERIC
@ATTRIBUTE att118 NUMERIC
@ATTRIBUTE att119 NUMERIC
@ATTRIBUTE att120 NUMERIC
@ATTRIBUTE att121 NUMERIC
@ATTRIBUTE att122 NUMERIC
@ATTRIBUTE att123 NUMERIC
@ATTRIBUTE att124 NUMERIC
@ATTRIBUTE att125 NUMERIC
@ATTRIBUTE att126 NUMERIC
@ATTRIBUTE att127 NUMERIC
@ATTRIBUTE att128 NUMERIC
@ATTRIBUTE att129 NUMERIC
@ATTRIBUTE att130 NUMERIC
@ATTRIBUTE att131 NUMERIC
@ATTRIBUTE att132 NUMERIC
@ATTRIBUTE att133 NUMERIC
@ATTRIBUTE att134 NUMERIC
@ATTRIBUTE att135 NUMERIC
@ATTRIBUTE att136 NUMERIC
@ATTRIBUTE att137 NUMERIC
@ATTRIBUTE att138 NUMERIC
@ATTRIBUTE att139 NUMERIC
@ATTRIBUTE att140 NUMERIC
@ATTRIBUTE att141 NUMERIC
@ATTRIBUTE att142 NUMERIC
@ATTRIBUTE att143 NUMERIC
@ATTRIBUTE att144 NUMERIC
@ATTRIBUTE att145 NUMERIC
@ATTRIBUTE att146 NUMERIC
@ATTRIBUTE att147 NUMERIC
@ATTRIBUTE att148 NUMERIC
@ATTRIBUTE att149 NUMERIC
@ATTRIBUTE att150 NUMERIC
@ATTRIBUTE target {1.0, 2.0, 3.0}

@DATA
0.054,0.043,0.033,0.004,0.015,0.035,0.016,0.012,0.004,0.043,0.033,0.026,0.022,0.022,0.005,0.048,0.019,-0.035,0.144,0.464,0.812,1.153,1.065,1.2,0.394,0.693,0.218,0.134,0.148,-0.183,0.057,0.051,0.042,0.013,0.048,0.036,0.014,-0.005,0.033,-0.013,0.033,-0.03,-0.023,0.045,0.013,0.013,-0.084,-0.292,-0.628,-0.6,-0.794,-0.732,-0.937,-0.656,-0.465,-0.736,-0.938,-0.834,-0.804,-0.781,-0.565,-1.273,-0.774,-0.62,-1.01,0.241,-0.911,-0.386,-0.755,-1.806,-0.7,-0.759,-0.754,-0.908,-0.478,-0.683,-0.339,-0.306,-0.738,-0.819,-0.778,-0.781,-0.755,-1.386,-0.687,-0.612,-0.732,-0.396,-0.706,0.262,-0.421,-0.303,-0.237,0.122,-0.117,0.043,0.051,-0.193,0.093,0.136,-0.048,0.188,0.028,0.815,0.128,0.255,0.021,-0.123,0.14,0.067,-0.277,-0.069,0.015,-0.068,-0.128,-0.07,-0.011,0.048,0.017,0.049,0.017,-0.076,0.009,0.059,0.007,-0.307,0.109,0.036,0.043,-0.036,0.165,-0.077,0.031,0.022,0.03,0.043,0.039,0.005,0.015,0.021,0.036,0.048,0.035,0.037,0.023,0.043,0.029,0.043,0.025,0.045,1.0
0.043,0.047,0.036,0.05,0.019,0.056,0.05,0.066,0.043,0.005,0.034,0.008,0.002,0.022,0.048,0.032,0.029,-0.014,0.127,0.374,0.847,1.194,0.937,1.123,1.086,0.907,1.021,0.904,0.604,0.31,0.117,0.054,0.06,0.057,0.027,0.019,0.002,0.044,0.01,0.041,0.007,0.036,0.039,0.024,0.038,0.055,-0.071,-0.14,-0.426,-0.954,-1.109,-1.287,-1.36,-1.453,-1.754,-1.307,-1.661,-1.507,-1.383,-1.284,-1.336,-1.319,-1.311,-1.917,-1.286,-1.554,-1.397,-1.501,-1.512,-1.389,-1.469,-1.691,-1.359,-1.157,-1.361,-2.055,-1.158,-1.362,-0.887,-1.493,-1.354,-1.29,-1.464,-1.363,-1.263,-1.523,-1.404,-1.361,-1.011,-1.696,-1.345,-1.288,-0.657,-1.369,-1.314,-1.353,-1.34,-1.471,-1.848,-1.202,-1.494,-1.384,-1.345,-1.313,-1.392,-1.001,-1.413,-1.55,-1.395,-1.216,-0.997,-0.76,-0.195,-0.132,0.1,-0.018,0.003,0.04,0.001,0.045,0.021,0.017,-0.015,-0.006,0.113,-0.087,-0.071,0.131,0.37,0.06,0.046,0.02,0.027,0.055,0.034,0.014,0.011,0.044,0.031,0.036,0.021,0.018,0.042,0.008,0.014,0.036,0.047,0.034,0.026,0.005,1.0
0.026,0.041,0.037,0.039,0.043,0.023,0.003,0.041,0.035,0.04,0.02,0.019,0.043,0.006,-0.006,0.049,0.037,0.116,0.367,0.724,0.698,0.908,1.009,0.756,0.996,0.835,0.606,0.252,-0.063,0.056,0.078,0.071,0.004,0.047,0.034,0.033,0.019,0.027,0.038,0.007,0.035,0.045,0.039,0.016,0.021,0.008,-0.006,-0.092,-0.143,0.047,-0.124,0.134,0.039,-0.032,-0.273,-0.707,-0.829,-0.775,-0.938,-1.645,-0.828,-0.868,-1.94,-0.896,-1.101,-0.387,-1.508,-0.824,-0.973,-0.862,-0.886,-1.983,-0.735,-1.0,-1.105,-0.904,-0.854,-0.901,-0.802,-0.733,-0.53,-0.838,-0.416,-0.895,-1.093,-1.07,-0.879,-0.824,-0.865,-0.808,-0.893,-0.965,-0.351,-0.66,-0.851,-0.902,-0.828,-1.087,-1.339,-0.725,-0.773,-0.478,-0.288,-0.377,-0.031,-0.011,0.077,-0.128,0.044,0.107,0.316,-0.117,0.028,0.135,-0.092,-0.021,0.042,-0.002,-0.014,0.029,-0.023,0.084,0.081,-0.052,0.095,-0.099,-0.014,0.317,0.04,-0.008,0.028,-0.047,0.04,0.029,0.01,0.029,0.02,0.009,0.037,0.037,0.027,0.034,0.037,0.036,0.005,0.017,0.008,0.007,0.045,0.013,1.0
-0.003,0.011,0.029,0.045,0.043,0.006,0.05,0.024,0.032,0.046,0.053,0.03,0.044,0.0,0.019,0.021,-0.023,0.017,-0.007,0.084,-0.129,0.015,0.151,0.06,-0.375,0.005,0.01,0.033,0.027,0.034,0.01,0.047,0.028,0.024,0.046,0.038,-0.008,0.03,0.029,0.015,0.015,0.045,0.075,0.048,0.004,0.102,-0.054,0.042,0.051,0.015,-0.089,0.09,0.188,-0.648,-0.457,-0.673,-0.772,-0.743,-0.707,-0.505,-1.232,-0.69,-0.762,-0.749,-0.261,-1.023,-0.748,-0.65,-0.494,-0.279,-0.616,-1.05,-0.394,-0.718,-0.792,-0.774,-0.311,-0.394,-1.195,-1.135,-1.137,-0.742,-0.692,-0.468,-0.87,-3.004,-0.527,-1.431,-0.785,-0.757,-0.742,-0.96,-0.82,-0.718,-0.733,-1.082,-0.847,-0.69,-1.41,-0.697,-0.253,-0.264,-0.086,0.045,0.023,-0.059,-0.018,-0.069,0.123,-0.168,0.223,-0.016,0.042,0.136,0.202,0.047,0.047,-0.026,0.072,-0.06,-0.004,0.104,0.387,0.624,0.801,0.849,0.886,0.809,0.737,0.274,0.101,0.044,0.03,0.034,0.014,0.035,0.05,0.046,0.031,0.016,0.04,0.004,0.044,0.011,0.045,0.023,0.025,0.019,0.037,0.035,1.0
0.028,0.004,0.045,0.038,0.007,0.036,0.015,0.032,0.044,0.052,0.023,0.018,0.021,0.016,0.029,0.008,0.025,0.023,0.102,0.098,0.132,0.051,0.084,0.105,0.021,0.023,0.035,0.075,0.028,-0.013,0.023,0.041,0.011,0.012,0.04,0.044,0.042,0.006,0.045,0.038,0.001,0.049,0.054,0.031,0.036,0.158,-0.013,0.033,0.028,0.018,0.001,0.028,-0.164,-0.375,-1.017,-1.674,-0.598,-1.304,-1.48,-1.379,-1.29,-1.193,-1.244,-1.202,-1.215,-0.687,-1.035,-0.912,-0.71,-0.887,-2.127,-0.986,-1.099,-1.142,-1.008,-1.404,-1.36,-1.178,-1.183,-1.241,-1.403,-1.116,-0.484,-1.152,-1.192,-1.163,-1.296,-1.156,-1.212,-1.399,-0.562,-1.178,-1.107,-1.102,-1.207,-1.213,-1.144,-1.267,-1.189,-1.413,-1.181,-1.224,-1.199,-0.954,-1.159,-1.154,-1.627,-1.164,-1.193,-1.394,-1.034,-0.738,-0.317,-0.249,-0.067,-0.088,0.035,0.049,0.032,0.066,0.15,0.241,0.611,0.816,0.526,0.67,0.629,0.312,0.271,0.105,0.016,0.046,0.113,0.013,0.048,0.019,-0.007,-0.002,0.02,0.011,0.052,0.046,0.01,0.008,0.009,0.035,0.019,0.03,0.016,0.03,1.0
0.015,0.016,0.034,0.018,0.021,0.028,0.042,-0.002,0.026,0.005,0.031,0.041,0.033,0.02,0.02,0.029,0.046,0.027,0.03,0.161,0.033,0.185,0.093,0.027,0.246,0.028,0.063,-0.2,0.052,-0.029,-0.005,0.032,0.029,0.009,0.025,0.038,0.042,0.04,0.007,0.009,0.039,0.006,0.014,0.017,-0.05,0.03,0.005,0.031,0.089,0.047,-0.009,-0.038,-0.003,-0.092,-0.303,-1.131,-0.889,-1.334,-1.137,-1.472,-1.127,-1.046,-1.175,-1.499,-1.578,-0.942,-1.395,-1.621,-1.243,-1.219,-1.399,-1.486,-1.423,-1.4,-1.356,-1.121,-0.976,-1.017,-1.261,-1.277,-1.102,-1.243,-1.343,-1.181,-1.186,-0.935,-2.652,-1.206,-1.249,-0.936,-1.588,-1.284,-1.188,-1.314,-1.345,-1.177,-1.517,-1.226,-0.946,-0.918,-0.83,-1.223,-1.286,-1.269,-1.45,-1.176,-1.272,-1.262,-1.293,-0.949,-1.099,-1.236,-1.299,-1.153,-0.711,-0.655,-0.154,-0.034,0.021,-0.117,0.109,0.443,0.796,0.922,0.958,1.067,0.885,0.62,0.227,0.148,0.064,0.013,0.024,0.04,0.026,-0.001,0.002,0.018,0.003,-0.0,0.011,0.0,0.039,0.034,0.04,0.032,0.029,0.022,0.014,0.053,1.0
0.045,0.053,0.01,0.026,0.003,0.055,0.03,0.016,0.037,0.047,0.056,0.056,0.033,0.026,0.0,0.05,0.112,0.311,0.528,0.942,0.819,0.894,0.905,0.39,0.873,1.098,0.576,0.312,0.13,0.051,0.053,0.055,0.023,0.029,0.026,0.032,0.06,0.011,0.029,0.047,0.009,0.02,0.009,0.009,0.055,0.056,0.076,0.389,0.811,1.026,1.032,1.438,0.962,0.986,1.109,0.979,0.815,0.46,0.927,1.38,0.928,0.706,0.982,0.915,1.081,1.046,1.071,0.668,1.272,0.981,1.15,1.247,0.809,0.814,0.441,0.856,0.981,0.99,0.982,0.979,1.118,0.925,1.165,1.029,1.755,1.146,0.924,0.945,0.977,1.32,-0.576,1.764,1.002,0.813,1.042,1.091,0.543,0.509,0.558,1.115,1.315,0.501,0.959,0.762,0.999,0.86,0.881,0.222,0.176,0.118,0.035,0.046,0.018,0.038,0.011,-0.015,0.002,0.023,-0.036,0.02,0.107,0.054,-0.002,-0.089,-0.085,0.123,-0.124,0.027,0.023,0.027,0.048,-0.037,0.131,0.025,0.011,0.032,-0.013,0.011,0.019,0.039,0.038,0.014,0.02,0.018,0.06,0.007,0.019,0.025,0.01,0.028,1.0
0.035,0.005,0.027,0.024,0.044,0.016,0.02,0.022,0.018,0.036,0.0,0.025,0.029,0.023,0.045,0.01,-0.009,0.004,0.051,0.044,0.366,0.108,0.346,0.492,0.736,0.807,0.832,0.833,0.769,0.732,0.466,0.241,0.106,0.05,0.045,0.043,0.006,0.021,0.014,0.046,0.026,0.024,0.002,0.076,0.017,0.012,-0.168,0.0,-0.201,-0.296,0.101,0.116,0.491,0.684,0.906,0.926,1.038,0.953,1.293,0.926,1.085,0.919,0.807,0.66,1.627,0.523,0.973,1.102,0.966,0.515,1.947,1.525,0.696,0.868,1.315,1.842,0.984,0.964,0.949,1.018,1.107,0.986,1.237,0.963,0.877,1.18,0.888,0.983,0.9,0.977,0.818,1.013,0.999,1.023,0.853,1.033,0.305,0.926,0.945,0.572,0.836,0.932,0.877,1.05,1.556,1.422,1.005,1.063,0.749,0.953,0.869,1.013,0.832,0.536,0.137,0.138,0.061,0.045,0.031,0.1,0.135,0.042,0.057,0.021,0.116,0.193,-0.079,0.02,-0.011,0.096,0.044,0.02,0.043,0.04,0.033,0.06,0.0,0.032,0.004,0.018,0.019,0.046,0.004,0.023,0.018,0.044,0.04,0.05,0.017,0.026,1.0
-0.001,0.037,0.009,0.009,-0.001,0.021,0.037,0.015,0.045,0.056,0.0,0.004,0.02,-0.005,0.04,0.001,0.026,0.111,0.431,0.795,0.964,1.042,0.925,0.77,0.317,0.222,0.179,0.276,-0.021,0.027,0.016,-0.001,0.008,0.033,0.04,0.049,0.022,0.046,0.024,0.023,0.013,0.023,-0.029,-0.107,-0.022,0.015,0.034,0.077,0.217,0.157,0.154,-0.134,0.21,0.346,0.237,0.753,0.967,0.776,1.064,1.199,1.485,1.018,1.062,2.156,1.708,1.082,1.268,1.47,1.139,0.763,1.045,0.603,1.16,0.969,0.964,0.955,1.103,1.041,0.965,1.208,1.043,0.777,1.126,1.061,1.212,1.068,1.142,1.11,1.371,1.399,1.375,1.207,1.07,1.104,1.227,1.05,1.362,0.988,0.939,1.025,1.23,1.1,1.485,1.089,1.035,0.95,1.073,1.046,0.705,0.622,0.361,0.236,-0.018,0.101,0.108,0.003,0.052,0.024,-0.05,-0.074,0.133,-0.119,0.037,0.296,-0.016,0.246,-0.181,0.041,0.065,-0.07,0.038,0.058,-0.096,0.046,0.052,0.044,0.034,0.018,0.046,0.001,0.029,0.026,0.036,0.045,0.022,0.006,0.043,0.005,0.028,0.013,1.0
0.012,0.03,0.016,0.015,0.044,0.044,0.013,0.041,0.014,0.011,0.025,0.049,0.004,0.012,0.016,0.049,0.057,0.017,0.029,0.055,0.037,0.038,0.039,-0.005,0.024,-0.014,0.05,-0.021,-0.078,-0.007,0.042,-0.031,0.028,0.004,0.047,0.025,0.022,0.004,0.05,0.049,0.042,0.009,0.033,0.041,-0.03,0.256,0.012,0.017,0.055,0.05,0.017,0.051,0.127,0.364,0.681,0.622,1.231,2.036,0.504,1.045,0.489,0.943,1.139,0.223,1.23,0.892,0.881,0.933,1.391,0.948,0.603,0.897,0.983,1.1,1.03,1.059,0.447,1.489,0.977,1.236,0.904,1.103,0.953,1.663,1.045,0.713,1.178,0.883,1.049,0.977,-0.0,0.912,1.028,1.305,1.104,0.84,0.117,1.248,0.962,0.965,0.759,0.967,0.979,0.926,1.053,0.909,0.319,0.441,0.169,-0.154,0.064,0.094,-0.103,0.06,-0.004,0.112,0.411,0.626,0.882,0.949,0.977,1.169,0.897,0.998,1.291,1.101,0.992,0.892,0.653,0.281,0.136,0.058,0.058,0.058,0.008,0.015,0.016,0.026,0.003,0.002,0.028,0.022,0.045,0.042,0.016,0.011,0.03,0.057,0.02,0.007,1.0
