@RELATION UMD

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC
@ATTRIBUTE att25_err NUMERIC
@ATTRIBUTE att26_err NUMERIC
@ATTRIBUTE att27_err NUMERIC
@ATTRIBUTE att28_err NUMERIC
@ATTRIBUTE att29_err NUMERIC
@ATTRIBUTE att30_err NUMERIC
@ATTRIBUTE att31_err NUMERIC
@ATTRIBUTE att32_err NUMERIC
@ATTRIBUTE att33_err NUMERIC
@ATTRIBUTE att34_err NUMERIC
@ATTRIBUTE att35_err NUMERIC
@ATTRIBUTE att36_err NUMERIC
@ATTRIBUTE att37_err NUMERIC
@ATTRIBUTE att38_err NUMERIC
@ATTRIBUTE att39_err NUMERIC
@ATTRIBUTE att40_err NUMERIC
@ATTRIBUTE att41_err NUMERIC
@ATTRIBUTE att42_err NUMERIC
@ATTRIBUTE att43_err NUMERIC
@ATTRIBUTE att44_err NUMERIC
@ATTRIBUTE att45_err NUMERIC
@ATTRIBUTE att46_err NUMERIC
@ATTRIBUTE att47_err NUMERIC
@ATTRIBUTE att48_err NUMERIC
@ATTRIBUTE att49_err NUMERIC
@ATTRIBUTE att50_err NUMERIC
@ATTRIBUTE att51_err NUMERIC
@ATTRIBUTE att52_err NUMERIC
@ATTRIBUTE att53_err NUMERIC
@ATTRIBUTE att54_err NUMERIC
@ATTRIBUTE att55_err NUMERIC
@ATTRIBUTE att56_err NUMERIC
@ATTRIBUTE att57_err NUMERIC
@ATTRIBUTE att58_err NUMERIC
@ATTRIBUTE att59_err NUMERIC
@ATTRIBUTE att60_err NUMERIC
@ATTRIBUTE att61_err NUMERIC
@ATTRIBUTE att62_err NUMERIC
@ATTRIBUTE att63_err NUMERIC
@ATTRIBUTE att64_err NUMERIC
@ATTRIBUTE att65_err NUMERIC
@ATTRIBUTE att66_err NUMERIC
@ATTRIBUTE att67_err NUMERIC
@ATTRIBUTE att68_err NUMERIC
@ATTRIBUTE att69_err NUMERIC
@ATTRIBUTE att70_err NUMERIC
@ATTRIBUTE att71_err NUMERIC
@ATTRIBUTE att72_err NUMERIC
@ATTRIBUTE att73_err NUMERIC
@ATTRIBUTE att74_err NUMERIC
@ATTRIBUTE att75_err NUMERIC
@ATTRIBUTE att76_err NUMERIC
@ATTRIBUTE att77_err NUMERIC
@ATTRIBUTE att78_err NUMERIC
@ATTRIBUTE att79_err NUMERIC
@ATTRIBUTE att80_err NUMERIC
@ATTRIBUTE att81_err NUMERIC
@ATTRIBUTE att82_err NUMERIC
@ATTRIBUTE att83_err NUMERIC
@ATTRIBUTE att84_err NUMERIC
@ATTRIBUTE att85_err NUMERIC
@ATTRIBUTE att86_err NUMERIC
@ATTRIBUTE att87_err NUMERIC
@ATTRIBUTE att88_err NUMERIC
@ATTRIBUTE att89_err NUMERIC
@ATTRIBUTE att90_err NUMERIC
@ATTRIBUTE att91_err NUMERIC
@ATTRIBUTE att92_err NUMERIC
@ATTRIBUTE att93_err NUMERIC
@ATTRIBUTE att94_err NUMERIC
@ATTRIBUTE att95_err NUMERIC
@ATTRIBUTE att96_err NUMERIC
@ATTRIBUTE att97_err NUMERIC
@ATTRIBUTE att98_err NUMERIC
@ATTRIBUTE att99_err NUMERIC
@ATTRIBUTE att100_err NUMERIC
@ATTRIBUTE att101_err NUMERIC
@ATTRIBUTE att102_err NUMERIC
@ATTRIBUTE att103_err NUMERIC
@ATTRIBUTE att104_err NUMERIC
@ATTRIBUTE att105_err NUMERIC
@ATTRIBUTE att106_err NUMERIC
@ATTRIBUTE att107_err NUMERIC
@ATTRIBUTE att108_err NUMERIC
@ATTRIBUTE att109_err NUMERIC
@ATTRIBUTE att110_err NUMERIC
@ATTRIBUTE att111_err NUMERIC
@ATTRIBUTE att112_err NUMERIC
@ATTRIBUTE att113_err NUMERIC
@ATTRIBUTE att114_err NUMERIC
@ATTRIBUTE att115_err NUMERIC
@ATTRIBUTE att116_err NUMERIC
@ATTRIBUTE att117_err NUMERIC
@ATTRIBUTE att118_err NUMERIC
@ATTRIBUTE att119_err NUMERIC
@ATTRIBUTE att120_err NUMERIC
@ATTRIBUTE att121_err NUMERIC
@ATTRIBUTE att122_err NUMERIC
@ATTRIBUTE att123_err NUMERIC
@ATTRIBUTE att124_err NUMERIC
@ATTRIBUTE att125_err NUMERIC
@ATTRIBUTE att126_err NUMERIC
@ATTRIBUTE att127_err NUMERIC
@ATTRIBUTE att128_err NUMERIC
@ATTRIBUTE att129_err NUMERIC
@ATTRIBUTE att130_err NUMERIC
@ATTRIBUTE att131_err NUMERIC
@ATTRIBUTE att132_err NUMERIC
@ATTRIBUTE att133_err NUMERIC
@ATTRIBUTE att134_err NUMERIC
@ATTRIBUTE att135_err NUMERIC
@ATTRIBUTE att136_err NUMERIC
@ATTRIBUTE att137_err NUMERIC
@ATTRIBUTE att138_err NUMERIC
@ATTRIBUTE att139_err NUMERIC
@ATTRIBUTE att140_err NUMERIC
@ATTRIBUTE att141_err NUMERIC
@ATTRIBUTE att142_err NUMERIC
@ATTRIBUTE att143_err NUMERIC
@ATTRIBUTE att144_err NUMERIC
@ATTRIBUTE att145_err NUMERIC
@ATTRIBUTE att146_err NUMERIC
@ATTRIBUTE att147_err NUMERIC
@ATTRIBUTE att148_err NUMERIC
@ATTRIBUTE att149_err NUMERIC
@ATTRIBUTE att150_err NUMERIC

@DATA
0.002,0.003,0.008,0.004,0.005,0.004,0.0,0.005,0.01,0.003,0.002,0.001,0.0,0.0,0.004,0.004,0.012,0.022,0.052,0.002,0.033,0.056,0.156,0.11,0.202,0.011,0.104,0.039,0.034,0.063,0.007,0.001,0.003,0.001,0.002,0.004,0.0,0.001,0.001,0.008,0.005,0.012,0.05,0.007,0.032,0.018,0.0,0.031,0.119,0.068,0.18,0.083,0.192,0.252,0.395,0.595,0.114,0.335,0.129,0.079,0.278,0.304,0.012,0.127,0.219,0.736,0.136,0.555,0.044,0.588,0.259,0.061,0.274,0.395,0.314,0.234,0.309,0.405,0.074,0.03,0.351,0.208,0.003,0.41,0.129,0.078,0.08,0.323,0.053,0.338,0.035,0.128,0.077,0.359,0.093,0.028,0.008,0.434,0.144,0.265,0.063,0.18,0.042,0.507,0.22,0.354,0.04,0.078,0.23,0.055,0.241,0.192,0.025,0.148,0.135,0.045,0.04,0.002,0.001,0.039,0.017,0.14,0.015,0.055,0.143,0.235,0.205,0.023,0.127,0.048,0.16,0.069,0.002,0.014,0.013,0.003,0.001,0.004,0.001,0.001,0.002,0.002,0.003,0.002,0.004,0.003,0.002,0.003,0.005,0.002
0.001,0.001,0.005,0.005,0.004,0.0,0.003,0.01,0.002,0.002,0.006,0.001,0.003,0.002,0.01,0.0,0.001,0.06,0.009,0.034,0.138,0.21,0.03,0.364,0.063,0.088,0.168,0.059,0.017,0.004,0.013,0.0,0.008,0.0,0.0,0.001,0.001,0.004,0.004,0.004,0.006,0.005,0.017,0.021,0.007,0.022,0.081,0.038,0.136,0.072,0.107,0.001,0.204,0.058,0.238,0.249,0.374,0.569,0.039,0.11,0.247,0.102,0.15,0.573,0.198,0.281,0.021,0.148,0.298,0.1,0.258,0.328,0.137,0.38,0.149,0.518,0.159,0.045,0.193,0.239,0.036,0.641,0.074,0.008,0.062,0.669,0.545,0.01,0.575,0.567,0.12,0.319,0.523,0.274,0.041,0.017,0.378,0.117,0.202,0.172,0.425,0.053,0.089,0.116,0.034,0.278,0.077,0.171,0.061,0.015,0.437,0.203,0.057,0.023,0.047,0.016,0.026,0.004,0.075,0.052,0.004,0.018,0.063,0.123,0.098,0.162,0.085,0.109,0.228,0.083,0.051,0.038,0.014,0.003,0.008,0.007,0.001,0.006,0.002,0.001,0.005,0.009,0.002,0.0,0.001,0.001,0.001,0.008,0.004,0.004
0.003,0.001,0.0,0.004,0.001,0.004,0.003,0.004,0.007,0.005,0.002,0.001,0.007,0.004,0.008,0.009,0.037,0.006,0.097,0.071,0.209,0.146,0.02,0.227,0.165,0.27,0.251,0.152,0.092,0.038,0.047,0.008,0.021,0.008,0.003,0.002,0.005,0.002,0.0,0.003,0.005,0.015,0.017,0.009,0.024,0.004,0.012,0.15,0.064,0.101,0.234,0.132,0.125,0.064,0.172,0.084,0.115,0.308,0.083,0.783,0.084,0.033,0.453,0.012,0.141,0.444,0.665,0.083,0.225,0.033,0.003,0.568,0.251,0.434,0.115,0.429,0.019,0.251,0.289,0.182,0.387,0.113,0.461,0.009,0.223,0.197,0.045,0.144,0.114,0.483,0.34,0.193,0.231,0.129,0.121,0.042,0.061,0.18,0.517,0.321,0.358,0.315,0.127,0.281,0.156,0.204,0.032,0.115,0.046,0.082,0.216,0.133,0.05,0.104,0.084,0.076,0.023,0.05,0.023,0.064,0.062,0.159,0.075,0.07,0.045,0.118,0.168,0.24,0.021,0.066,0.01,0.027,0.002,0.001,0.001,0.007,0.004,0.002,0.002,0.007,0.003,0.004,0.003,0.003,0.004,0.001,0.003,0.004,0.008,0.0
0.004,0.005,0.001,0.002,0.003,0.005,0.006,0.007,0.007,0.003,0.006,0.003,0.004,0.009,0.011,0.016,0.023,0.017,0.051,0.03,0.187,0.107,0.357,0.181,0.262,0.164,0.017,0.044,0.067,0.011,0.044,0.013,0.003,0.002,0.002,0.005,0.003,0.001,0.0,0.01,0.002,0.003,0.048,0.024,0.019,0.057,0.066,0.084,0.036,0.025,0.225,0.188,0.259,0.211,0.132,0.14,0.154,0.316,0.041,0.297,0.282,0.069,0.325,0.006,0.625,0.113,0.051,0.185,0.207,0.156,0.302,0.469,0.366,0.055,0.085,0.106,0.312,0.202,0.759,0.367,0.435,0.007,0.629,0.726,0.083,0.863,0.294,0.39,0.191,0.021,0.008,0.164,0.233,0.082,0.088,0.481,0.313,0.106,0.563,0.057,0.347,0.056,0.035,0.058,0.006,0.179,0.103,0.061,0.191,0.152,0.193,0.134,0.037,0.192,0.071,0.042,0.032,0.038,0.019,0.044,0.009,0.002,0.038,0.028,0.028,0.034,0.008,0.087,0.18,0.038,0.014,0.047,0.024,0.003,0.01,0.007,0.0,0.001,0.006,0.008,0.006,0.004,0.002,0.003,0.001,0.004,0.0,0.003,0.001,0.006
0.002,0.002,0.0,0.001,0.001,0.002,0.002,0.004,0.0,0.004,0.001,0.007,0.002,0.008,0.009,0.003,0.002,0.006,0.069,0.15,0.241,0.118,0.093,0.052,0.061,0.054,0.029,0.127,0.056,0.044,0.001,0.005,0.01,0.003,0.001,0.002,0.008,0.0,0.004,0.002,0.011,0.007,0.032,0.009,0.007,0.102,0.06,0.046,0.006,0.025,0.029,0.021,0.283,0.284,0.189,0.656,0.407,0.544,0.373,0.545,0.366,0.037,0.254,0.01,0.198,0.331,0.546,0.286,0.344,0.228,0.729,0.26,0.134,0.158,0.366,0.234,0.36,0.089,0.061,0.347,0.19,0.402,0.506,0.127,0.007,0.096,0.11,0.073,0.183,0.283,0.371,0.033,0.094,0.294,0.114,0.082,0.08,0.289,0.338,0.35,0.207,0.017,0.104,0.345,0.012,0.148,0.311,0.016,0.088,0.331,0.066,0.074,0.116,0.063,0.01,0.059,0.032,0.008,0.034,0.113,0.044,0.082,0.154,0.064,0.272,0.135,0.121,0.163,0.023,0.021,0.028,0.069,0.03,0.004,0.007,0.002,0.004,0.004,0.003,0.002,0.001,0.008,0.0,0.009,0.001,0.004,0.0,0.002,0.0,0.001
0.003,0.002,0.007,0.004,0.004,0.008,0.002,0.0,0.004,0.004,0.008,0.001,0.006,0.005,0.012,0.002,0.015,0.082,0.234,0.185,0.039,0.192,0.105,0.012,0.219,0.016,0.03,0.083,0.032,0.056,0.032,0.008,0.012,0.004,0.003,0.001,0.001,0.003,0.004,0.003,0.002,0.019,0.018,0.035,0.041,0.008,0.075,0.007,0.164,0.041,0.039,0.032,0.119,0.037,0.142,0.167,0.369,0.217,0.066,0.336,0.222,0.417,0.093,0.165,0.229,0.285,0.289,0.229,0.013,0.079,0.112,0.166,0.176,0.286,0.064,0.079,0.385,0.373,0.045,0.092,0.104,0.006,0.265,0.267,0.252,0.407,0.603,0.051,0.003,0.266,0.359,0.134,0.207,0.025,0.152,0.215,0.285,0.045,0.359,0.437,0.182,0.18,0.071,0.044,0.467,0.084,0.221,0.016,0.086,0.21,0.125,0.039,0.026,0.021,0.106,0.102,0.018,0.011,0.001,0.066,0.015,0.086,0.117,0.001,0.215,0.061,0.132,0.07,0.036,0.033,0.001,0.064,0.009,0.019,0.005,0.002,0.005,0.005,0.001,0.002,0.004,0.007,0.004,0.0,0.001,0.001,0.0,0.001,0.001,0.004
0.001,0.002,0.005,0.004,0.006,0.0,0.0,0.002,0.002,0.004,0.002,0.002,0.003,0.008,0.004,0.0,0.017,0.067,0.153,0.079,0.036,0.023,0.157,0.274,0.078,0.167,0.15,0.029,0.028,0.061,0.006,0.005,0.016,0.006,0.001,0.002,0.011,0.001,0.002,0.002,0.001,0.015,0.002,0.075,0.001,0.045,0.123,0.012,0.329,0.19,0.094,0.204,0.01,0.031,0.236,0.0,0.166,0.617,0.649,0.142,0.26,0.615,0.027,0.251,0.452,0.375,0.09,0.352,0.281,0.145,0.077,0.559,0.118,0.306,0.449,0.439,0.132,0.015,0.006,0.007,0.522,0.046,0.715,0.1,0.642,0.154,0.241,0.111,0.016,0.326,0.466,0.726,0.026,0.308,0.251,0.121,0.346,0.232,0.261,0.191,0.688,0.295,0.206,0.499,0.03,0.01,0.24,0.053,0.054,0.078,0.056,0.052,0.044,0.041,0.108,0.04,0.035,0.048,0.03,0.006,0.074,0.036,0.069,0.13,0.079,0.196,0.055,0.025,0.12,0.037,0.035,0.068,0.038,0.011,0.006,0.009,0.007,0.001,0.001,0.001,0.0,0.003,0.013,0.002,0.007,0.006,0.005,0.004,0.004,0.004
0.002,0.0,0.001,0.002,0.002,0.001,0.002,0.002,0.009,0.008,0.001,0.0,0.002,0.005,0.002,0.007,0.048,0.164,0.006,0.005,0.383,0.023,0.147,0.131,0.02,0.05,0.024,0.027,0.059,0.0,0.017,0.003,0.007,0.001,0.001,0.009,0.001,0.001,0.001,0.013,0.006,0.01,0.03,0.051,0.058,0.022,0.201,0.006,0.165,0.221,0.149,0.009,0.375,0.003,0.029,0.277,0.036,0.04,0.165,0.431,0.088,0.046,0.334,0.199,0.673,0.52,0.03,0.441,0.055,0.582,0.586,0.955,0.249,0.24,0.311,0.425,0.11,0.013,0.117,0.104,0.046,0.037,0.256,0.289,0.364,0.179,0.3,0.031,0.149,0.002,0.26,0.04,0.044,0.231,0.198,0.132,0.303,0.194,0.173,0.506,0.073,0.197,0.067,0.034,0.458,0.358,0.181,0.098,0.228,0.04,0.12,0.14,0.05,0.138,0.127,0.008,0.007,0.021,0.025,0.023,0.079,0.042,0.075,0.029,0.179,0.244,0.116,0.033,0.193,0.064,0.036,0.025,0.023,0.011,0.001,0.005,0.008,0.002,0.002,0.002,0.005,0.0,0.001,0.003,0.005,0.002,0.0,0.001,0.002,0.005
0.001,0.008,0.002,0.007,0.01,0.001,0.002,0.004,0.002,0.003,0.002,0.001,0.001,0.006,0.002,0.008,0.007,0.04,0.174,0.039,0.269,0.015,0.112,0.1,0.007,0.093,0.13,0.263,0.065,0.014,0.0,0.005,0.006,0.0,0.002,0.005,0.001,0.002,0.004,0.009,0.004,0.012,0.022,0.056,0.026,0.007,0.005,0.025,0.101,0.133,0.139,0.146,0.119,0.096,0.313,0.264,0.067,0.35,0.063,0.611,0.215,0.17,0.08,0.504,0.458,0.301,0.562,0.233,0.152,0.211,0.009,0.316,0.268,0.204,0.253,0.129,0.118,0.066,0.116,0.296,0.003,0.196,0.046,0.016,0.261,0.371,0.056,0.117,0.387,0.387,0.243,0.435,0.058,0.229,0.333,0.029,0.257,0.144,0.167,0.268,0.191,0.186,0.276,0.066,0.082,0.07,0.034,0.0,0.138,0.023,0.175,0.111,0.077,0.105,0.161,0.015,0.05,0.011,0.118,0.065,0.063,0.092,0.001,0.214,0.02,0.187,0.245,0.009,0.245,0.1,0.002,0.033,0.068,0.005,0.006,0.0,0.0,0.015,0.009,0.0,0.002,0.01,0.002,0.004,0.009,0.001,0.0,0.002,0.006,0.006
0.007,0.002,0.002,0.001,0.004,0.002,0.003,0.006,0.003,0.0,0.0,0.007,0.002,0.001,0.002,0.016,0.015,0.009,0.046,0.018,0.017,0.027,0.02,0.159,0.0,0.01,0.03,0.105,0.088,0.049,0.013,0.015,0.004,0.003,0.007,0.003,0.005,0.002,0.0,0.001,0.001,0.042,0.009,0.015,0.066,0.136,0.037,0.031,0.047,0.091,0.042,0.015,0.06,0.068,0.221,0.23,0.441,0.6,0.314,0.598,0.423,0.077,0.093,0.535,0.357,0.039,0.225,0.045,0.171,0.085,0.313,0.127,0.002,0.175,0.191,0.145,0.49,0.255,0.059,0.167,0.237,0.393,0.079,0.795,0.226,0.248,0.46,0.128,0.155,0.034,0.457,0.377,0.098,0.284,0.509,0.452,0.41,0.387,0.325,0.065,0.233,0.027,0.031,0.173,0.125,0.121,0.164,0.106,0.076,0.254,0.039,0.088,0.117,0.034,0.016,0.027,0.003,0.048,0.013,0.069,0.0,0.076,0.194,0.0,0.153,0.147,0.012,0.018,0.018,0.053,0.004,0.008,0.008,0.0,0.004,0.005,0.006,0.003,0.003,0.004,0.001,0.002,0.003,0.002,0.005,0.006,0.0,0.004,0.004,0.006
