@RELATION CBF

@ATTRIBUTE att1 NUMERIC
@ATTRIBUTE att2 NUMERIC
@ATTRIBUTE att3 NUMERIC
@ATTRIBUTE att4 NUMERIC
@ATTRIBUTE att5 NUMERIC
@ATTRIBUTE att6 NUMERIC
@ATTRIBUTE att7 NUMERIC
@ATTRIBUTE att8 NUMERIC
@ATTRIBUTE att9 NUMERIC
@ATTRIBUTE att10 NUMERIC
@ATTRIBUTE att11 NUMERIC
@ATTRIBUTE att12 NUMERIC
@ATTRIBUTE att13 NUMERIC
@ATTRIBUTE att14 NUMERIC
@ATTRIBUTE att15 NUMERIC
@ATTRIBUTE att16 NUMERIC
@ATTRIBUTE att17 NUMERIC
@ATTRIBUTE att18 NUMERIC
@ATTRIBUTE att19 NUMERIC
@ATTRIBUTE att20 NUMERIC
@ATTRIBUTE att21 NUMERIC
@ATTRIBUTE att22 NUMERIC
@ATTRIBUTE att23 NUMERIC
@ATTRIBUTE att24 NUMERIC
@ATTRIBUTE att25 NUMERIC
@ATTRIBUTE att26 NUMERIC
@ATTRIBUTE att27 NUMERIC
@ATTRIBUTE att28 NUMERIC
@ATTRIBUTE att29 NUMERIC
@ATTRIBUTE att30 NUMERIC
@ATTRIBUTE att31 NUMERIC
@ATTRIBUTE att32 NUMERIC
@ATTRIBUTE att33 NUMERIC
@ATTRIBUTE att34 NUMERIC
@ATTRIBUTE att35 NUMERIC
@ATTRIBUTE att36 NUMERIC
@ATTRIBUTE att37 NUMERIC
@ATTRIBUTE att38 NUMERIC
@ATTRIBUTE att39 NUMERIC
@ATTRIBUTE att40 NUMERIC
@ATTRIBUTE att41 NUMERIC
@ATTRIBUTE att42 NUMERIC
@ATTRIBUTE att43 NUMERIC
@ATTRIBUTE att44 NUMERIC
@ATTRIBUTE att45 NUMERIC
@ATTRIBUTE att46 NUMERIC
@ATTRIBUTE att47 NUMERIC
@ATTRIBUTE att48 NUMERIC
@ATTRIBUTE att49 NUMERIC
@ATTRIBUTE att50 NUMERIC
@ATTRIBUTE att51 NUMERIC
@ATTRIBUTE att52 NUMERIC
@ATTRIBUTE att53 NUMERIC
@ATTRIBUTE att54 NUMERIC
@ATTRIBUTE att55 NUMERIC
@ATTRIBUTE att56 NUMERIC
@ATTRIBUTE att57 NUMERIC
@ATTRIBUTE att58 NUMERIC
@ATTRIBUTE att59 NUMERIC
@ATTRIBUTE att60 NUMERIC
@ATTRIBUTE att61 NUMERIC
@ATTRIBUTE att62 NUMERIC
@ATTRIBUTE att63 NUMERIC
@ATTRIBUTE att64 NUMERIC
@ATTRIBUTE att65 NUMERIC
@ATTRIBUTE att66 NUMERIC
@ATTRIBUTE att67 NUMERIC
@ATTRIBUTE att68 NUMERIC
@ATTRIBUTE att69 NUMERIC
@ATTRIBUTE att70 NUMERIC
@ATTRIBUTE att71 NUMERIC
@ATTRIBUTE att72 NUMERIC
@ATTRIBUTE att73 NUMERIC
@ATTRIBUTE att74 NUMERIC
@ATTRIBUTE att75 NUMERIC
@ATTRIBUTE att76 NUMERIC
@ATTRIBUTE att77 NUMERIC
@ATTRIBUTE att78 NUMERIC
@ATTRIBUTE att79 NUMERIC
@ATTRIBUTE att80 NUMERIC
@ATTRIBUTE att81 NUMERIC
@ATTRIBUTE att82 NUMERIC
@ATTRIBUTE att83 NUMERIC
@ATTRIBUTE att84 NUMERIC
@ATTRIBUTE att85 NUMERIC
@ATTRIBUTE att86 NUMERIC
@ATTRIBUTE att87 NUMERIC
@ATTRIBUTE att88 NUMERIC
@ATTRIBUTE att89 NUMERIC
@ATTRIBUTE att90 NUMERIC
@ATTRIBUTE att91 NUMERIC
@ATTRIBUTE att92 NUMERIC
@ATTRIBUTE att93 NUMERIC
@ATTRIBUTE att94 NUMERIC
@ATTRIBUTE att95 NUMERIC
@ATTRIBUTE att96 NUMERIC
@ATTRIBUTE att97 NUMERIC
@ATTRIBUTE att98 NUMERIC
@ATTRIBUTE att99 NUMERIC
@ATTRIBUTE att100 NUMERIC
@ATTRIBUTE att101 NUMERIC
@ATTRIBUTE att102 NUMERIC
@ATTRIBUTE att103 NUMERIC
@ATTRIBUTE att104 NUMERIC
@ATTRIBUTE att105 NUMERIC
@ATTRIBUTE att106 NUMERIC
@ATTRIBUTE att107 NUMERIC
@ATTRIBUTE att108 NUMERIC
@ATTRIBUTE att109 NUMERIC
@ATTRIBUTE att110 NUMERIC
@ATTRIBUTE att111 NUMERIC
@ATTRIBUTE att112 NUMERIC
@ATTRIBUTE att113 NUMERIC
@ATTRIBUTE att114 NUMERIC
@ATTRIBUTE att115 NUMERIC
@ATTRIBUTE att116 NUMERIC
@ATTRIBUTE att117 NUMERIC
@ATTRIBUTE att118 NUMERIC
@ATTRIBUTE att119 NUMERIC
@ATTRIBUTE att120 NUMERIC
@ATTRIBUTE att121 NUMERIC
@ATTRIBUTE att122 NUMERIC
@ATTRIBUTE att123 NUMERIC
@ATTRIBUTE att124 NUMERIC
@ATTRIBUTE att125 NUMERIC
@ATTRIBUTE att126 NUMERIC
@ATTRIBUTE att127 NUMERIC
@ATTRIBUTE att128 NUMERIC
@ATTRIBUTE target {1.0, 3.0, 2.0}

@DATA
-0.458,-0.642,-0.935,-0.851,-0.967,-0.974,-0.084,-1.104,-1.123,-0.447,-0.329,-0.652,-1.349,-1.115,-0.89,-0.303,-0.637,-1.377,-1.2,-0.894,-0.687,-1.13,-2.472,-0.971,-1.329,-0.583,-1.581,0.701,0.743,1.345,0.437,-0.286,1.252,1.06,1.723,0.995,2.059,1.3,1.102,0.426,0.197,0.824,1.367,-0.006,0.708,0.996,0.82,1.33,1.105,0.731,0.375,1.12,1.111,0.608,1.107,0.851,-0.158,1.106,1.289,0.878,0.595,0.973,1.408,1.443,1.911,0.223,1.706,2.146,1.685,2.233,2.577,0.74,0.651,-1.219,1.838,1.386,0.223,0.703,1.011,0.272,0.201,1.953,0.933,0.721,1.188,-1.65,-0.788,-0.573,0.427,-0.789,-1.007,-0.579,-0.006,1.115,0.141,-0.985,-0.789,-0.87,-3.168,0.134,-0.566,-0.51,-0.588,0.98,-1.355,-1.081,-1.383,-1.23,-0.553,-0.054,-0.415,0.25,-0.984,-0.832,-1.874,-1.796,-1.161,-0.46,-1.358,-0.91,-0.902,-0.948,-1.104,-0.718,1.133,-0.976,-1.049,-1.289,1.0
-0.89,-0.536,-1.323,-2.136,-1.326,-1.383,-2.135,-0.768,-1.053,-0.639,-1.731,-0.943,-0.638,-2.288,-1.072,-1.725,0.75,0.667,1.173,0.521,0.937,0.741,1.83,0.582,-0.03,1.17,0.325,0.389,-0.149,0.851,0.4,-0.03,0.929,0.858,0.693,1.013,1.226,0.649,0.881,0.654,1.252,0.727,0.018,0.805,0.748,0.472,0.09,0.363,0.988,1.024,0.844,0.898,0.967,1.485,1.123,0.709,0.624,1.161,0.681,1.901,0.503,0.572,1.498,-1.73,0.291,0.396,0.689,0.731,-0.044,1.01,0.916,0.879,0.865,-0.04,0.533,0.791,0.791,0.79,0.58,0.615,1.646,0.745,1.721,1.305,1.241,0.236,0.851,0.49,0.684,0.982,0.293,1.394,0.361,1.326,-1.398,-0.73,-0.853,-1.474,0.367,-0.743,-1.007,-0.759,-1.114,-2.742,-0.886,-1.882,-1.411,-0.741,-1.182,-1.219,-0.499,-0.792,-0.175,-0.977,-0.946,-0.694,-1.104,-2.248,-0.344,-1.54,-0.545,-0.918,-0.866,-0.924,-0.827,-0.707,-0.919,-1.604,1.0
-0.868,-1.009,-0.029,-0.821,-0.661,-0.947,-0.146,-0.917,-0.548,-0.713,0.078,-0.993,-1.402,-0.9,-0.837,-1.777,-0.784,-1.227,0.072,-0.444,0.327,0.203,-1.565,-0.422,-1.126,1.326,0.668,2.723,1.357,1.981,1.484,1.808,1.538,1.289,1.572,1.586,1.789,1.157,0.917,1.93,1.825,1.139,1.324,0.502,1.528,1.319,2.219,1.281,1.11,1.009,1.088,1.012,1.556,1.145,1.74,0.78,1.334,1.276,1.144,1.044,1.217,1.017,-0.793,1.891,2.978,1.99,1.286,1.755,-0.359,-0.728,-0.823,-0.691,-0.834,-0.714,-0.445,-0.789,-2.037,-0.618,-0.679,-1.026,-0.307,-0.599,1.238,-0.954,-1.023,-1.75,-0.38,-1.372,-2.14,-0.928,-0.707,-1.005,-0.337,-1.402,-0.273,-2.309,-0.498,-1.241,-0.624,-1.037,-0.753,-0.274,-0.503,-0.589,-1.486,-0.526,-0.754,-0.344,-0.529,-0.284,-0.234,-1.402,-0.549,-1.139,-0.673,-0.787,-0.94,-0.548,-0.759,-0.44,-0.053,-0.376,-0.829,-0.331,-0.807,-0.335,-0.643,-0.887,1.0
-0.195,0.305,-0.57,-0.39,-0.974,-0.848,-1.678,-0.216,-0.765,0.122,-0.85,-1.384,-0.667,-0.857,0.019,-1.879,-0.985,-1.121,-1.052,-0.638,-0.841,0.229,3.792,2.665,2.53,1.515,1.891,2.517,1.789,2.697,2.457,1.797,1.89,2.231,1.662,2.077,2.52,-0.088,1.106,0.639,0.215,2.042,0.752,1.098,1.461,0.936,0.174,1.254,0.177,0.773,0.744,0.839,0.106,1.406,0.378,-0.16,0.305,-0.585,-0.735,-0.042,-1.853,0.334,-0.15,0.474,0.07,-0.552,-0.179,-0.801,-0.752,-1.023,-0.568,-0.464,-1.079,-1.574,-0.003,-1.482,-0.355,-0.296,-0.274,-1.007,0.285,-0.646,-0.701,-0.124,0.496,0.079,-0.411,0.322,-0.722,0.315,-1.099,-0.343,-0.451,-0.329,-0.671,-0.542,-0.442,-0.935,-0.064,0.097,-0.247,-1.368,-0.995,-1.704,-0.346,-1.039,-1.377,0.648,-0.579,-0.261,-0.791,0.7,-0.898,0.515,-0.058,-0.949,-1.597,-0.108,-0.702,-0.402,-0.153,-0.324,-1.137,-0.233,-0.45,-0.703,-0.639,0.358,3.0
-1.174,-1.065,-1.957,-0.856,0.515,-2.353,-0.451,-0.339,-1.574,0.093,-1.037,-1.106,-0.819,-1.626,-0.376,-1.315,-0.755,-0.179,-1.269,-3.26,-1.098,-0.045,-1.273,-1.61,-1.093,-0.802,-0.559,-3.006,-0.949,-0.638,-0.809,0.478,-0.61,-0.402,0.568,-0.866,0.035,-2.613,-1.447,0.112,-0.463,0.111,-1.254,-0.97,-0.649,-0.722,-1.069,-0.505,0.49,1.088,0.159,0.624,-0.73,-1.288,0.498,0.307,0.431,0.03,0.395,0.75,0.271,-0.87,-0.097,-0.501,-0.875,-0.195,-0.138,-0.474,0.278,0.636,0.725,0.878,-0.411,1.142,0.788,0.071,1.074,0.001,0.438,1.082,-0.153,0.425,0.929,0.275,0.672,1.383,1.163,1.254,-0.394,0.819,1.253,0.336,0.987,1.373,2.528,1.18,0.89,0.685,1.123,2.373,1.172,0.949,1.326,1.699,0.826,2.02,1.713,1.083,0.992,1.515,0.792,1.314,0.862,2.464,1.461,1.036,2.24,-1.659,-1.427,0.418,-1.587,-1.103,-0.851,-1.218,-2.074,-1.343,-1.49,-0.95,2.0
-0.528,-0.758,-0.001,-0.044,-1.063,-1.123,-0.803,0.0,-0.791,-0.534,0.034,-0.218,-1.268,-0.582,-0.636,-0.152,-0.3,-0.225,-1.978,0.752,-2.226,0.792,-0.038,-1.194,-0.059,-0.399,-1.992,0.297,-0.883,1.214,-2.029,-0.055,-0.19,0.066,1.457,0.253,-0.206,0.383,0.752,0.445,0.58,0.783,0.97,1.895,1.086,0.508,1.567,1.683,2.343,1.225,0.952,0.7,3.037,0.821,0.808,2.341,2.454,1.78,2.492,1.941,1.851,2.419,1.649,3.054,2.505,1.928,-0.063,0.089,-0.095,0.472,-0.089,-2.099,-0.48,0.221,-2.821,-0.555,-1.57,-0.887,0.016,-0.955,-1.685,-0.474,-1.054,-0.086,-1.97,-0.705,-0.49,-0.586,0.207,0.006,-1.475,-1.293,0.25,-2.066,0.051,-3.17,-0.457,0.172,-1.294,-1.293,1.66,-0.468,-1.314,0.644,-0.479,-1.216,-0.784,-0.25,-0.322,-0.54,-0.453,0.005,-2.008,0.263,-0.491,-0.624,1.337,0.3,-0.905,0.475,-0.458,-0.697,-0.658,-1.234,0.038,-0.147,-1.047,-0.505,2.0
-2.01,-1.643,-2.358,-1.586,-0.862,-1.378,-1.199,-1.042,-1.24,-1.133,-1.001,-1.812,-0.988,0.765,-1.769,-1.393,-1.122,-0.747,-0.596,0.942,0.92,-0.267,0.911,1.114,0.759,1.664,1.379,1.493,0.196,0.354,1.785,0.302,1.545,0.763,1.113,1.164,1.924,0.406,1.509,0.834,0.232,0.629,1.065,0.146,1.792,0.659,1.202,1.125,0.62,0.495,0.666,0.537,0.255,1.885,1.05,2.636,0.884,0.983,0.484,0.588,2.036,0.962,0.653,0.744,0.601,0.574,-0.024,2.927,1.13,0.591,0.79,0.953,0.639,-0.111,1.689,0.262,0.658,0.522,0.112,0.443,0.769,1.145,1.552,1.428,1.826,0.472,0.948,1.094,0.858,0.308,-1.459,-1.196,-1.563,-0.868,-0.919,-1.468,-0.893,1.531,-1.431,-0.854,0.63,-1.537,-1.099,0.976,-2.304,-1.301,-1.056,-1.21,-1.384,-1.105,-1.065,-0.376,-0.426,-0.778,-0.92,-1.501,-0.286,-0.666,-0.176,-1.241,-1.22,-0.638,-1.116,-0.946,-1.056,-0.348,-1.145,-0.54,1.0
-0.38,-0.284,-0.691,-0.392,-0.254,-0.875,-1.416,-0.805,-0.892,-0.901,-1.316,-0.528,-0.454,-0.474,-0.661,1.987,1.101,2.223,2.362,1.029,1.7,1.663,2.409,0.869,2.884,2.827,1.016,0.638,2.831,0.832,3.33,2.803,1.263,1.747,1.089,0.954,0.627,0.088,1.655,-0.494,2.96,1.295,0.655,0.064,0.692,0.319,-0.406,-0.632,0.046,1.38,0.311,0.038,1.012,-0.143,0.255,-0.461,0.58,1.092,0.171,-0.798,-0.623,-0.563,-0.636,-0.62,-0.283,0.25,-0.199,-0.335,0.978,-0.436,-0.615,0.369,-1.497,-1.078,-0.697,0.159,-0.412,-0.775,-0.712,-0.399,-0.527,-0.689,0.219,0.134,0.234,-2.289,-1.572,-0.679,-0.96,1.462,-0.372,-0.793,-0.676,-0.834,0.351,-0.618,0.237,-0.348,-0.854,-1.128,0.13,-1.503,0.61,-1.128,-1.352,-0.009,-0.767,-0.65,-0.435,-2.446,-1.471,0.071,0.514,-0.033,-0.688,-0.595,-1.802,-1.051,-0.996,-0.142,0.257,-1.023,-0.351,-0.748,0.38,-1.579,-1.038,-0.594,3.0
-0.837,-0.058,-1.455,-0.972,-1.189,-0.546,-1.106,-0.459,-0.817,-0.612,-1.336,-0.326,-1.37,-0.918,-0.967,-0.326,-1.376,-0.741,-1.012,-0.816,-0.456,-0.594,-0.035,-0.175,-1.045,-0.86,-0.529,-1.18,-0.747,-0.557,-0.357,0.404,-1.053,2.05,-0.173,0.239,-0.629,0.046,-0.508,0.673,0.037,-0.601,0.192,0.069,0.24,-0.805,1.089,0.105,0.881,0.75,0.413,0.533,-0.328,0.717,1.512,0.478,1.885,-0.364,1.406,0.366,0.687,0.826,1.105,1.443,-0.001,0.268,1.184,0.34,1.297,0.891,0.102,1.66,1.493,1.255,1.675,1.007,0.977,0.739,1.284,1.147,2.188,1.679,1.072,2.555,1.516,4.18,1.312,0.501,1.343,2.56,1.569,1.677,1.765,0.698,-0.347,-1.722,-0.832,-0.554,-0.687,-1.343,-0.934,-0.06,-0.993,0.601,-0.579,-0.719,2.346,-0.641,-0.726,-0.935,-0.677,-0.273,-0.492,-0.485,-0.95,-0.828,-1.145,0.265,-1.892,-0.46,-1.139,-0.469,-0.457,-0.927,-0.844,-0.147,-1.466,-0.515,2.0
-1.035,-0.853,-1.142,-0.67,-1.112,-1.248,-0.933,-1.607,-1.1,0.647,-1.332,-0.206,-1.229,-0.627,-0.943,-1.08,-1.031,-0.426,-0.568,-0.85,0.959,0.689,0.717,0.654,0.59,-0.463,1.036,0.325,1.424,1.105,0.824,1.163,0.316,0.177,1.414,1.189,1.263,0.572,1.177,1.485,0.733,0.962,1.178,0.786,1.217,0.94,0.718,0.441,1.082,2.204,0.516,-0.878,1.025,0.317,1.463,1.122,0.736,0.515,0.552,0.781,2.007,0.882,0.996,1.759,1.105,0.741,0.15,1.044,0.226,1.192,0.829,0.984,0.329,0.588,0.892,0.686,1.525,1.68,0.115,0.435,0.598,0.929,1.434,1.085,0.701,1.686,0.77,0.376,-1.31,-1.238,-1.55,-1.254,-1.202,-1.041,0.093,-0.932,-0.722,-0.003,-0.535,-0.362,0.394,-1.552,-1.238,-1.057,-1.389,-0.848,-0.63,-0.355,-0.368,-0.87,-0.911,-1.467,-1.412,-1.481,-1.567,-0.599,-0.772,-1.441,-0.942,-1.248,-0.975,-0.394,-1.714,-1.182,-0.787,-0.947,-1.116,-1.824,1.0
