@RELATION Chinatown

@ATTRIBUTE att1_err NUMERIC
@ATTRIBUTE att2_err NUMERIC
@ATTRIBUTE att3_err NUMERIC
@ATTRIBUTE att4_err NUMERIC
@ATTRIBUTE att5_err NUMERIC
@ATTRIBUTE att6_err NUMERIC
@ATTRIBUTE att7_err NUMERIC
@ATTRIBUTE att8_err NUMERIC
@ATTRIBUTE att9_err NUMERIC
@ATTRIBUTE att10_err NUMERIC
@ATTRIBUTE att11_err NUMERIC
@ATTRIBUTE att12_err NUMERIC
@ATTRIBUTE att13_err NUMERIC
@ATTRIBUTE att14_err NUMERIC
@ATTRIBUTE att15_err NUMERIC
@ATTRIBUTE att16_err NUMERIC
@ATTRIBUTE att17_err NUMERIC
@ATTRIBUTE att18_err NUMERIC
@ATTRIBUTE att19_err NUMERIC
@ATTRIBUTE att20_err NUMERIC
@ATTRIBUTE att21_err NUMERIC
@ATTRIBUTE att22_err NUMERIC
@ATTRIBUTE att23_err NUMERIC
@ATTRIBUTE att24_err NUMERIC

@DATA
1.797,21.007,13.747,3.861,7.075,1.031,0.152,2.203,11.178,1.41,5.984,10.891,11.309,0.51,7.996,16.392,20.268,2.996,1.476,48.05,33.278,21.6,9.096,46.256
24.129,7.455,4.336,4.206,3.322,0.433,0.752,0.462,4.981,0.817,5.258,9.344,25.335,22.383,22.195,33.897,11.868,21.644,11.256,5.921,19.378,1.141,41.049,43.736
21.28,16.006,9.77,6.221,0.369,0.12,0.611,1.786,1.113,7.235,3.261,9.4,12.119,15.697,2.929,6.196,41.023,41.737,7.165,17.136,42.702,6.599,30.954,66.958
28.357,6.524,3.875,2.235,0.554,0.401,0.323,3.521,4.179,0.292,8.524,26.769,14.114,6.508,0.475,8.682,10.399,8.161,42.741,50.065,59.148,18.901,30.895,6.486
1.995,13.232,4.925,9.022,4.651,2.285,0.655,0.418,5.738,2.004,0.994,6.803,8.4,16.736,1.093,31.367,6.339,6.191,8.127,19.515,42.86,29.486,11.1,35.872
8.853,28.595,4.512,5.382,3.767,1.796,0.671,0.392,1.212,0.779,5.22,4.523,7.12,20.084,27.7,20.974,11.5,1.543,6.144,81.832,20.444,1.097,22.534,11.088
16.378,12.907,5.553,9.679,4.533,1.637,0.497,0.257,3.111,2.302,4.627,5.837,19.015,17.605,8.382,6.747,29.848,5.238,27.989,1.291,37.916,18.606,24.022,28.059
14.05,25.357,5.036,13.08,1.393,0.533,0.21,8.231,2.313,4.321,1.613,12.659,0.306,35.853,23.604,4.951,21.815,6.648,1.847,2.033,19.575,11.969,8.102,16.167
4.22,19.364,4.673,7.085,1.352,1.692,0.334,2.871,4.514,4.339,0.602,8.369,12.265,1.164,38.309,0.028,3.573,1.402,9.753,10.498,35.103,19.947,14.95,36.304
9.759,2.402,11.597,7.052,2.884,1.503,0.583,1.079,2.377,2.636,1.246,6.312,23.261,6.624,7.191,13.15,24.834,8.597,0.065,19.473,82.255,12.429,47.989,3.537
19.337,18.177,6.661,0.553,3.384,0.596,0.114,3.624,12.965,3.825,1.462,5.685,3.78,15.335,6.698,3.431,23.589,9.193,17.432,25.906,24.845,3.912,13.228,26.416
9.004,4.879,7.022,13.194,2.385,0.364,1.373,3.69,1.887,0.814,5.085,9.198,11.958,40.826,31.195,5.65,13.162,19.656,16.464,10.822,17.173,44.328,6.239,41.195
29.643,16.438,8.93,0.586,1.931,2.494,0.081,4.957,0.685,1.862,2.722,7.86,0.34,15.864,57.271,40.884,19.321,38.175,22.605,15.17,31.018,0.483,25.55,59.625
23.054,5.64,7.929,8.151,11.151,0.238,0.125,0.851,4.447,2.936,5.134,4.953,10.004,9.632,61.108,6.715,1.537,14.948,1.806,13.539,15.687,54.648,8.424,17.142
0.266,12.274,15.686,4.994,2.829,2.356,0.37,0.796,1.034,3.816,5.071,0.929,9.121,1.859,26.214,5.028,12.671,3.926,54.588,16.09,40.288,58.901,33.015,10.067
24.463,7.671,6.244,18.658,3.764,0.22,0.784,1.554,1.348,2.119,2.2,7.213,20.298,27.87,12.236,53.352,6.71,29.259,0.394,38.445,28.994,44.963,29.096,7.952
13.067,9.852,11.177,5.651,0.069,0.506,0.103,1.168,11.135,3.412,6.829,1.488,2.908,30.532,27.639,25.335,8.48,39.679,19.671,10.646,23.322,26.104,24.741,30.782
22.776,8.32,3.893,3.376,0.03,0.124,0.07,2.866,2.694,0.627,1.209,13.116,14.598,28.457,1.611,54.172,20.817,16.879,25.597,21.381,7.138,53.496,14.065,14.496
23.156,29.512,12.264,10.855,1.082,1.535,0.385,3.763,5.278,6.175,0.059,32.003,14.963,15.264,40.824,31.465,4.471,6.129,30.279,7.329,27.27,0.186,22.901,6.755
5.719,36.188,8.385,3.847,4.472,0.85,0.351,3.481,3.287,3.772,1.079,9.636,1.457,8.846,36.04,36.52,1.83,10.25,2.714,34.724,28.324,19.97,64.149,19.181
